"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","cluster_2"
"6262",3,3,2782,1997,724221,0,0,1
"6263",3,2.5,1370,2003,320902,0,0,0
"6264",4,2.5,2495,1987,509296,0,0,1
"6265",5,3,2213,1971,365063,0,0,0
"6266",3,1,1006,1951,57860,1,0,0
"6267",3,2,1252,1947,101706,0,0,0
"6268",3,2,1264,1960,280494,0,0,0
"6269",2,2,879,1981,151236,0,0,0
"6270",2,1,908,1973,179440,0,0,0
"6271",3,2.5,1299,1987,387000,0,0,0
"6272",3,2,1162,1973,69271,0,0,0
"6273",3,2,1054,1958,167408,0,0,0
"6274",3,2,1705,1964,381636,0,0,0
"6275",2,1,1108,1980,99032,0,0,0
"6276",4,2,1551,1965,262762,0,0,0
"6277",3,2,1625,1960,338414,0,0,0
"6278",4,2.5,1779,1972,130682,0,0,0
"6279",3,2,1252,1959,346901,0,0,0
"6280",4,2,1110,1955,218655,0,0,0
"6281",4,2.5,2785,1978,445710,0,0,0
"6282",4,3,2567,2003,618938,1,0,1
"6283",3,2,1598,1971,460922,1,0,0
"6284",4,2.5,1843,1968,172508,0,0,0
"6285",3,2,1206,1963,535000,0,0,1
"6286",3,2,2623,1976,573705,1,0,1
"6287",4,2,1790,1966,367610,1,0,0
"6288",3,2.5,1766,1982,600607,0,0,1
"6289",3,2,1681,1963,302496,0,0,0
"6290",2,2,1253,1980,86713,0,0,0
"6291",2,2,1540,1979,254507,0,0,0
"6292",3,2.5,1983,1986,444895,0,0,0
"6293",4,2,1823,1976,364032,1,0,0
"6294",4,3,2855,1999,811379,0,0,1
"6295",4,3,2535,1968,588072,0,0,1
"6296",4,2.5,1835,1979,414138,0,0,0
"6297",4,3,1892,1970,250480,0,0,0
"6298",3,3,2212,1974,133484,1,0,0
"6299",3,2,1656,1957,355757,0,0,0
"6300",3,2,1284,1963,297424,0,0,0
"6301",5,4.5,3317,1986,730000,0,0,1
"6302",3,2,1465,1964,467000,0,0,0
"6303",4,2,1612,1962,67205,1,0,0
"6304",3,2,1160,1963,169010,0,0,0
"6305",3,2.5,1361,1981,266164,0,0,0
"6306",4,2,1691,1964,62770,0,0,0
"6307",5,3,2610,1979,473713,1,0,0
"6308",4,1.5,1248,1962,51677,0,0,0
"6309",4,3,3122,2005,863000,0,0,1
"6310",4,2,1176,1956,103106,0,0,0
"6311",2,1,2693,1950,302763,0,0,0
"6312",3,2,1500,1975,262150,0,0,0
"6313",4,3,2491,1984,320670,0,0,0
"6314",4,2,1835,1964,227002,0,0,0
"6315",2,1,882,1971,80074,0,0,0
"6316",4,2.5,2378,1973,96307,0,0,0
"6317",3,2.5,1942,1963,267758,0,0,0
"6318",4,3,2359,1988,474411,0,0,0
"6319",3,2.5,1544,1978,534807,0,0,1
"6320",4,2.5,2317,1973,87922,0,0,0
"6321",3,2,1268,1972,201229,1,0,0
"6322",3,2,1303,1964,138757,0,0,0
"6323",2,2.5,1775,2008,335494,0,0,0
"6324",4,2,1626,1963,341194,0,0,0
"6325",3,2,1120,1961,49616,0,0,0
"6326",4,3,2230,1970,259047,0,0,0
"6327",3,2,1455,1991,298266,0,0,0
"6328",6,3,2383,1962,461553,0,0,0
"6329",2,2,1500,1983,258881,0,0,0
"6330",3,2,1328,1964,297012,0,0,0
"6331",4,2.5,2173,1980,357456,0,0,0
"6332",2,1.5,967,1974,124452,0,0,0
"6333",4,3,2205,1997,456497,0,0,0
"6334",4,2.5,2698,1977,305590,0,0,0
"6335",2,2,988,1977,274900,0,0,0
"6336",4,2,1319,1959,73196,0,0,0
"6337",4,3,2328,1964,203504,0,0,0
"6338",3,2,1128,1977,124069,0,0,0
"6339",4,2.5,3033,2003,601748,0,0,1
"6340",2,1,784,1964,158630,0,0,0
"6341",4,3,2190,1978,362105,0,0,0
"6342",4,3,2508,1978,434930,1,0,0
"6343",3,2,1898,1987,313838,0,0,0
"6344",3,2,1233,1960,474000,0,0,0
"6345",2,2.5,2424,1986,750397,0,0,1
"6346",2,1,1594,1951,244542,0,0,0
"6347",2,2,1829,1978,132647,0,0,0
"6348",3,3,1831,1928,278029,0,0,0
"6349",4,3,3616,2000,858900,0,0,1
"6350",4,3,2815,1980,925426,0,0,1
"6351",3,2.5,1894,1993,346156,0,0,0
"6352",3,2,1264,1954,355100,0,0,0
"6353",3,2.5,1493,1987,321080,0,0,0
"6354",4,2,2017,1965,267890,0,0,0
"6355",5,3,2623,1971,172184,0,0,0
"6356",2,2.5,1360,1992,349000,0,0,0
"6357",3,3,2141,1979,797419,0,0,1
"6358",3,2,1420,1964,191275,0,0,0
"6359",3,2.5,1776,1988,298985,0,0,0
"6360",4,3,2482,1968,266142,0,0,0
"6361",2,2.5,2468,1995,517877,0,0,1
"6362",4,3,2056,1998,339411,0,0,0
"6363",4,2,1429,1958,89451,0,0,0
"6364",3,3,1645,2001,318208,0,0,0
"6365",3,2,1306,1961,163134,0,0,0
"6366",4,2,1694,1972,670064,0,0,1
"6367",4,2,2002,1969,105558,1,0,0
"6368",1,1,740,1985,136882,0,0,0
"6369",3,4,3111,2001,647230,0,0,1
"6370",2,2,1193,1981,317962,0,0,0
"6371",4,2,1746,1965,652805,0,0,1
"6372",2,1,792,1975,178000,0,0,0
"6373",3,2,1948,1976,428434,0,0,0
"6374",3,3,1982,1969,71360,0,0,0
"6375",3,1.5,1411,1939,50077,0,0,0
"6376",4,2.5,2007,1995,381653,0,0,0
"6377",3,2,1120,1930,170249,0,0,0
"6378",5,2.5,2062,1965,633700,1,0,1
"6379",4,2,1615,1968,308945,0,0,0
"6380",4,2,1551,1965,321566,0,0,0
"6381",3,2,1232,1960,261258,0,0,0
"6382",2,2.5,2378,1986,509938,0,0,1
"6383",4,2,1419,1966,241544,0,0,0
"6384",3,2.5,2306,1997,309348,0,0,0
"6385",3,2,1188,1947,373119,0,0,0
"6386",2,1,903,1971,210000,0,0,0
"6387",2,2,1064,1978,259950,0,0,0
"6388",2,1,908,1973,369000,0,0,0
"6389",4,2.5,2224,2005,6e+05,0,0,1
"6390",3,2,1375,1964,322902,0,0,0
"6391",4,4.5,4201,2016,529541,0,0,1
"6392",4,2,1507,1976,229695,0,0,0
"6393",2,1,924,1972,157495,0,0,0
"6394",4,3,2465,2002,596074,0,0,1
"6395",3,1,944,1960,131252,0,0,0
"6396",2,2,1194,1972,249267,0,0,0
"6397",4,2,1619,1950,133943,0,0,0
"6398",3,2.5,1912,1996,508662,0,0,1
"6399",3,2,1245,1964,278556,0,0,0
"6400",2,2.5,1502,1993,415236,0,0,0
"6401",6,3,2383,1962,731000,1,0,1
"6402",4,2,1517,1965,287475,1,0,0
"6403",5,3,1884,1966,411676,0,0,0
"6404",3,2,1866,1977,117685,0,0,0
"6405",2,2,1406,1950,103581,0,0,0
"6406",2,1,776,1935,16782,0,0,0
"6407",3,2,1582,1985,290000,0,0,0
"6408",3,3,2137,1998,522853,0,0,1
"6409",4,2,2168,1984,415422,0,0,0
"6410",2,1,853,1978,165887,0,0,0
"6411",3,2,1436,1980,172483,0,0,0
"6412",4,3,2288,1987,429790,0,0,0
"6413",4,2,2185,1985,609927,0,0,1
"6414",3,2,1526,1966,105966,1,0,0
"6415",3,2,1474,1964,301434,0,0,0
"6416",4,2.5,2688,1968,855970,1,0,1
"6417",3,1,1489,1954,251760,0,0,0
"6418",2,1,611,1927,220211,0,0,0
"6419",2,1,880,1963,37227,0,0,0
"6420",5,3.5,2249,2003,451462,0,0,0
"6421",3,2.5,1800,1971,113061,0,0,0
"6422",3,2.5,1400,1998,292753,0,0,0
"6423",5,4,3143,2001,973400,1,0,1
"6424",4,2,1379,1960,171033,0,0,0
"6425",3,2,1608,1985,241626,0,0,0
"6426",4,3.5,3178,1999,723317,1,0,1
"6427",3,2.5,1742,1999,319633,0,0,0
"6428",3,2,1241,1973,59051,0,0,0
"6429",5,2,2085,1962,678748,0,0,1
"6430",4,2,1638,1964,362477,0,0,0
"6431",4,3.5,3457,1987,634504,1,0,1
"6432",3,2,1244,1959,302392,0,0,0
"6433",3,1.5,1056,1958,425000,0,0,0
"6434",2,2,1169,1965,107747,0,0,0
"6435",5,3,2182,1962,344939,0,0,0
"6436",3,3,1809,1959,377985,0,0,0
"6437",2,1,822,1930,1263985,0,0,1
"6438",4,2,2192,1971,624137,1,0,1
"6439",5,3,2355,2001,368057,0,0,0
"6440",3,2.5,2419,1987,319469,0,0,0
"6441",3,2.5,1294,1998,201588,0,0,0
"6442",3,2.5,1550,1978,458000,0,0,0
"6443",5,3,2519,1962,343457,0,0,0
"6444",4,3,2586,1980,708374,0,0,1
"6445",4,3,2508,1978,399389,0,0,0
"6446",3,2,1292,1980,210006,0,0,0
"6447",3,1.5,1248,1967,330690,0,0,0
"6448",3,2.5,1754,1992,264344,0,0,0
"6449",4,2,1464,1971,392698,0,0,0
"6450",4,2.5,2123,1965,68249,0,0,0
"6451",3,2,1204,1996,249773,0,0,0
"6452",3,2.5,1579,1990,308910,0,0,0
"6453",3,2.5,1574,2003,481000,0,0,0
"6454",3,2,1164,1962,168199,0,0,0
"6455",4,2,1716,1966,66184,0,0,0
"6456",3,2,1526,1966,597981,0,0,1
"6457",3,2,1170,1958,448000,0,0,0
"6458",3,3,1728,1964,196183,1,0,0
"6459",3,2,1668,1967,340590,0,0,0
"6460",4,2.5,2654,1970,923877,0,0,1
"6461",5,3,1916,1963,281355,0,0,0
"6462",2,1,908,1948,45465,0,0,0
"6463",3,1,1008,1955,201497,1,0,0
"6464",3,2,1486,1987,488907,0,0,0
"6465",2,2,1052,2005,251460,0,0,0
"6466",6,2,2223,1964,247878,0,0,0
"6467",1,1.5,975,1984,250193,0,0,0
"6468",2,2.5,1316,2001,359686,0,0,0
"6469",4,3,2983,2002,503244,1,0,0
"6470",3,1.5,1548,1952,333185,0,0,0
"6471",3,2,1296,1970,59967,0,0,0
"6472",4,3,2369,1979,424854,1,0,0
"6473",3,2,1112,1997,282826,0,0,0
"6474",3,2,1442,1970,566884,0,0,1
"6475",4,3.5,2978,2000,359400,0,0,0
"6476",4,3.5,2111,1976,322067,0,0,0
"6477",2,2,1355,1985,455632,0,0,0
"6478",5,4,2076,1964,379112,0,0,0
"6479",2,1,856,1986,174793,0,0,0
"6480",4,2,1787,1972,281269,1,0,0
"6481",4,3,2604,1985,431551,1,0,0
"6482",2,1,1082,1949,350529,0,0,0
"6483",4,2.5,2300,1968,85862,0,0,0
"6484",2,1,880,1963,175176,0,0,0
"6485",4,3,2959,1978,1071106,0,0,1
"6486",4,2,1842,1961,466000,0,0,0
"6487",4,3,2462,1980,473505,0,0,0
"6488",2,1.5,964,1972,342000,0,0,0
"6489",4,2.5,1629,1949,193964,0,0,0
"6490",4,2,1828,1968,559526,0,0,1
"6491",2,2,1070,1977,225724,0,0,0
"6492",5,4.5,3034,1999,562633,1,0,1
"6493",4,2,1120,1971,244751,0,0,0
"6494",3,2,1240,2001,194177,0,0,0
"6495",3,2,1365,1988,287475,0,0,0
"6496",4,2,2042,1964,459958,0,0,0
"6497",5,3,2663,1979,597648,1,0,1
"6498",4,2.5,2055,1989,525210,0,0,1
"6499",3,2,1476,1973,380731,0,0,0
"6500",4,2.5,1834,1999,553000,0,0,1
"6501",3,2.5,1824,1992,466090,1,0,0
"6502",3,1,944,1960,264841,0,0,0
"6503",3,3,2752,1980,799884,0,0,1
"6504",4,3,2200,1973,546288,0,0,1
"6505",3,2,1031,1959,240977,0,0,0
"6506",3,2,1597,1971,378476,0,0,0
"6507",5,4,3699,2000,914843,1,0,1
"6508",2,2,1140,1985,242371,0,0,0
"6509",4,2.5,1954,1961,448000,0,0,0
"6510",3,2,1503,1979,232417,0,0,0
"6511",4,2.5,2298,1977,121705,0,0,0
"6512",3,2.5,1694,1990,500224,0,0,0
"6513",3,2,1308,1964,134113,0,0,0
"6514",3,1.5,1182,1976,315000,0,0,0
"6515",4,2,1360,1956,246448,0,0,0
"6516",3,2,1216,1960,429683,0,0,0
"6517",3,2.5,1791,1979,367849,0,0,0
"6518",4,3,2568,1995,857000,0,0,1
"6519",5,3,1666,1963,481467,0,0,0
"6520",3,1,1087,1944,69400,0,0,0
"6521",5,4.5,3862,1994,1681253,1,0,1
"6522",4,3,2213,1994,731994,0,0,1
"6523",3,2,1567,1964,85736,0,0,0
"6524",3,2,1651,1964,334224,0,0,0
"6525",2,2,1052,2006,254646,0,0,0
"6526",3,1.5,1189,1973,116240,0,0,0
"6527",4,2,1668,1965,476424,0,0,0
"6528",2,2.5,1204,1989,390274,0,0,0
"6529",2,2,1108,1978,218216,0,0,0
"6530",5,4.5,3348,1999,637420,1,0,1
"6531",3,2.5,1686,1995,334915,0,0,0
"6532",3,2,1446,1973,343659,1,0,0
"6533",4,2,1425,1963,374540,0,0,0
"6534",1,1,560,1930,310000,0,0,0
"6535",3,1,1216,1952,369000,0,0,0
"6536",4,4,2829,1961,950000,0,0,1
"6537",4,3,2287,1999,440641,0,0,0
"6538",3,2,1180,1956,364504,0,0,0
"6539",4,3.5,3218,1962,529057,1,0,1
"6540",5,2,1840,1965,540000,0,0,1
"6541",3,2.5,2967,2000,574463,0,0,1
"6542",3,1.5,1446,1959,460000,0,0,0
"6543",4,2.5,2471,1972,624137,0,0,1
"6544",4,3,2584,1991,708394,1,0,1
"6545",4,2,1519,1955,497434,0,0,0
"6546",3,2.5,2324,1965,580302,0,0,1
"6547",4,2,1652,1962,94961,0,0,0
"6548",2,1,1064,1950,310094,0,0,0
"6549",2,1,1030,1940,389396,0,0,0
"6550",2,1,1876,1925,82711,0,0,0
"6551",3,2,1241,1977,93914,1,0,0
"6552",3,2,1112,1955,283496,0,0,0
"6553",4,3,2577,1965,445767,0,0,0
"6554",2,2,1218,1985,492416,0,0,0
"6555",4,3,2213,1992,450926,0,0,0
"6556",3,2,1833,1956,482729,0,0,0
"6557",4,2,1431,1979,396334,0,0,0
"6558",5,2.5,2510,1968,265905,0,0,0
"6559",4,2.5,1458,1944,115281,0,0,0
"6560",3,2.5,1743,1964,71361,0,0,0
"6561",3,2,1696,1961,585500,0,0,1
"6562",2,2.5,1553,1951,529000,0,0,1
"6563",3,2,1931,1964,83797,1,0,0
"6564",1,1.5,823,1985,269900,0,0,0
"6565",3,2,1252,1959,194558,0,0,0
"6566",5,3.5,3048,1969,350006,0,0,0
"6567",2,2,1267,1988,478000,0,0,0
"6568",3,2,1001,1973,332100,0,0,0
"6569",3,2,1636,1973,535184,0,0,1
"6570",4,3,2060,1988,807123,0,0,1
"6571",2,2,1154,2007,277862,0,0,0
"6572",4,3,3030,1987,470596,1,0,0
"6573",4,3,2538,1978,766000,0,0,1
"6574",3,2,1304,1959,54792,0,0,0
"6575",4,2,1303,1962,145717,0,0,0
"6576",3,2.5,2101,1999,578692,1,0,1
"6577",3,3,1560,1994,315653,0,0,0
"6578",3,2,1712,1978,316492,0,0,0
"6579",2,1.5,959,1964,151236,0,0,0
"6580",4,2.5,1832,1979,221271,0,0,0
"6581",3,2,962,1975,135790,0,0,0
"6582",3,2,1329,1976,529000,0,0,1
"6583",2,2,1691,1979,5e+05,0,0,0
"6584",4,2.5,1887,2004,553000,0,0,1
"6585",3,2.5,2943,2007,547180,0,0,1
"6586",4,3,2612,1981,598997,0,0,1
"6587",4,2.5,2406,1965,605233,0,0,1
"6588",5,3,2044,1963,211224,1,0,0
"6589",2,2,1452,1948,358878,0,0,0
"6590",5,2,1941,1960,78919,0,0,0
"6591",2,1,1056,1959,414210,0,0,0
"6592",4,3,2185,1975,308670,0,0,0
"6593",1,1,781,1974,297288,0,0,0
"6594",4,2,1396,1955,54801,0,0,0
"6595",5,3,2851,2009,810000,0,0,1
"6596",2,2,1444,1952,354557,0,0,0
"6597",4,2,1913,1969,275227,0,0,0
"6598",6,4,4520,1983,724034,1,0,1
"6599",3,2.5,1270,1985,368000,0,0,0
"6600",6,4,2313,1955,191504,0,0,0
"6601",4,2,1104,1970,291260,0,0,0
"6602",2,2,1180,1976,238798,0,0,0
"6603",3,2.5,2196,1998,354234,0,0,0
"6604",3,2,1431,1973,475374,0,0,0
"6605",5,3,3149,1986,468107,1,0,0
"6606",3,2.5,1513,1992,356392,0,0,0
"6607",4,2,1630,1964,278083,0,0,0
"6608",3,5,1647,1962,211064,0,0,0
"6609",4,2.5,1725,1963,397888,0,0,0
"6610",3,2,1206,1963,182412,0,0,0
"6611",1,1,770,1980,230000,0,0,0
"6612",2,1.5,1239,1987,363000,0,0,0
"6613",4,3,2054,1959,349522,1,0,0
"6614",3,2,1659,1954,311171,0,0,0
"6615",3,4,4432,2006,1869520,1,0,1
"6616",3,2,1650,1968,67215,0,0,0
"6617",3,2,1070,1986,152518,0,0,0
"6618",4,4.5,3691,1928,558930,0,0,1
"6619",3,2,1407,1971,149018,0,0,0
"6620",3,2,1376,1973,501000,0,0,0
"6621",3,3.5,3512,2004,1032942,0,0,1
"6622",2,2,1063,1990,321569,0,0,0
"6623",2,1,828,1923,14120,0,0,0
"6624",4,3,2711,2009,1656557,0,0,1
"6625",3,3.5,3348,2000,223294,0,0,0
"6626",2,1.5,1226,1982,180232,0,0,0
"6627",4,2.5,1551,1965,196942,0,0,0
"6628",3,2,1440,1973,335429,0,0,0
"6629",3,2,1288,1961,240073,0,0,0
"6630",3,2,1645,1962,285618,0,0,0
"6631",4,3,1692,1959,387000,0,0,0
"6632",3,2,1623,1960,207648,0,0,0
"6633",3,2,1344,1956,243280,0,0,0
"6634",4,2.5,2035,1972,300599,0,0,0
"6635",3,2.5,2170,1998,471119,0,0,0
"6636",2,2,933,1973,272000,0,0,0
"6637",3,2.5,2577,2001,506706,0,0,0
"6638",4,3,2099,1961,90015,0,0,0
"6639",2,1,1112,1949,340271,0,0,0
"6640",3,2,1933,1956,126930,0,0,0
"6641",4,3.5,2284,1966,317796,0,0,0
"6642",3,3,2030,1965,261245,1,0,0
"6643",4,2,1737,1983,247328,0,0,0
"6644",2,2,1104,1990,372687,0,0,0
"6645",4,2.5,1976,1985,406976,0,0,0
"6646",2,2,1064,1980,241912,0,0,0
"6647",4,2,1744,1964,157319,0,0,0
"6648",5,4.5,4720,1990,1670024,1,0,1
"6649",3,2,1503,1979,149554,0,0,0
"6650",2,1,688,1966,76582,0,0,0
"6651",2,1,984,1950,195930,0,0,0
"6652",4,3,2213,1990,473623,1,0,0
"6653",3,2,1046,1958,46742,0,0,0
"6654",3,2,1567,1980,93134,0,0,0
"6655",3,2,1768,1964,212726,1,0,0
"6656",4,3.5,3191,2002,840000,0,0,1
"6657",2,2,1441,1979,379500,0,0,0
"6658",4,2,1450,1971,508662,1,0,1
"6659",2,2,1240,1980,453000,0,0,0
"6660",3,2,1057,1978,218566,0,0,0
"6661",4,3.5,4013,1993,862185,0,0,1
"6662",5,3,3104,1996,498487,1,0,0
"6663",4,2,1542,1970,219412,0,0,0
"6664",3,2.5,1942,1988,811691,0,0,1
"6665",4,3,2273,1981,612000,1,0,1
"6666",2,1,1021,1974,267844,0,0,0
"6667",3,2,1303,1962,219884,0,0,0
"6668",2,1,892,1971,109810,0,0,0
"6669",2,1.5,1027,1979,220195,0,0,0
"6670",3,3.5,4154,2002,1755000,0,0,1
"6671",3,2.5,1411,1993,461038,0,0,0
"6672",3,2,968,1973,186113,0,0,0
"6673",3,1,1144,1952,232781,0,0,0
"6674",3,2,1193,1984,86686,0,0,0
"6675",3,3,1508,1981,471166,0,0,0
"6676",2,1,859,1976,209648,0,0,0
"6677",2,2.5,1407,1995,383145,0,0,0
"6678",5,4,3561,1996,897236,0,0,1
"6679",2,2.5,2570,1981,386207,0,0,0
"6680",5,4.5,3540,1998,747907,1,0,1
"6681",4,2.5,1844,1966,89998,1,0,0
"6682",4,2,2273,1980,763386,0,0,1
"6683",6,2,1787,1951,80785,0,0,0
"6684",3,2,1912,1965,166369,0,0,0
"6685",3,2,1449,1963,238753,0,0,0
"6686",3,2,1238,1964,242479,0,0,0
"6687",2,2,1144,1973,443720,0,0,0
"6688",2,1.5,1132,1974,130329,0,0,0
"6689",6,2.5,2092,1964,98459,1,0,0
"6690",3,2,1551,1970,311858,0,0,0
"6691",4,2,1626,1963,543651,1,0,1
"6692",3,2,2250,1961,206295,0,0,0
"6693",4,2,1462,1969,440000,0,0,0
"6694",4,2,2034,1962,90341,0,0,0
"6695",4,2,1612,1964,201894,1,0,0
"6696",4,2,1986,1954,642444,1,0,1
"6697",2,2,1013,1977,277334,0,0,0
"6698",4,3,2240,1965,70310,0,0,0
"6699",4,2,1778,1968,314183,1,0,0
"6700",4,2,2061,1986,325695,0,0,0
"6701",3,2,1324,1960,59967,0,0,0
"6702",4,2.5,1508,1967,395504,0,0,0
"6703",4,2.5,2210,1965,708136,0,0,1
"6704",3,2,1724,1970,685817,0,0,1
"6705",4,2.5,2302,1975,143218,0,0,0
"6706",3,2,1046,1956,262984,0,0,0
"6707",3,2.5,1681,2006,449000,0,0,0
"6708",3,2,1170,1959,370000,0,0,0
"6709",2,1,1056,1905,190783,0,0,0
"6710",3,2,1427,1964,366876,1,0,0
"6711",3,2,1605,1980,217829,0,0,0
"6712",6,3,1749,1971,294571,0,0,0
"6713",2,1.5,978,1973,110631,0,0,0
"6714",4,1.5,1336,1918,299000,0,0,0
"6715",2,2,1169,1965,174458,0,0,0
"6716",4,2,1609,1970,189374,0,0,0
"6717",3,2.5,1818,2005,322468,0,0,0
"6718",5,3,1862,1954,334746,0,0,0
"6719",3,2,1479,1977,335150,0,0,0
"6720",2,2.5,2749,1973,517392,0,0,1
"6721",4,2.5,1574,1962,461235,1,0,0
"6722",2,1,792,1975,142376,0,0,0
"6723",3,2.5,1854,1992,505000,0,0,0
"6724",4,3.5,2304,1986,780173,0,0,1
"6725",4,2,1955,1996,45302,0,0,0
"6726",3,2,1691,1978,433019,0,0,0
"6727",4,3,1459,1960,295124,0,0,0
"6728",3,2,1074,1970,186636,0,0,0
"6729",3,2,1412,1969,192480,0,0,0
"6730",6,3,2901,1999,750759,1,0,1
"6731",4,2,1754,1970,497000,0,0,0
"6732",4,2,1500,1973,316557,0,0,0
"6733",4,2,1886,1969,119400,0,0,0
"6734",2,1,859,1976,134184,0,0,0
"6735",2,2,2040,1981,289000,0,0,0
"6736",2,1,810,1971,120490,0,0,0
"6737",3,3,2062,1948,296979,0,0,0
"6738",3,3.5,3738,2015,575170,1,0,1
"6739",4,2,1293,1955,310717,0,0,0
"6740",4,2,1302,1960,56729,0,0,0
"6741",3,2.5,1429,2000,373000,0,0,0
"6742",3,2.5,1370,2002,360000,0,0,0
"6743",3,4,3735,2003,1118000,1,0,1
"6744",4,3.5,3246,1988,604790,0,0,1
"6745",2,2,1378,1977,123967,0,0,0
"6746",4,3,2262,2002,585074,0,0,1
"6747",2,1,882,1971,102316,0,0,0
"6748",3,2,1950,1988,598132,1,0,1
"6749",3,2.5,1763,1997,421291,0,0,0
"6750",4,2.5,1821,1964,246810,1,0,0
"6751",2,1,1116,1957,231404,0,0,0
"6752",4,3,3173,1986,735000,0,0,1
"6753",2,1,1066,1965,166432,0,0,0
"6754",3,1,1040,1964,276511,0,0,0
"6755",5,3.5,2167,1966,314551,0,0,0
"6756",5,2,1726,1963,558250,1,0,1
"6757",4,3.5,3490,1989,777303,1,0,1
"6758",4,2,1841,1996,295195,0,0,0
"6759",2,1,1083,1984,169762,0,0,0
"6760",5,3,2378,1965,609000,0,0,1
"6761",4,3,2548,1979,472073,1,0,0
"6762",3,2,1236,2013,219985,0,0,0
"6763",4,2,1516,1964,425000,0,0,0
"6764",4,2,1883,1961,71950,0,0,0
"6765",3,2,1613,1977,519000,0,0,1
"6766",2,2,1829,1978,527000,0,0,1
"6767",4,3,2264,1957,680217,1,0,1
"6768",3,1.5,1125,1977,75359,0,0,0
"6769",4,3.5,4101,1980,1003164,0,0,1
"6770",3,2,1652,1973,368615,0,0,0
"6771",2,2.5,1376,1989,147681,0,0,0
"6772",4,2,2163,1966,689000,0,0,1
"6773",3,2,1286,1961,227002,1,0,0
"6774",4,3,2677,1995,210083,0,0,0
"6775",2,1.5,1239,1987,286794,0,0,0
"6776",3,1,1056,1951,255189,0,0,0
"6777",4,3.5,3075,2000,929769,0,0,1
"6778",3,2.5,2396,1977,267713,0,0,0
"6779",4,2,2037,1978,363516,0,0,0
"6780",3,2,1066,1961,105330,0,0,0
"6781",2,2,1736,1949,786818,0,0,1
"6782",3,2,1348,1963,61001,0,0,0
"6783",3,2,1277,1978,197169,0,0,0
"6784",3,3,1884,1997,484427,0,0,0
"6785",3,2,1800,1936,298542,0,0,0
"6786",4,3,2154,1976,276490,0,0,0
"6787",4,2.5,2499,2004,602647,0,0,1
"6788",4,2,1608,1964,69798,0,0,0
"6789",3,1,975,1971,305650,0,0,0
"6790",4,2,2015,1967,369649,1,0,0
"6791",5,3,2485,1963,716928,1,0,1
"6792",4,2.5,1928,1997,714500,0,0,1
"6793",4,2.5,2366,1970,471222,0,0,0
"6794",3,2.5,1427,1979,335000,0,0,0
"6795",2,1,720,1925,169746,0,0,0
"6796",2,1,734,1935,387000,0,0,0
"6797",5,3,1780,1959,271066,0,0,0
"6798",3,2.5,2085,1976,624689,0,0,1
"6799",3,2.5,1376,1999,329750,0,0,0
"6800",2,1,804,1929,25798,0,0,0
"6801",5,3.5,3067,1987,638530,0,0,1
"6802",3,2,1458,1965,236705,0,0,0
"6803",4,2.5,2849,1977,405211,1,0,0
"6804",3,2,1255,1962,245540,0,0,0
"6805",3,2,1772,1978,223393,0,0,0
"6806",4,2,576,1915,31400,0,0,0
"6807",2,1,882,1971,111404,0,0,0
"6808",1,1,649,1974,270456,0,0,0
"6809",4,3,2482,1990,418053,0,0,0
"6810",4,2,1868,1976,175964,1,0,0
"6811",3,2,1404,1974,204449,0,0,0
"6812",5,2.5,2557,1966,469662,0,0,0
"6813",5,2.5,2791,1951,1457000,0,0,1
"6814",4,2,2048,1971,348256,0,0,0
"6815",4,3,2304,1961,360493,0,0,0
"6816",4,2.5,2598,1985,530705,0,0,1
"6817",4,2,2239,1990,326767,0,0,0
"6818",2,1,903,1971,165736,0,0,0
"6819",3,2.5,1056,1951,295208,0,0,0
"6820",4,3,3378,1998,1108019,1,0,1
"6821",3,2,2241,1985,530860,1,0,1
"6822",3,2.5,2012,1976,640000,1,0,1
"6823",3,2.5,1579,1987,215769,0,0,0
"6824",3,2.5,1507,2012,312065,0,0,0
"6825",4,3,1842,1976,201916,0,0,0
"6826",3,2,1123,1965,36905,0,0,0
"6827",3,2,1292,1978,455184,0,0,0
"6828",3,2.5,1659,1996,517000,0,0,1
"6829",3,2,1830,1976,400941,0,0,0
"6830",3,2,1648,1964,224867,0,0,0
"6831",4,3.5,2787,1990,572787,1,0,1
"6832",4,2.5,2424,1973,338812,1,0,0
"6833",3,2,1112,1955,250703,0,0,0
"6834",3,2,1148,1970,315848,0,0,0
"6835",3,2.5,1463,1986,241620,0,0,0
"6836",5,4.5,3603,1988,745416,0,0,1
"6837",5,3,1705,1959,214504,0,0,0
"6838",2,1,1092,1926,228594,0,0,0
"6839",3,3,3010,1991,838424,0,0,1
"6840",3,2,1689,1976,297492,1,0,0
"6841",4,2,1835,1965,453561,0,0,0
"6842",4,2.5,2211,1986,556662,0,0,1
"6843",4,2,1412,1963,281011,0,0,0
"6844",3,2,1252,1964,510000,0,0,1
"6845",4,2,1587,1971,58938,0,0,0
"6846",4,3.5,4407,1989,1561350,0,0,1
"6847",3,2,1459,1982,578861,1,0,1
"6848",3,2.5,2625,1999,666240,0,0,1
"6849",4,2,1891,1970,76493,0,0,0
"6850",1,1,622,1918,193988,0,0,0
"6851",3,2.5,2222,2001,1116964,0,0,1
"6852",3,2.5,1525,2007,422000,0,0,0
