"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"19206",4,2.5,1776,1964,"0","0",-117.874647,33.884233,"1"
"7172",4,2.5,2614,1968,"1","0",-118.052865,33.82932,"1"
"10118",4,3,2417,1976,"0","0",-117.802468,33.682512,"1"
"9983",3,2,1764,1979,"1","0",-117.632339,33.643581,"1"
"4614",3,2,1745,1958,"1","0",-117.924421,33.782648,"1"
"16308",2,2,1503,1984,"0","0",-117.633435,33.621291,"1"
"17357",3,2,1275,1955,"0","0",-117.94584,33.82702,"1"
"14445",3,2,1898,1971,"0","0",-117.819995,33.852382,"1"
"15063",3,2,1614,1961,"1","0",-117.931624,33.68953,"1"
"14950",3,2,1501,1959,"0","0",-117.825932,33.808301,"1"
"244",3,2.5,2014,1996,"0","0",-117.726407,33.550629,"1"
"14344",3,2,1393,1972,"0","0",-118.039377,33.756469,"1"
"13000",3,3,2133,1950,"0","0",-117.990613,33.667919,"1"
"799",4,3,2927,1994,"1","1",-117.737347,33.599652,"2"
"9660",2,2.5,1186,1996,"0","0",-117.830424,33.727633,"1"
"16023",3,1.5,1160,1973,"0","0",-117.982115,33.854935,"1"
"16057",3,2.5,1803,1986,"0","0",-117.636434,33.646155,"2"
"19689",3,2,1249,1973,"0","0",-117.776881,33.863791,"1"
"6807",3,2.5,1567,1989,"0","0",-117.721815,33.563705,"1"
"18951",3,2,1384,1969,"1","0",-117.882732,33.703085,"1"
"8764",5,4,4056,1977,"1","1",-117.697144,33.570881,"2"
"5490",2,2,1388,2001,"0","0",-117.646873,33.56086,"1"
"17129",2,3,1664,1987,"0","0",-117.782226,33.908765,"1"
"19352",3,2,1377,1955,"0","0",-117.875279,33.877808,"1"
"5614",3,1,1236,1953,"0","0",-117.959908,33.769164,"1"
"7510",3,3.5,2392,2007,"0","0",-118.098164,33.740489,"2"
"10711",2,1.5,1546,1995,"0","0",-117.856232,33.711581,"1"
"2328",4,3,3237,1993,"1","0",-117.715414,33.537691,"2"
"14663",3,2,1804,1953,"0","0",-117.962302,33.786008,"1"
"8591",3,2,1273,1976,"0","0",-117.935955,33.913861,"1"
"16072",2,3,1664,1986,"0","0",-117.777356,33.907016,"2"
"1004",2,1,1180,1951,"0","0",-117.9433,33.789566,"1"
"12204",2,1.5,1138,1984,"0","0",-117.839953,33.654883,"1"
"7586",2,1,1099,1933,"0","0",-117.858539,33.721481,"1"
"16048",4,2.5,2232,1979,"1","0",-117.641911,33.605968,"1"
"12435",4,2,1615,1959,"0","0",-117.829834,33.802732,"1"
"19705",3,2.5,1300,1973,"0","0",-117.992111,33.89028,"1"
"12931",2,1.5,1134,1984,"1","0",-117.799356,33.700701,"1"
"9468",1,1,652,1979,"0","0",-117.81,33.7459,"1"
"19042",2,1.5,1053,1955,"0","0",-117.902807,33.848521,"1"
"6903",3,2,1271,1959,"0","0",-117.970459,33.764024,"1"
"17138",4,3,2498,1987,"0","0",-117.628562,33.458886,"2"
"12842",4,2.5,2271,1993,"0","0",-117.833743,33.879111,"1"
"12715",3,2,1096,1959,"1","0",-117.97601,33.754468,"1"
"12820",3,2.5,1418,1979,"1","0",-117.8975,33.680413,"1"
"10331",4,3,2175,1972,"1","0",-117.784689,33.874755,"1"
"10231",4,3,3097,1979,"0","0",-117.632998,33.642787,"1"
"4332",2,2,1809,1973,"0","0",-117.87584,33.625069,"1"
"694",3,2,1452,1954,"0","0",-117.960585,33.863583,"1"
"7517",3,2,1209,1961,"0","0",-117.940735,33.742616,"1"
"3318",3,2,1213,1959,"0","0",-118.035983,33.787237,"1"
"9709",1,1,738,1989,"0","0",-117.704,33.5769,"1"
"11368",4,3,2450,1967,"1","0",-117.893656,33.632714,"2"
"11015",2,1,864,1980,"0","0",-117.874,33.7463,"1"
"18060",3,3,2421,2001,"0","0",-117.870629,33.604412,"2"
"19156",4,3,2507,2013,"0","0",-117.620863,33.526463,"2"
"14239",3,1,1029,1955,"0","0",-117.972396,33.783373,"1"
"10012",3,2,1240,1976,"0","0",-117.764304,33.873736,"1"
"11269",3,2,1680,1965,"0","0",-118.011191,33.727934,"2"
"11338",3,2.5,1485,1996,"0","0",-117.735517,33.56645,"1"
"7411",6,2.5,2860,1972,"0","0",-117.797356,33.845107,"1"
"6560",3,2,1288,1963,"0","0",-117.970765,33.737305,"1"
"15117",3,3,2716,2012,"0","0",-117.726937,33.598843,"2"
"17656",4,3,2477,1987,"0","0",-117.77615,33.882394,"1"
"12244",3,2,2089,1956,"0","0",-117.813573,33.769919,"1"
"7283",2,2,974,1989,"0","0",-117.585912,33.65568,"1"
"12556",2,2,972,1963,"0","0",-117.892,33.7129,"1"
"9571",3,1.5,2205,1955,"0","0",-117.798042,33.822249,"1"
"5697",3,2.5,1367,1973,"0","0",-118.039254,33.753769,"1"
"10652",3,2.5,1682,2003,"0","0",-117.638146,33.554012,"1"
"9271",3,3,2860,1995,"0","0",-117.887051,33.899124,"1"
"15314",5,2.5,2715,1955,"0","0",-117.932561,33.640805,"1"
"16279",2,2,975,1989,"0","0",-117.743573,33.600668,"1"
"17467",2,1.5,1082,1976,"0","0",-117.935622,33.914144,"1"
"16963",2,1.5,1122,1979,"0","0",-117.847,33.7776,"1"
"12194",1,1,821,1984,"0","0",-117.891941,33.698147,"1"
"4065",4,3,3136,1968,"0","0",-117.788933,33.886924,"1"
"1952",4,4,3434,2000,"0","0",-117.971358,33.9079,"2"
"8719",4,3,1558,1985,"0","0",-117.629499,33.472128,"1"
"19797",4,2.5,2591,1976,"0","0",-117.977903,33.732289,"1"
"3240",1,1,654,1989,"0","0",-117.863,33.7475,"1"
"10560",1,1,814,1971,"0","0",-117.933,33.6251,"1"
"18620",2,1,862,1971,"0","0",-117.774029,33.692325,"1"
"7731",4,4,2219,1998,"0","0",-118.102909,33.74395,"2"
"17545",5,3.5,3572,1965,"1","0",-117.96845,33.774926,"1"
"11852",3,3,2527,1965,"1","0",-117.685514,33.599055,"2"
"4306",3,2,1456,1955,"1","0",-117.879844,33.839813,"1"
"8655",3,2,1729,1954,"1","0",-117.880329,33.772251,"1"
"19101",3,2,1452,1978,"1","0",-117.828712,33.902739,"1"
"10417",2,2.5,1485,2000,"0","0",-117.776358,33.730287,"1"
"4321",2,1.5,960,1964,"0","0",-118.028,33.835,"1"
"10829",2,2.5,1217,1987,"0","0",-117.994972,33.682354,"1"
"8004",2,1.5,989,1985,"0","0",-117.674466,33.624426,"1"
"2640",3,2,1330,1964,"0","0",-117.925658,33.723973,"1"
"13555",4,2.5,2441,1965,"0","0",-118.018686,33.724083,"1"
"774",3,2.5,1606,2000,"0","0",-117.577341,33.456838,"1"
"17672",4,2,1268,1955,"0","0",-117.888235,33.719177,"1"
"16998",4,3.5,2816,2004,"0","0",-117.641583,33.541569,"1"
"3978",3,2,1380,1964,"0","0",-118.051017,33.811968,"1"
"6109",1,1,718,1987,"0","0",-117.68354,33.654921,"1"
"19866",3,2,1219,1962,"0","0",-117.979969,33.860583,"1"
"17778",5,3,2461,1966,"1","1",-118.044382,33.780431,"2"
"2165",2,2.5,1374,1985,"0","0",-117.840156,33.639842,"1"
"16943",4,2,1489,1965,"0","0",-117.946279,33.683132,"2"
"19390",5,3.5,2530,2013,"0","0",-117.809409,33.905385,"2"
"9017",3,2,1472,1972,"0","0",-117.981726,33.697185,"1"
"19556",1,1,700,1942,"0","0",-117.9499,33.935019,"1"
"8796",3,2.5,1886,1991,"0","0",-117.895,33.6597,"1"
"19598",5,3,2604,1966,"0","0",-117.827328,33.774944,"1"
"1114",4,3,1994,1998,"0","0",-117.609843,33.650134,"1"
"14606",3,2,1314,1981,"1","0",-118.002011,33.803902,"1"
"19727",2,3,1947,1990,"0","1",-117.780197,33.834964,"1"
"4359",4,3,1896,2000,"0","0",-117.577341,33.456838,"1"
"8505",3,2,1582,1963,"0","0",-117.966784,33.712931,"1"
"3190",4,2,1665,1967,"0","0",-118.011426,33.794674,"1"
"926",4,2,1501,1971,"0","0",-117.804936,33.865695,"1"
"1477",4,2,1552,1963,"0","0",-117.8996,33.794014,"1"
"16361",4,3.5,2775,1997,"0","0",-118.015881,33.684264,"2"
"6173",2,1,822,1947,"0","0",-117.977941,33.86489,"1"
"14076",3,2,1091,1957,"0","0",-117.97029,33.746399,"1"
"4348",6,4,3219,1959,"1","1",-118.08346,33.776426,"2"
"17165",3,2.5,1472,1989,"0","0",-117.621681,33.610842,"1"
"4536",3,2.5,1450,1969,"0","0",-117.832,33.7682,"1"
"2301",4,3,3136,1978,"1","0",-117.754502,33.843496,"1"
"9061",3,1.5,1163,1972,"0","0",-117.997917,33.810636,"1"
"12793",2,1.5,1088,1981,"0","0",-117.79,33.7911,"1"
"19787",3,1,935,1953,"0","0",-117.879281,33.735474,"1"
"2330",4,4,3695,1998,"0","0",-117.784336,33.747078,"2"
"16374",3,2,2028,1956,"1","0",-117.88122,33.846702,"1"
"2131",3,3,2189,1985,"0","1",-117.687012,33.65111,"2"
"5292",4,3.5,2893,2009,"0","0",-117.960283,33.927896,"2"
"11013",4,2,1555,1972,"0","0",-117.924584,33.931205,"1"
"13634",4,3,1756,1961,"0","0",-117.898347,33.766471,"1"
"14907",4,2,1472,1976,"0","0",-117.656522,33.648017,"1"
"7437",3,3,2335,1984,"0","0",-117.77398,33.852597,"2"
"12164",4,2.5,2704,1973,"1","0",-117.79412,33.842729,"1"
"3944",3,2,1791,1950,"0","0",-117.860686,33.766298,"1"
"19049",4,3,2003,1971,"1","0",-117.935149,33.718128,"1"
"7828",4,4.5,4504,1999,"0","0",-117.795396,33.754413,"2"
"1023",3,1.5,1296,1964,"0","0",-117.984609,33.656151,"1"
"6396",3,1.5,1124,1972,"0","0",-117.854178,33.732119,"1"
"17074",4,2,1740,1970,"0","0",-117.895649,33.901533,"1"
"18940",2,2.5,1658,1979,"1","0",-118.069476,33.727295,"1"
"17550",4,2,1618,1975,"0","0",-117.84948,33.839099,"1"
"1729",3,2.5,1689,1997,"0","0",-117.649691,33.679687,"2"
"14146",4,2,1640,1964,"0","0",-117.918022,33.769994,"1"
"18346",3,3,2004,2005,"0","0",-117.75278,33.699675,"2"
"7890",5,3.5,3009,1997,"0","0",-117.804512,33.696799,"1"
"19157",2,2,931,1980,"0","0",-117.918262,33.886337,"1"
"4136",4,3,2380,1965,"1","0",-117.829025,33.764947,"1"
"15397",3,2,1261,1960,"0","0",-117.828396,33.820623,"1"
"4186",4,3.5,4134,2009,"1","1",-117.719307,33.707561,"2"
"10030",3,3,3048,1994,"0","0",-117.851162,33.612048,"1"
"13654",3,2,1083,1987,"0","0",-117.665125,33.654641,"1"
"10138",4,3.5,3366,1972,"0","0",-117.954605,33.66822,"1"
"9734",3,1,962,1953,"0","0",-117.953039,33.835078,"1"
"13759",3,2,1264,1954,"0","0",-117.888131,33.763895,"1"
"16591",2,2,875,1990,"0","0",-117.761,33.7873,"1"
"5494",3,2.5,2188,1985,"0","1",-117.804611,33.840618,"1"
"40",4,2.5,2435,1977,"1","0",-117.966611,33.695118,"1"
"12132",4,1,2089,1912,"0","0",-117.819719,33.897101,"1"
"9397",3,2,1292,1956,"0","0",-117.925457,33.938083,"1"
"14547",3,2.5,1478,1994,"0","0",-117.668098,33.684027,"1"
"12045",3,2.5,1868,2001,"0","0",-117.799503,33.705122,"1"
"19653",4,3.5,3270,2005,"0","0",-117.805556,33.699266,"2"
"16802",2,1.5,870,1964,"1","0",-117.855,33.7411,"1"
"17469",3,2,1460,1970,"0","0",-117.851191,33.883068,"1"
"6278",1,1,716,1978,"0","0",-117.995,33.6777,"1"
"252",3,3,1983,1987,"0","0",-117.836686,33.654193,"2"
"17713",3,2.5,1348,1998,"0","0",-117.73401,33.58053,"1"
"9526",3,2.5,1540,1985,"1","0",-117.641718,33.657471,"1"
"2821",3,1.5,971,1955,"0","0",-117.924473,33.646851,"1"
"6618",4,2.5,2602,1977,"1","0",-117.651079,33.636424,"1"
"3638",3,1,1177,1959,"0","0",-117.977391,33.743249,"1"
"7690",2,2,1933,1997,"0","0",-117.625711,33.652453,"1"
"7738",2,2.5,1218,1985,"0","0",-117.71569,33.529111,"1"
"16657",3,2,1204,1960,"1","0",-118.036149,33.726884,"1"
"13817",2,1,884,1982,"0","0",-117.673266,33.659606,"1"
"6654",4,2.5,2289,1977,"1","1",-117.698254,33.65227,"1"
"3686",3,2.5,1933,1972,"1","0",-117.720635,33.536805,"2"
"4954",3,2.5,1578,1989,"0","0",-117.895,33.6609,"1"
"16434",4,3,2567,1986,"0","0",-117.626074,33.642961,"1"
"18670",4,1.5,1187,1959,"0","0",-118.015194,33.816783,"1"
"19504",3,1.5,1264,1959,"0","0",-117.975669,33.738826,"1"
"18528",2,2.5,1016,1983,"0","0",-117.984,33.898,"1"
"5124",3,2,2473,1973,"0","0",-118.019993,33.797359,"1"
"10492",3,3,2436,1977,"0","0",-117.762868,33.839181,"1"
"2372",2,2,1475,1979,"0","0",-117.763911,33.70322,"2"
"7082",3,2.5,2190,2002,"0","0",-117.781035,33.720485,"2"
"16709",4,3,1922,2011,"0","0",-117.735377,33.699158,"2"
"6286",3,2.5,1536,1989,"0","0",-117.694652,33.548847,"1"
"8705",4,2,1415,1955,"1","0",-117.925924,33.769918,"1"
"3627",3,2,1908,1962,"0","0",-117.81864,33.779551,"2"
"3564",4,2,1816,1963,"0","0",-117.819224,33.805035,"1"
"17746",3,2.5,2059,2010,"0","0",-117.854838,33.839654,"1"
"7031",4,3,3099,1985,"1","0",-117.774124,33.888816,"1"
"8283",2,1.5,1161,1973,"0","0",-117.938021,33.73173,"1"
"18721",4,2.5,2077,1974,"0","0",-117.679967,33.479746,"1"
"6451",6,3.5,3982,2001,"1","1",-117.813987,33.894882,"2"
"10849",4,3,2130,1974,"1","0",-117.697602,33.595166,"2"
"7818",4,2.5,2618,1962,"1","0",-117.893445,33.639359,"1"
"1324",5,3,2258,1964,"0","0",-117.8251,33.813232,"1"
"12162",3,2,1266,1960,"1","1",-117.983388,33.726012,"1"
"7980",4,2,1629,1955,"0","0",-117.911373,33.767751,"1"
"1119",3,1.5,1121,1970,"0","0",-118.044286,33.838314,"1"
"16438",2,1,794,1971,"0","0",-117.862725,33.884611,"1"
"15344",3,2,1667,1974,"1","0",-117.775657,33.853813,"1"
"19472",3,2,1194,1965,"0","0",-118.074,33.7869,"1"
"13104",2,2.5,1772,1990,"0","0",-117.782748,33.742846,"1"
"5273",4,2,1471,1929,"0","0",-117.774061,33.534772,"1"
"3269",4,2.5,2264,1987,"0","1",-117.634954,33.602345,"1"
"14514",4,2.5,2800,1966,"0","0",-117.984187,33.683325,"1"
"15345",3,2,981,1972,"1","0",-117.881,33.696,"1"
"15608",4,3,2073,1981,"0","0",-117.969157,33.896832,"1"
"8710",4,3,3252,2002,"0","0",-117.841411,33.926602,"2"
"13720",3,2.5,1796,1990,"0","0",-117.689573,33.501162,"1"
"2928",3,2,1520,1976,"0","0",-117.839923,33.755529,"1"
"1005",3,2.5,1644,1990,"0","0",-117.614272,33.613871,"1"
"8023",4,2.5,2131,1996,"1","1",-117.746458,33.851865,"2"
"11041",5,2.5,2532,1998,"1","1",-117.612528,33.627245,"2"
"7278",2,2,1230,1973,"0","0",-118.005635,33.678336,"1"
"11450",3,2,1161,1955,"0","0",-117.975303,33.793284,"1"
"7249",3,2,1360,1972,"0","0",-117.663207,33.607539,"1"
"831",3,2,1312,1973,"0","0",-118.036869,33.756257,"1"
"7370",3,2,1381,1958,"0","0",-117.935585,33.821207,"1"
"7037",1,1,560,1981,"0","0",-117.892,33.6996,"1"
"14882",2,2,1048,1971,"0","0",-117.774029,33.692325,"1"
"18391",3,2,2453,2006,"0","0",-117.878597,33.702473,"1"
"19899",3,2.5,1595,1980,"0","0",-117.899707,33.761176,"1"
"14029",4,3,2027,1957,"0","0",-117.912058,33.667099,"1"
"19104",4,3,2204,1977,"0","0",-117.797782,33.692202,"1"
"15766",2,1,1213,1947,"1","0",-117.890455,33.752825,"1"
"17560",3,3,3248,1979,"0","1",-117.775881,33.794418,"1"
"9507",2,2,1012,1976,"0","0",-117.665048,33.504447,"1"
"13299",1,1,781,1986,"0","0",-117.581578,33.648386,"1"
"19552",3,3,1680,1975,"0","0",-117.828119,33.886822,"1"
"5606",3,2.5,1410,1977,"0","0",-117.79227,33.891544,"1"
"19677",3,1.5,1383,1956,"1","0",-117.985545,33.697722,"1"
"3666",2,2,1032,1987,"0","0",-117.827037,33.683922,"1"
"12606",4,2,1912,1966,"0","0",-117.695992,33.534161,"1"
"19674",4,2,1559,1954,"0","0",-117.932952,33.64498,"1"
"14886",3,2,1520,1979,"0","0",-117.988049,33.671081,"1"
"5375",4,2,1237,1954,"0","0",-117.93772,33.644219,"1"
"19242",3,2,1560,1968,"1","0",-117.68828,33.611105,"1"
"9497",4,3,1875,1967,"0","0",-117.661426,33.593763,"2"
"12025",5,3,2529,1976,"0","0",-117.90998,33.944036,"2"
"10993",2,2,1062,2005,"0","0",-117.889327,33.804313,"1"
"1566",4,3,2218,1994,"1","1",-117.664906,33.691371,"1"
"18265",2,1,932,1972,"0","0",-117.676648,33.628418,"1"
"12691",2,2,1864,1986,"0","0",-117.600942,33.444931,"1"
"4449",4,3,2431,1967,"0","0",-117.976357,33.73474,"1"
"3238",3,2.5,1368,1973,"0","0",-117.96854,33.759809,"1"
"14353",3,2,1360,1956,"1","0",-118.003082,33.813814,"1"
"18695",3,2,1701,1955,"0","0",-117.972744,33.822361,"1"
"7142",4,3,2780,1999,"0","1",-117.608797,33.456959,"2"
"3592",3,3,2306,1979,"0","0",-117.631254,33.615339,"1"
"11511",3,2,1653,1973,"0","0",-117.844098,33.884583,"1"
"13948",2,2.5,1302,1997,"0","0",-117.736882,33.585324,"1"
"1794",4,4.5,3683,2002,"0","0",-117.638522,33.562067,"2"
"4262",4,4.5,3214,2000,"0","0",-117.874413,33.600528,"2"
"234",3,3,1608,1993,"0","0",-117.611762,33.656678,"1"
"16853",4,2.5,2113,1962,"0","0",-117.858127,33.773291,"1"
"11585",3,2.5,1848,1990,"0","0",-117.781112,33.734778,"1"
"2410",4,2,1878,1965,"1","1",-117.690329,33.47862,"2"
"15359",3,1.5,1426,1966,"0","0",-118.056071,33.81628,"1"
"12733",5,4.5,4599,2001,"0","0",-117.801465,33.893411,"2"
"11178",3,2,1088,1925,"0","0",-117.888241,33.753628,"1"
"18323",4,2.5,1829,1965,"0","0",-117.814342,33.792581,"1"
"14904",1,1,747,1922,"0","0",-117.915033,33.82711,"1"
"18439",3,2.5,2812,1973,"0","0",-117.725435,33.495973,"2"
"7389",3,2,1566,1975,"0","0",-117.704233,33.63422,"1"
"3578",3,3.5,2038,2013,"0","0",-117.619125,33.526063,"2"
"14850",3,2,1552,1966,"0","0",-117.964795,33.922621,"1"
"18876",2,2.5,1599,1960,"0","0",-117.889029,33.65827,"1"
"7332",3,2.5,1678,1989,"0","0",-117.779716,33.83706,"1"
"4230",3,2.5,2380,2003,"0","0",-117.640521,33.548434,"2"
"4531",4,2,1194,1964,"0","0",-118.007575,33.844766,"1"
"3311",4,3,1853,2014,"0","0",-117.621817,33.525974,"2"
"10668",3,2.5,1511,2001,"0","0",-117.646873,33.56086,"1"
"12172",3,2,1074,1955,"0","0",-118.030241,33.761091,"1"
"5950",4,2,1593,1964,"0","0",-117.968333,33.714674,"1"
"6787",3,2.5,1682,2003,"0","0",-117.638146,33.554012,"1"
"5788",3,2,1219,1958,"1","1",-117.95063,33.921169,"1"
"12723",5,3,2778,1996,"0","0",-117.756888,33.722634,"2"
"12073",3,3,1938,1986,"0","0",-117.869151,33.655622,"1"
"18325",3,2,1203,1963,"0","0",-118.032189,33.752574,"1"
"14933",1,1,775,1958,"0","0",-117.804,33.5495,"1"
"18230",2,2,1445,1976,"0","0",-117.767,33.8407,"1"
"10693",3,2,1538,1962,"0","0",-117.943266,33.735625,"1"
"19204",3,2.5,1325,1987,"0","0",-117.582616,33.648231,"1"
"13254",3,4,2802,1928,"0","0",-117.620882,33.42492,"1"
"16008",2,2.5,2437,1987,"0","0",-118.023432,33.678008,"1"
"12068",4,2,1876,1974,"1","0",-117.947567,33.707866,"1"
"12438",4,2.5,2123,1966,"0","0",-117.854723,33.88133,"2"
"19755",4,3,2446,1968,"1","1",-117.689739,33.482258,"2"
"14963",4,3,2397,1988,"0","0",-117.828262,33.877571,"1"
"11798",3,2,1658,1962,"0","0",-118.015433,33.739155,"1"
"9404",5,3,1883,1973,"0","0",-117.977676,33.667462,"1"
"18169",3,2,1394,1967,"0","0",-117.939701,33.710282,"2"
"16140",4,2.5,2287,2001,"0","0",-118.034747,33.718823,"2"
"19450",2,2,792,1973,"0","0",-117.863,33.7511,"1"
"1988",3,2.5,1192,1974,"1","0",-117.93,33.8134,"1"
"18726",2,2,1503,1979,"0","0",-117.637888,33.615203,"1"
"8431",3,2.5,1628,1995,"0","0",-117.735003,33.579519,"1"
"15485",4,2.5,2178,1997,"0","0",-117.757674,33.724791,"1"
"8992",4,3,2763,2003,"0","0",-117.966299,33.845755,"2"
"18272",3,2,1710,1963,"1","0",-117.973004,33.732359,"1"
"17933",2,2,1272,1964,"0","0",-117.5989,33.415289,"1"
"16679",3,2,1296,1962,"0","0",-118.026293,33.782817,"1"
"461",4,1.5,1205,1963,"0","0",-118.044575,33.812539,"1"
"14122",1,1,630,1985,"0","0",-117.895,33.9173,"1"
"1646",4,2,1440,1963,"0","0",-117.895713,33.935695,"1"
"9833",3,2.5,1896,1978,"0","0",-117.991184,33.665521,"2"
"9638",2,2,1197,1989,"0","0",-117.767296,33.698673,"1"
"1130",5,2.5,2352,1965,"1","0",-117.851993,33.884709,"1"
"16838",3,2,1360,1967,"0","0",-117.672216,33.606212,"1"
"2728",3,2.5,1319,1977,"0","0",-117.936,33.7436,"1"
"12446",3,2,1224,1974,"0","0",-117.712065,33.631455,"1"
"6064",3,1,958,1950,"0","0",-117.953056,33.87392,"1"
"4683",4,2,1704,1962,"0","0",-117.905418,33.728765,"1"
"1883",4,2,1901,1972,"0","0",-118.05632,33.845383,"1"
"14861",4,3,2344,1971,"1","0",-117.775054,33.715147,"2"
"18505",4,2,1976,1963,"0","0",-117.843677,33.800295,"1"
"11786",2,2,865,1987,"0","0",-117.82954,33.682422,"1"
"11789",4,2,1309,1956,"0","0",-117.930211,33.757729,"1"
"19724",2,1,855,1973,"1","0",-118.046766,33.723897,"1"
"1154",3,2,1792,1976,"0","0",-117.66085,33.638021,"2"
"3685",3,1,1627,1950,"0","0",-117.934213,33.936163,"1"
"10742",2,1,1114,1939,"0","0",-117.872276,33.727971,"1"
"5931",1,1,642,1986,"0","0",-117.581578,33.648386,"1"
"6982",2,1.5,1187,1964,"0","0",-117.666229,33.516366,"1"
"14165",2,1,839,1953,"0","0",-117.946683,33.934246,"1"
"17523",3,2.5,1690,1989,"0","0",-117.592191,33.443142,"1"
"129",2,2,970,1989,"0","0",-117.926,33.7156,"1"
"17310",4,2,2114,1965,"1","0",-118.0408,33.839197,"1"
"17717",4,2.5,2354,1959,"1","0",-117.808152,33.7683,"2"
"16083",3,3,2343,1980,"0","0",-117.855976,33.875212,"1"
"2669",3,1.5,1059,1962,"0","0",-117.916708,33.73305,"1"
"9521",4,2,1500,1972,"1","0",-117.817842,33.896863,"2"
"1255",5,3,2731,1977,"1","0",-117.981634,33.667753,"1"
"3884",3,2,1307,1958,"1","0",-117.953343,33.828026,"1"
"1097",4,3,3163,1988,"0","0",-117.709398,33.545011,"1"
"18512",3,3,2779,1978,"1","1",-117.956246,33.68805,"2"
"6862",2,1.5,1295,1977,"1","0",-117.954,33.9235,"1"
"13749",3,3,3057,1979,"1","0",-117.794672,33.679767,"2"
"7757",3,2.5,1366,2007,"0","0",-117.727356,33.578836,"1"
"17117",2,2,1833,1967,"1","0",-117.962369,33.667814,"1"
"2789",3,2,976,1963,"0","0",-117.83,33.7402,"1"
"11246",3,2.5,1768,2005,"0","0",-117.933784,33.628179,"2"
"16105",2,2,989,1973,"0","0",-117.749,33.6141,"1"
"10457",4,3.5,3660,2006,"0","0",-117.58704,33.482689,"2"
"296",3,2.5,2217,2010,"0","0",-117.742131,33.691456,"2"
"6499",3,2,2536,1995,"0","1",-117.917319,33.625824,"1"
"14179",2,1,1254,1953,"0","0",-117.895932,33.621646,"1"
"17660",1,1,621,1974,"0","0",-117.906,33.7097,"1"
"12583",4,4,3500,2003,"0","0",-117.800523,33.782424,"2"
"19349",4,2.5,1780,1964,"0","0",-117.89311,33.651801,"1"
"16314",2,2,895,1980,"0","0",-117.692,33.6231,"1"
"1407",3,2.5,2129,1974,"0","0",-117.921,33.6151,"1"
"5268",3,1.5,1062,1973,"0","0",-117.873671,33.705548,"1"
"17425",5,3,2006,1958,"0","0",-117.901465,33.717495,"1"
"4125",4,2.5,2155,1985,"0","0",-117.696374,33.584077,"1"
"14755",4,3,1860,1965,"0","0",-117.961651,33.694932,"2"
"1236",3,1.5,1322,1958,"0","0",-117.941751,33.754332,"1"
"18261",3,2,1130,1955,"0","0",-117.970549,33.852908,"1"
"19713",5,2.5,2692,1966,"0","0",-117.927634,33.916733,"1"
"13291",4,2,1375,1962,"1","0",-118.008987,33.744013,"2"
"17143",3,2,1522,1956,"0","0",-117.918031,33.666218,"1"
"11412",5,3,2099,1956,"0","0",-117.92971,33.939533,"1"
"5372",4,3,2057,1976,"0","0",-117.936991,33.708705,"2"
"10419",6,3,3027,1999,"0","0",-117.770676,33.745555,"2"
"1600",3,1.5,1010,1960,"0","0",-117.983805,33.679688,"1"
"17005",3,2,2486,1985,"0","0",-117.580517,33.618725,"2"
"16674",3,2.5,1716,1979,"0","0",-117.968731,33.880946,"1"
"2190",6,3,2309,1966,"0","0",-117.950434,33.660618,"1"
"7263",4,2,1673,1950,"0","0",-117.905832,33.821258,"1"
"2570",4,2,1398,1960,"0","0",-117.918637,33.932087,"1"
"2168",5,3,2542,1982,"1","0",-117.755686,33.881236,"2"
"10101",2,2,907,1998,"0","0",-117.905,33.7009,"1"
"4894",4,2,1434,1963,"0","0",-117.897677,33.93363,"1"
"12225",4,2,1309,1957,"1","0",-117.934104,33.805295,"1"
"1659",3,2.5,1406,1985,"0","0",-117.798261,33.671052,"1"
"6211",4,2.5,2761,1997,"1","1",-117.614004,33.645006,"1"
"19094",3,2,1483,1963,"0","0",-117.974337,33.915237,"1"
"6300",4,2.5,1943,1989,"0","1",-117.693397,33.522359,"1"
"13708",3,2.5,1799,1989,"0","0",-117.592835,33.440301,"1"
"1293",5,4,3075,1976,"0","0",-117.60106,33.432851,"1"
"575",5,3,2426,1971,"0","0",-117.783711,33.874481,"1"
"8243",3,2,1381,1959,"0","0",-117.896838,33.784121,"1"
"2147",3,2.5,1329,1994,"0","0",-117.9,33.9217,"1"
"15158",3,2.5,1511,1984,"0","0",-117.707524,33.588803,"1"
"10428",3,2,1582,1957,"0","0",-117.844246,33.796813,"1"
"18374",3,2,1613,1953,"1","0",-117.859937,33.593351,"2"
"3611",3,2.5,2247,1984,"0","0",-117.886306,33.934886,"1"
"852",2,1,1153,1910,"0","0",-117.869752,33.738803,"1"
"14808",4,2,1410,1967,"0","0",-118.025616,33.712236,"1"
"18887",4,2,1225,1959,"1","0",-117.946808,33.800816,"1"
"8551",4,2.5,1839,1987,"1","0",-117.849598,33.882517,"1"
"14435",4,2.5,2484,2007,"1","1",-117.820916,33.718289,"2"
"10665",3,3,2975,1998,"0","0",-117.766229,33.758385,"2"
"12865",3,2,1188,1985,"0","0",-118.012,33.7802,"1"
"942",3,2.5,2546,1978,"0","0",-117.804083,33.635803,"2"
"8940",3,2,1111,1958,"0","0",-117.876191,33.712155,"1"
"8199",4,3,2520,1966,"0","0",-117.954305,33.748703,"1"
