"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"6254",3,2,1260,1989,"0","0",-119.289014,34.306632,"1"
"12594",3,2,1712,1980,"0","0",-118.7037,34.28688,"1"
"11824",4,4,3133,2000,"0","0",-118.916347,34.200779,"2"
"4248",4,2,1554,1962,"0","0",-118.73625,34.264653,"1"
"18215",4,2,2279,1973,"0","0",-118.869094,34.216942,"1"
"3285",4,2,1435,1964,"0","0",-119.209919,34.262395,"1"
"453",3,2,1026,1960,"0","0",-118.786224,34.263608,"1"
"6585",3,2.5,2943,2007,"0","0",-119.243727,34.194395,"2"
"5389",3,1,1008,1949,"0","0",-119.166986,34.236899,"1"
"18472",4,3,1938,1971,"0","0",-118.899342,34.223058,"2"
"7902",4,3.5,2798,1994,"0","0",-119.185084,34.285808,"1"
"9818",2,2,1064,1978,"0","0",-118.989735,34.219609,"1"
"7730",4,4,3094,2000,"0","0",-118.785334,34.236164,"2"
"19611",5,2,2134,1974,"1","0",-118.758463,34.272371,"1"
"15142",4,2,1666,1985,"0","0",-119.150001,34.179201,"1"
"179",4,3.5,3210,1989,"0","0",-118.977063,34.238479,"2"
"1270",4,3,2396,1987,"0","0",-118.873943,34.262749,"2"
"12398",2,2.5,1366,2005,"0","0",-118.976204,34.175268,"1"
"4155",4,3,3020,1997,"1","0",-118.811948,34.229756,"2"
"17739",3,2,1074,1962,"0","0",-119.203916,34.181665,"1"
"1465",4,3.5,3338,1989,"1","0",-118.782651,34.190252,"2"
"16150",2,1.5,1127,1965,"0","0",-119.222,34.2751,"1"
"6514",3,1.5,1182,1976,"0","0",-119.193665,34.264,"1"
"796",4,2,1368,1958,"0","0",-119.227659,34.282192,"1"
"10315",3,3,2262,1971,"0","0",-119.228889,34.178595,"2"
"13036",2,2,986,1989,"0","0",-119.284,34.306,"1"
"14074",3,2,1728,1956,"0","0",-119.231516,34.273266,"1"
"13742",4,2.5,2632,1986,"1","0",-118.789638,34.247517,"2"
"1568",3,3.5,2703,2007,"0","0",-118.9565,34.16633,"2"
"12928",4,4,3352,2003,"0","0",-118.905965,34.175207,"2"
"6951",5,3,2336,1965,"0","0",-118.661381,34.274662,"2"
"16459",2,2,1539,1929,"0","0",-119.262159,34.282815,"1"
"10506",3,2,1362,1963,"0","0",-119.188117,34.275927,"1"
"10865",3,2,1342,1980,"0","0",-118.768009,34.26633,"1"
"19660",3,2.5,1291,1961,"0","0",-118.711565,34.288654,"1"
"14923",4,3.5,2982,1998,"0","0",-118.795345,34.251125,"2"
"18560",4,3,2359,1988,"0","0",-119.195167,34.209127,"1"
"16580",4,2.5,2402,2014,"0","0",-118.869289,34.301614,"2"
"9253",2,2,1085,1964,"0","0",-119.203124,34.177422,"1"
"3354",3,2,1071,2003,"0","0",-118.793335,34.409644,"1"
"9684",3,2,1278,1965,"0","0",-119.296167,34.398663,"1"
"11405",3,2.5,1699,1966,"0","0",-118.951158,34.156791,"1"
"3373",3,2.5,1823,1980,"0","0",-118.727706,34.294035,"1"
"14395",3,2,1360,1970,"0","0",-118.84173,34.212678,"1"
"923",2,2.5,1949,1987,"0","0",-118.787915,34.177425,"2"
"9688",4,3,2040,1972,"1","0",-119.199641,34.262035,"1"
"1073",5,3,2746,2001,"0","0",-119.232758,34.172879,"2"
"6543",4,2.5,2471,1972,"0","0",-119.290379,34.415951,"2"
"19574",4,2.5,1866,1965,"0","0",-118.665012,34.273167,"1"
"12252",3,2,1416,1971,"0","0",-119.160795,34.159531,"1"
"17067",3,1.5,1874,1953,"0","0",-119.047258,34.238112,"1"
"11233",3,2.5,1883,1990,"1","0",-118.81266,34.235357,"2"
"4098",3,2,1416,1992,"0","0",-119.185811,34.148416,"1"
"13636",3,2,1205,1964,"0","0",-118.758775,34.267346,"1"
"14375",2,1,834,1976,"0","0",-118.674822,34.272207,"1"
"842",3,1.5,1538,1965,"0","0",-118.864962,34.185434,"1"
"17064",4,2,1833,1970,"0","0",-118.751822,34.172224,"1"
"14120",1,1,750,1926,"0","0",-119.295252,34.291915,"1"
"10760",3,2,2269,1976,"1","0",-119.04159,34.241681,"1"
"10103",6,4,3723,1978,"1","0",-118.852344,34.190649,"2"
"13457",3,2.5,1823,2002,"0","0",-118.673417,34.269461,"1"
"12118",3,2,1800,1978,"0","0",-118.947033,34.163707,"2"
"18271",3,2.5,1983,1979,"0","0",-118.855146,34.222896,"1"
"17548",3,2,1454,1963,"0","0",-118.721766,34.293241,"1"
"12281",3,4,1648,1954,"0","0",-118.94104,34.412896,"1"
"12886",4,3,2625,1995,"0","0",-119.186441,34.288773,"2"
"2186",2,1,682,1948,"0","0",-119.281822,34.452448,"1"
"5531",4,3,2347,1976,"0","0",-118.889568,34.222908,"1"
"19335",2,2,1115,2014,"0","0",-119.15975,34.439984,"1"
"8223",4,2,1612,1971,"0","0",-118.678637,34.268672,"1"
"8430",3,2.5,1555,1995,"0","0",-118.811435,34.23428,"1"
"5914",2,2,1420,1980,"0","0",-119.21667,34.157779,"1"
"4980",4,3.5,3246,1988,"1","0",-118.900642,34.264213,"1"
"4757",4,2,1502,1965,"1","0",-119.047634,34.236873,"1"
"16287",4,2.5,2600,1988,"1","0",-118.945057,34.157054,"2"
"2073",5,4.5,3699,2000,"0","0",-118.757123,34.19133,"2"
"10828",4,2,1338,1964,"0","0",-118.751688,34.261101,"1"
"3365",3,4.5,3048,2011,"1","0",-119.109,34.2698,"2"
"6655",3,2,1768,1964,"1","0",-119.023596,34.239,"1"
"9747",2,1,1084,1940,"0","0",-119.296996,34.293933,"1"
"18063",3,2.5,2242,1980,"0","0",-118.822312,34.150562,"1"
"9741",4,2,1840,1987,"0","0",-118.755377,34.181708,"2"
"17107",4,3,2154,1976,"0","0",-118.898571,34.175655,"1"
"18228",3,2,1458,1968,"1","0",-119.148168,34.160268,"1"
"13924",3,2.5,1623,1984,"0","0",-118.759243,34.185996,"2"
"1110",2,2,1441,1978,"0","0",-118.989423,34.219828,"1"
"16106",4,2.5,2987,1989,"1","0",-118.904447,34.209259,"2"
"3343",3,2,1430,1971,"1","0",-118.761931,34.254582,"1"
"15152",3,1.5,1118,1956,"0","0",-118.877101,34.279203,"1"
"3506",3,2.5,1643,1994,"0","0",-118.782248,34.176861,"1"
"6880",3,2.5,1734,2012,"0","0",-118.910472,34.181733,"1"
"19644",4,2.5,2024,1990,"0","0",-119.060797,34.238089,"1"
"8476",4,4.5,3110,2001,"0","0",-118.792773,34.237466,"2"
"15407",4,2.5,1802,1999,"0","0",-119.283181,34.304466,"1"
"3887",3,2,1622,1954,"0","0",-119.168413,34.173596,"1"
"17017",3,2,1633,1964,"0","0",-118.843145,34.195954,"1"
"6765",3,2,1613,1977,"0","0",-119.192235,34.259907,"2"
"9667",4,2,1500,1962,"0","0",-119.047764,34.23391,"1"
"12053",3,2,1770,1961,"0","0",-118.864057,34.226961,"1"
"4170",4,2.5,2211,1986,"0","0",-119.204147,34.209742,"1"
"13498",3,2,1196,1961,"0","0",-119.19558,34.280334,"1"
"13656",3,2,1454,1971,"0","0",-119.161327,34.159057,"1"
"12532",5,4,2917,1998,"1","0",-118.798444,34.230355,"2"
"3895",4,4,3364,2001,"1","0",-118.968042,34.174903,"2"
"17831",3,2,1805,1976,"0","0",-118.868935,34.223053,"1"
"2360",3,2.5,1336,1986,"0","0",-118.733153,34.253934,"1"
"16463",5,4,1520,1971,"0","0",-119.154781,34.175435,"1"
"13840",3,2,1387,1964,"0","0",-118.743926,34.2556,"1"
"660",4,3.5,2418,1991,"0","0",-119.003863,34.227205,"2"
"865",3,2.5,2467,2007,"0","0",-119.186324,34.146251,"2"
"13566",4,3,2511,2000,"1","0",-119.164037,34.212934,"2"
"17077",2,1.5,1046,1972,"0","0",-119.259576,34.255618,"1"
"1249",3,2,1473,1986,"0","0",-118.871483,34.264293,"2"
"3786",3,2.5,1362,2001,"0","0",-119.196843,34.154612,"1"
"16939",2,1,908,1984,"0","0",-119.291628,34.304602,"1"
"15654",3,2.5,1259,1978,"0","0",-119.197725,34.262261,"1"
"10526",3,2.5,2553,1990,"1","0",-118.864891,34.296191,"2"
"9309",4,2.5,1926,1977,"0","0",-118.894165,34.224674,"1"
"9459",5,2,1596,1963,"0","0",-118.742931,34.265364,"1"
"8527",4,2.5,2300,1968,"0","0",-118.713929,34.290289,"1"
"6393",2,1,924,1972,"0","0",-118.823104,34.148719,"1"
"18684",3,2.5,1471,1974,"0","0",-119.049334,34.2204,"1"
"7102",2,2,880,1984,"0","0",-118.759431,34.267396,"1"
"7427",3,2,1454,1979,"0","0",-119.038897,34.225326,"1"
"8030",3,2,1906,1958,"0","0",-119.188038,34.209548,"1"
"2153",4,3,2187,1975,"0","0",-118.845146,34.219653,"1"
"6850",1,1,622,1918,"0","0",-119.281638,34.278717,"1"
"17385",3,2,1156,1977,"0","0",-118.950666,34.186765,"1"
"14351",3,2,1372,1967,"0","0",-118.924937,34.243697,"1"
"11591",4,2.5,2041,1984,"1","0",-118.682735,34.273677,"1"
"9984",2,3,2103,1958,"1","0",-119.180476,34.212579,"1"
"18824",2,2,1829,1978,"0","0",-118.985977,34.217928,"1"
"12608",4,2,1790,1965,"0","0",-119.167835,34.292546,"1"
"2668",4,2,1534,1964,"0","0",-119.017546,34.238179,"1"
"142",3,1,758,1948,"0","0",-119.30225,34.401831,"1"
"474",3,1,1203,1946,"0","0",-119.315969,34.35981,"1"
"15458",3,2.5,1941,2001,"0","0",-119.165527,34.216255,"1"
"7089",3,2.5,3060,2001,"0","0",-118.814238,34.255083,"2"
"5132",4,3,2260,1971,"1","0",-118.842522,34.151619,"1"
"11564",3,2,1277,1975,"0","0",-119.183156,34.2286,"1"
"6990",2,1,792,1975,"0","0",-119.15548,34.181162,"1"
"13768",3,3,1603,2003,"0","0",-119.038293,34.215434,"1"
"315",4,2,1233,1955,"0","0",-119.183586,34.170703,"1"
"8100",4,2,1869,1953,"0","0",-119.168026,34.224587,"1"
"5671",4,2,1227,1955,"0","0",-119.185965,34.182024,"1"
"5161",4,3,1735,2006,"0","0",-119.172637,34.238896,"1"
"1363",4,1.5,2213,1922,"0","0",-119.278081,34.282713,"1"
"15232",2,2,1299,1987,"0","0",-119.191998,34.143267,"1"
"3425",5,4.5,3932,2001,"0","0",-118.759007,34.190358,"2"
"1161",4,3,2994,2000,"1","0",-118.677811,34.297536,"2"
"5312",3,2,1220,1961,"0","0",-118.71458,34.275923,"1"
"13767",2,1,838,1951,"0","0",-119.256985,34.268446,"1"
"16089",3,2.5,2465,1999,"0","0",-118.794349,34.232853,"1"
"14916",4,3,1854,1968,"0","0",-119.180824,34.277746,"1"
"13546",3,2.5,1449,1985,"0","0",-119.162308,34.272517,"1"
"16485",4,3,2171,2007,"0","0",-118.694195,34.279976,"2"
"9794",3,2.5,1983,1987,"0","0",-118.674877,34.290026,"1"
"2683",3,2,1636,1973,"0","0",-118.82762,34.149587,"2"
"188",3,2,824,1925,"0","0",-119.270804,34.271031,"1"
"2884",5,4.5,3181,2005,"0","0",-118.758241,34.297409,"2"
"6002",2,2,1193,1981,"0","0",-118.776936,34.259668,"1"
"10220",5,2.5,2300,1966,"1","0",-119.196056,34.225671,"1"
"5936",4,2.5,2300,2001,"0","0",-118.919102,34.392437,"1"
"7009",3,2,1308,1964,"1","0",-118.948921,34.190509,"1"
"1821",4,2,1773,1982,"1","0",-118.996411,34.236232,"1"
"2868",3,3,1781,1968,"1","0",-118.746083,34.283778,"1"
"14310",5,2.5,1718,1964,"0","0",-119.178061,34.27514,"1"
"18928",3,2,1438,1974,"0","0",-119.187537,34.260251,"1"
"13343",3,2.5,2023,1982,"0","0",-118.89167,34.180046,"1"
"18724",4,2,1755,1971,"0","0",-119.19611,34.222616,"1"
"2675",3,1,1342,1893,"0","0",-119.301644,34.285305,"1"
"5935",4,4.5,3668,1987,"1","0",-118.842691,34.22327,"2"
"9378",1,1,912,1980,"0","0",-119.166634,34.154393,"1"
"15191",3,2,1443,1987,"0","0",-119.003306,34.219434,"1"
"19208",3,2,1341,1976,"0","0",-118.950372,34.188469,"1"
"18095",4,3.5,3099,1998,"1","0",-119.054357,34.241509,"2"
"10519",3,2,1252,1959,"0","0",-119.18426,34.159486,"1"
"6994",3,3,3208,1988,"1","0",-118.807401,34.194706,"2"
"14994",3,2,1191,1951,"0","0",-119.261138,34.266656,"1"
"1328",4,2,1762,1974,"0","0",-119.165618,34.15612,"1"
"9317",5,4,2254,1977,"0","0",-119.1633,34.162551,"1"
"5867",3,2,1478,1962,"0","0",-119.220153,34.273046,"1"
"8115",3,3,1654,2005,"0","0",-119.024706,34.210085,"2"
"15533",3,2.5,1714,1996,"0","0",-118.657888,34.268966,"2"
"12218",2,1,720,1971,"0","0",-118.750502,34.257748,"1"
"7339",3,2,2049,2005,"0","0",-119.017757,34.208707,"2"
"8413",3,2,1304,1955,"0","0",-119.252783,34.262576,"1"
"3175",6,3,2729,1965,"1","0",-118.916141,34.178039,"1"
"16962",3,2,1807,2004,"0","0",-118.834532,34.174916,"2"
"5445",3,1,982,1956,"0","0",-119.197275,34.193074,"1"
"7655",3,2,1336,1964,"0","0",-119.174478,34.269371,"1"
"4315",2,2,1194,1975,"0","0",-119.184132,34.226529,"1"
"1055",2,2,1104,1990,"0","0",-118.765,34.1857,"1"
"17863",3,2.5,1249,1980,"0","0",-119.153457,34.16123,"1"
"10610",3,1,1420,1952,"0","0",-119.218574,34.15465,"2"
"2115",3,2,2551,1973,"0","0",-118.724787,34.278674,"1"
"19092",3,2,2023,1977,"0","0",-118.838269,34.156116,"2"
"9291",1,1,672,1986,"0","0",-118.689,34.2781,"1"
"6685",3,2,1449,1963,"0","0",-118.711357,34.268163,"1"
"15906",3,3,1756,1954,"0","0",-119.17513,34.176743,"1"
"13200",4,3,2927,1999,"0","0",-118.833155,34.223555,"2"
"1951",5,3.5,2417,2000,"0","0",-119.147511,34.212226,"1"
"3612",3,1,1260,1955,"0","0",-119.28305,34.438666,"1"
"6122",3,2,1449,1976,"0","0",-119.209161,34.263757,"1"
"1671",3,2,949,1967,"0","0",-119.185,34.2199,"1"
"5257",2,2,2931,1950,"0","0",-118.860657,34.180779,"1"
"10156",4,3,2902,1999,"0","0",-118.820548,34.219161,"2"
"19315",3,2,1085,1964,"0","0",-119.202932,34.179437,"1"
"954",2,1,777,1986,"0","0",-119.203536,34.271783,"1"
"6329",2,2,1500,1983,"0","0",-119.20021,34.190685,"1"
"12891",3,2,1046,1958,"0","0",-119.179193,34.169979,"1"
"11928",3,2.5,1819,1988,"1","0",-118.791579,34.179153,"2"
"6707",3,2.5,1681,2006,"0","0",-119.216851,34.266422,"1"
"1798",4,3,2279,1962,"0","0",-118.908454,34.406394,"1"
"7454",4,2,1705,1961,"1","0",-118.745157,34.272343,"1"
"5442",2,2,2282,1977,"0","0",-118.838146,34.155612,"2"
"3429",5,3.5,3206,1988,"1","0",-118.942702,34.159271,"2"
"969",4,2,1513,1947,"0","0",-119.173179,34.183838,"1"
"9488",4,4,1842,1950,"0","0",-118.878456,34.289658,"1"
"1903",5,4,3143,2001,"0","0",-118.968564,34.174081,"2"
"3072",3,2,1498,1977,"0","0",-118.993389,34.21813,"1"
"3681",3,2,1414,1973,"0","0",-118.826423,34.172658,"2"
"7295",4,2,1612,1971,"1","0",-118.678637,34.269222,"2"
"12978",4,2,1386,1970,"0","0",-118.890469,34.213854,"2"
"13917",3,2.5,1336,2010,"0","0",-119.172742,34.237268,"1"
"868",2,1,882,1971,"0","0",-118.915637,34.187191,"1"
"2883",4,3,1628,1985,"0","0",-118.756749,34.184338,"1"
"6962",4,2.5,2231,1981,"1","0",-118.951837,34.169718,"2"
"15182",1,1,768,1951,"0","0",-119.27993,34.447798,"1"
"9311",4,2,1201,1972,"0","0",-119.062545,34.223866,"1"
"2798",3,2,1728,1977,"1","0",-118.670741,34.269294,"2"
"6268",3,2,1264,1960,"0","0",-119.196872,34.182885,"1"
"19004",4,3.5,3267,1999,"0","0",-118.852197,34.186566,"2"
"9120",5,3,2048,1965,"0","0",-118.663123,34.276641,"1"
"10375",3,2,1110,1962,"1","0",-118.665812,34.268685,"1"
"11155",6,4.5,4279,2000,"0","0",-118.675396,34.295827,"2"
"17982",4,2,2030,1981,"0","0",-119.193031,34.145837,"1"
"1853",2,2,1332,1989,"0","0",-119.178533,34.222099,"1"
"17244",4,2,1500,1961,"0","0",-118.888899,34.283705,"1"
"1975",3,2,1704,1987,"0","0",-118.872906,34.263097,"1"
"18532",3,2.5,1763,1989,"0","0",-118.930906,34.398704,"1"
"13812",3,2,1343,1968,"0","0",-119.16163,34.273397,"1"
"15876",4,3,2826,1985,"1","0",-118.866904,34.262775,"2"
"15254",3,2,1503,1981,"0","0",-119.000069,34.226409,"1"
"2914",2,1.5,1042,1980,"0","0",-119.209776,34.191489,"1"
"19843",3,2.5,2377,1979,"0","0",-118.85582,34.224363,"1"
"12699",5,5,3448,2004,"0","0",-118.9045,34.174445,"2"
"17458",3,2,2070,1988,"0","0",-119.200428,34.225851,"1"
"3368",4,2.5,1833,1998,"1","0",-119.162882,34.209686,"1"
"993",4,2.5,1676,1987,"1","0",-118.852668,34.299025,"1"
"15058",3,2.5,1866,2001,"0","0",-119.164999,34.216098,"1"
"5456",3,2.5,1348,1996,"0","0",-119.010904,34.218488,"1"
"8782",2,2,1440,1956,"1","0",-118.712924,34.283097,"2"
"4174",3,2,1456,1973,"0","0",-118.884993,34.216599,"1"
"4392",3,2,1252,1959,"0","0",-119.182821,34.162129,"1"
"18403",4,2,1429,1964,"0","0",-119.032396,34.223922,"1"
"8153",4,3,2288,1987,"1","0",-118.82138,34.246646,"2"
"4626",4,2,1760,1964,"0","0",-118.741858,34.250136,"1"
"13085",4,2,1612,1964,"1","0",-118.706766,34.293771,"1"
"16058",4,2.5,2558,1986,"0","0",-118.841,34.217894,"2"
"9828",3,2,1284,1963,"0","0",-119.206227,34.262166,"1"
"16768",3,2,1632,1965,"0","0",-118.767995,34.25446,"1"
"2590",4,3,2873,1981,"0","0",-118.90184,34.203992,"1"
"12650",3,3.5,4429,1979,"0","0",-119.224464,34.178015,"2"
"12985",3,3,2977,1978,"1","0",-118.851766,34.233313,"2"
"2373",4,2,2152,1970,"0","0",-119.075684,34.355671,"2"
"5720",3,2,1479,1968,"0","0",-119.179366,34.28118,"1"
"7915",3,1,1144,1954,"0","0",-119.168518,34.224906,"1"
"18642",3,2.5,1378,1985,"0","0",-118.809,34.2751,"1"
"7800",4,3,3153,1994,"0","0",-119.207951,34.228603,"1"
"1590",4,2.5,1721,1987,"0","0",-119.180754,34.221999,"1"
"2567",3,2,1616,1972,"0","0",-118.720797,34.273244,"1"
"10701",4,3.5,3629,1997,"1","0",-118.987344,34.2424,"2"
"19855",3,2,1137,1971,"0","0",-118.936709,34.166375,"1"
"8042",2,2,1107,1974,"0","0",-118.756716,34.254319,"1"
"8289",4,2,1426,1972,"0","0",-119.21506,34.185096,"1"
"15508",4,3,1694,1998,"0","0",-119.149151,34.277254,"2"
"11000",4,3,2665,1988,"0","0",-118.704291,34.283556,"1"
"4077",2,1,970,1942,"0","0",-119.292429,34.295594,"1"
"11386",4,3,2307,1986,"0","0",-118.753655,34.180868,"1"
"2574",3,2,1858,1977,"0","0",-119.209968,34.178353,"1"
"8756",3,2.5,1901,2001,"0","0",-118.835575,34.175759,"1"
"9202",4,3,1491,1974,"0","0",-119.049034,34.219872,"1"
"7400",2,1,952,1951,"0","0",-119.238141,34.450305,"1"
"19680",3,2,1026,1963,"0","0",-119.241205,34.193059,"2"
"2209",4,3,2131,1951,"0","0",-119.192504,34.187118,"1"
"7869",2,1,810,1971,"0","0",-119.219373,34.262193,"1"
"12558",2,1,1074,1946,"0","0",-119.265694,34.283144,"2"
"2126",3,2,1215,1981,"0","0",-118.861648,34.186036,"1"
"19016",3,2,1278,1961,"0","0",-118.720738,34.272919,"1"
"13732",3,2,1277,1978,"0","0",-119.183335,34.229295,"1"
"1104",3,1.5,1185,1972,"0","0",-118.888296,34.216106,"1"
"2051",2,2.5,1175,2005,"0","0",-118.771,34.2689,"1"
"13864",4,2,3249,1975,"0","0",-119.062993,34.246468,"2"
"8024",2,1,1098,1929,"0","0",-119.262685,34.269575,"1"
"19502",3,1.5,1016,1962,"0","0",-118.865578,34.192992,"1"
"12555",4,3,2401,2006,"0","0",-118.754742,34.303285,"2"
"7759",4,3,2187,1975,"0","0",-118.845296,34.218034,"1"
"14416",3,3,1858,1999,"0","0",-119.228152,34.266904,"1"
"9614",5,3.5,4198,1978,"1","0",-118.679508,34.208924,"2"
"8973",3,2,1902,1962,"0","0",-119.219921,34.273772,"1"
"8717",3,2.5,2173,2000,"0","0",-118.789396,34.235159,"2"
"18714",4,3.5,3574,2007,"0","0",-119.222912,34.181583,"2"
"4099",3,2.5,1824,1991,"0","0",-119.003331,34.226948,"1"
"15225",4,3,3393,2003,"0","0",-118.983346,34.176938,"2"
"13150",4,2,1316,1960,"0","0",-119.218147,34.272159,"1"
"6796",2,1,734,1935,"0","0",-119.298948,34.286675,"1"
"1852",3,2,1436,1973,"0","0",-118.724452,34.276822,"1"
"15155",4,2.5,2137,1981,"1","0",-119.202591,34.298441,"1"
"17355",3,2,1506,1964,"0","0",-118.876258,34.287571,"1"
"6204",1,1,1198,1968,"0","0",-119.131566,34.226189,"1"
"5476",3,1.5,1182,1948,"0","0",-119.238505,34.454434,"1"
"12405",3,1,1040,1950,"0","0",-119.168269,34.201409,"1"
"7962",3,1,1001,1955,"0","0",-119.267479,34.256653,"1"
"2157",4,2.5,2015,1966,"0","0",-118.902271,34.182031,"2"
"3241",3,2,1552,1965,"0","0",-119.241041,34.192111,"1"
"15910",3,2.5,1645,1986,"0","0",-118.788477,34.176746,"1"
"3024",4,3,1830,1979,"0","0",-119.20234,34.18892,"1"
"16923",4,2,1386,1971,"0","0",-118.898858,34.22275,"1"
"6988",4,2.5,2644,1999,"0","0",-118.733265,34.254887,"2"
"16102",3,2.5,1516,2013,"0","0",-119.174896,34.247233,"1"
"8095",3,2,1434,1964,"0","0",-118.702856,34.298861,"1"
"16411",4,2,1678,1974,"0","0",-119.210864,34.189242,"1"
"2824",5,3.5,2217,1930,"0","0",-119.167821,34.205259,"1"
"12060",5,3,2378,1965,"0","0",-118.714539,34.298836,"2"
"14408",3,3,2180,1962,"0","0",-119.221101,34.156345,"1"
"8083",3,2,1244,1961,"0","0",-118.72524,34.26764,"1"
"13843",4,2,2764,1963,"0","0",-119.083211,34.245186,"2"
"663",4,2,1284,1963,"0","0",-119.206417,34.263531,"1"
"12390",3,2,1410,1962,"0","0",-118.836236,34.173206,"1"
"1201",4,3,3290,1981,"0","0",-118.835432,34.21694,"2"
"16915",4,3,2403,1988,"0","0",-118.937929,34.174003,"1"
"4428",3,2.5,1715,1998,"0","0",-119.062244,34.221508,"1"
"4276",3,2,1805,1983,"0","0",-119.166108,34.265599,"2"
"14360",3,2,1973,1996,"0","0",-119.20499,34.228964,"1"
"367",3,1,1002,1962,"0","0",-119.157997,34.203971,"1"
"17812",4,2,1293,1955,"0","0",-119.249233,34.263836,"1"
"8220",4,2.5,1725,1964,"1","0",-118.755231,34.268768,"1"
"4431",4,2,2115,1973,"0","0",-119.166835,34.154905,"1"
"226",3,1,1564,1955,"0","0",-118.929007,34.395651,"1"
"16297",4,5,5062,2007,"1","0",-119.073566,34.245858,"2"
"18687",3,2,1447,1971,"0","0",-119.152953,34.174252,"1"
"11087",3,3,1651,2013,"0","0",-119.186359,34.143594,"2"
"9995",3,2,1499,1965,"0","0",-119.039334,34.231316,"1"
"5237",3,2,1266,1965,"0","0",-119.083113,34.350721,"1"
"3118",2,2,2021,1981,"0","0",-118.974969,34.228685,"1"
"11932",3,2,1040,1964,"0","0",-119.0557,34.365159,"1"
"4548",4,3,2111,1979,"1","0",-118.960671,34.158599,"1"
"2350",4,2,1959,1961,"0","0",-119.053549,34.238862,"2"
"1439",2,2,1010,2006,"0","0",-119.21631,34.266501,"1"
"10384",3,2,1018,1976,"0","0",-118.876665,34.269881,"1"
"9619",2,2,986,2014,"0","0",-119.175,34.2368,"1"
"9739",2,2.5,1365,1992,"0","0",-118.982326,34.200373,"1"
"18006",4,2,1323,1964,"0","0",-118.736598,34.251993,"1"
"5246",4,2,1540,1962,"0","0",-119.186225,34.174309,"1"
"15887",3,2.5,1588,2001,"0","0",-119.198498,34.151129,"1"
"17971",3,2.5,2582,1980,"0","0",-118.958385,34.187603,"1"
"16157",5,2.5,2579,1987,"0","0",-118.880313,34.261776,"1"
"4096",2,2,1128,1974,"0","0",-119.230939,34.172653,"1"
"19535",4,2,1664,1965,"0","0",-119.169507,34.269096,"1"
"9083",4,2,1472,1973,"0","0",-119.182778,34.224156,"1"
"444",5,4,3102,2000,"0","0",-118.785663,34.236359,"2"
"9186",3,2,1140,1961,"0","0",-118.853601,34.214057,"1"
"18254",4,2.5,1455,2007,"0","0",-119.174166,34.147695,"1"
"11136",1,1,608,1954,"0","0",-119.217953,34.158992,"1"
"3705",3,2,1586,1957,"0","0",-119.06526,34.225657,"1"
"17692",3,2,1101,1956,"0","0",-119.077174,34.338497,"1"
"7222",4,3,2751,1987,"0","0",-118.887163,34.263834,"1"
"9220",3,2,1525,1989,"0","0",-119.299794,34.401185,"1"
"10376",3,2.5,1903,2001,"0","0",-118.919629,34.392803,"1"
"9800",3,2.5,2058,1989,"0","0",-119.205575,34.212165,"1"
"8126",3,2,1307,1962,"0","0",-119.156334,34.275215,"1"
"7604",4,2,1430,1964,"0","0",-119.179332,34.268945,"1"
"16178",3,2,1395,1969,"0","0",-119.154747,34.157007,"1"
"4912",2,2,1301,1992,"0","0",-118.873278,34.285861,"1"
"14276",3,2,1306,1961,"0","0",-119.264626,34.43747,"1"
"17666",4,2,1509,1982,"0","0",-119.164627,34.222079,"1"
"10051",3,2.5,1605,1989,"0","0",-118.802751,34.253238,"1"
"8712",3,3,2591,1986,"0","0",-119.238566,34.186511,"1"
"4409",3,2,1761,1998,"0","0",-119.192186,34.275964,"1"
"9778",2,2,1829,1981,"0","0",-118.97326,34.228768,"1"
"9510",4,2.5,2238,1978,"0","0",-118.95787,34.171817,"1"
"18672",4,2,2077,1973,"0","0",-119.169056,34.156144,"1"
"18469",3,1.5,1980,1965,"0","0",-119.278159,34.285206,"1"
"9310",4,3,2853,1999,"1","0",-119.057261,34.240314,"2"
"1506",2,1,755,1929,"0","0",-119.302808,34.397008,"1"
"2595",3,2,1311,1979,"0","0",-118.914182,34.1904,"1"
"5277",3,3,1746,1996,"0","0",-118.83291,34.174014,"1"
"17537",3,2,1212,1969,"0","0",-119.040727,34.233415,"1"
"6748",3,2,1950,1988,"1","0",-118.778497,34.178746,"2"
"12298",4,2,1857,1966,"0","0",-118.870058,34.231912,"1"
"15958",4,3.5,3048,2000,"0","0",-118.917321,34.201264,"2"
"12348",2,2,1126,1965,"0","0",-119.040339,34.238259,"1"
"19527",3,2,1436,1973,"0","0",-118.719848,34.278499,"1"
"8",3,2,1657,1986,"0","0",-118.805996,34.247694,"2"
"2680",3,3,1832,1999,"0","0",-118.955781,34.172168,"2"
"16694",3,2,2720,1998,"1","0",-118.933813,34.174837,"2"
"14423",4,2,1720,1978,"0","0",-118.780037,34.245452,"1"
"5001",4,3,2826,1986,"0","0",-118.869755,34.265695,"1"
"13845",4,2.5,2035,1975,"0","0",-118.8998,34.175481,"1"
"16408",4,4,3147,2011,"0","0",-119.240884,34.194967,"2"
"6343",3,2,1898,1987,"0","0",-119.217566,34.284705,"1"
"7884",4,1,1265,1951,"0","0",-119.234138,34.451009,"1"
"973",4,2,1826,1973,"0","0",-118.779714,34.25448,"1"
