"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","cluster_2"
"4396",3,2.5,2195,1992,437017,0,0,1
"4397",3,2,1088,1970,213392,0,0,1
"4398",4,4.5,3164,1991,668608,0,1,0
"4399",5,4.5,3786,1999,1568051,0,0,0
"4400",5,4,3547,1997,1113780,1,1,0
"4401",2,2,886,1980,145241,0,0,1
"4402",3,3,3434,1990,1027000,0,0,0
"4403",4,3,2323,2012,569944,0,0,1
"4404",4,2,1375,1963,408499,0,0,1
"4405",3,3.5,3069,1986,935287,0,0,0
"4406",4,3,2080,1977,879000,1,0,0
"4407",5,2,2728,1965,757157,1,0,0
"4408",2,2,1184,1974,263558,0,0,1
"4409",4,3,2316,1974,370672,0,0,1
"4410",4,2.5,2752,1975,203360,1,0,1
"4411",2,1,989,1916,209006,0,0,1
"4412",2,1,920,1974,22816,0,0,1
"4413",5,3,2637,1963,261984,0,0,1
"4414",4,3,2203,1987,400650,0,0,1
"4415",2,2,886,1992,303747,0,0,1
"4416",3,2,1357,1959,697000,0,0,0
"4417",3,1.5,1886,1948,55993,0,0,1
"4418",5,4.5,3899,1993,955492,1,1,0
"4419",2,2.5,1152,1981,335994,0,0,1
"4420",4,2.5,2282,1973,116991,0,0,1
"4421",3,3,1683,2002,519909,0,0,1
"4422",2,2,1002,1984,144567,0,0,1
"4423",4,4,3424,1967,556516,1,0,1
"4424",3,1,1414,1954,214389,1,0,1
"4425",3,2,1614,1977,286394,0,0,1
"4426",3,2,1770,1977,349566,0,0,1
"4427",4,2.5,2609,1977,445976,1,0,1
"4428",3,1,951,1955,49327,0,0,1
"4429",4,4,3775,2002,936006,1,1,0
"4430",3,2.5,1587,1969,409734,1,0,1
"4431",2,2.5,1578,2004,340910,0,0,1
"4432",3,3,2072,2002,1037457,0,0,0
"4433",2,1.5,1181,1978,156624,0,0,1
"4434",3,2,1731,1968,196300,0,1,1
"4435",3,2,1396,1964,594159,1,1,1
"4436",3,1.5,1134,1955,288180,0,0,1
"4437",2,2,1200,1953,241205,0,0,1
"4438",2,2,1188,1973,222269,0,0,1
"4439",1,1,780,1970,72828,0,0,1
"4440",4,3,2328,1973,378898,1,0,1
"4441",4,3,2670,2003,862962,0,0,0
"4442",2,2,851,1987,182270,0,0,1
"4443",3,3,3354,1990,513614,1,1,1
"4444",2,2.5,1409,1981,185459,0,0,1
"4445",4,3,2771,2006,1274610,0,0,0
"4446",2,2,1514,1973,410891,0,0,1
"4447",3,2,1088,1970,322849,0,0,1
"4448",4,2.5,2160,1972,812469,0,0,0
"4449",4,3,2431,1967,99036,0,0,1
"4450",4,2.5,2965,1966,1024143,1,1,0
"4451",2,1,897,1971,141289,0,0,1
"4452",3,2,1460,1975,348477,0,0,1
"4453",3,3,1803,1973,370672,1,0,1
"4454",3,2,1054,1969,223906,0,1,1
"4455",2,2.5,1169,1982,176619,0,0,1
"4456",4,2.5,2256,2003,333646,0,0,1
"4457",3,2,1305,1957,430993,0,0,1
"4458",2,1,852,1983,274415,0,0,1
"4459",4,3.5,2680,1979,1087822,0,0,0
"4460",2,2.5,1346,1984,330000,0,0,1
"4461",3,2,1686,1963,88425,0,0,1
"4462",6,4,3847,1968,839835,1,0,0
"4463",4,3.5,4204,1986,1033781,1,0,0
"4464",2,2,816,1970,240763,1,0,1
"4465",3,2.5,2080,1992,296741,0,0,1
"4466",5,3,2337,1996,458501,0,0,1
"4467",3,2.5,2013,1976,416094,0,0,1
"4468",3,2,1390,1956,203419,0,0,1
"4469",4,2,1584,1965,120063,0,0,1
"4470",4,3,2229,1980,592933,1,0,1
"4471",3,3,1802,1965,78158,0,0,1
"4472",6,2.5,1806,1961,72140,0,0,1
"4473",3,2,1544,1953,343174,0,0,1
"4474",3,2.5,2647,1966,225301,0,1,1
"4475",3,2,1095,1955,475000,1,0,1
"4476",3,2.5,2046,2000,741132,0,0,0
"4477",3,4,2323,1999,574369,0,0,1
"4478",4,2.5,2644,1994,1322055,0,0,0
"4479",3,2,1404,1971,324450,0,0,1
"4480",4,2,1543,1972,501495,1,0,1
"4481",3,2.5,1774,1969,303024,0,0,1
"4482",4,3,2615,1967,725042,1,1,0
"4483",3,2.5,1372,1998,428000,0,0,1
"4484",4,2.5,1783,1970,82700,0,0,1
"4485",3,2,1918,1959,391497,0,0,1
"4486",4,2.5,2564,1997,932000,0,0,0
"4487",2,2,1027,1987,288245,0,0,1
"4488",3,2,1145,1952,185399,0,0,1
"4489",3,2,1733,1975,262514,0,0,1
"4490",2,1,743,1920,109246,0,0,1
"4491",3,2,1364,1955,195121,0,0,1
"4492",3,2,1382,1962,265259,0,0,1
"4493",2,2,1007,1972,3e+05,0,0,1
"4494",2,1,992,1903,582000,0,0,1
"4495",3,3,2115,1964,728164,0,0,0
"4496",3,1,1995,1983,256271,0,0,1
"4497",4,2,1912,1980,305642,0,0,1
"4498",3,2.5,2187,1987,792686,0,0,0
"4499",4,2.5,2354,1976,140794,0,0,1
"4500",1,1,813,1979,260000,0,0,1
"4501",2,2.5,1929,1931,258969,0,0,1
"4502",3,1,1034,1954,290819,0,0,1
"4503",4,3,2415,1969,131065,0,0,1
"4504",4,3,2559,2002,631402,0,0,0
"4505",4,3,1547,1972,372320,0,0,1
"4506",3,2,1514,1956,436772,0,0,1
"4507",3,2,1488,1963,473306,1,0,1
"4508",5,2.5,2439,1965,587732,0,0,1
"4509",4,3,1979,1973,466240,1,0,1
"4510",3,2.5,1872,1965,89335,0,0,1
"4511",4,2,1468,1957,61801,0,0,1
"4512",2,1,996,1971,200777,0,0,1
"4513",2,2.5,1600,1983,403220,0,0,1
"4514",3,2,1110,1958,220658,1,0,1
"4515",3,2,2080,1971,364758,0,0,1
"4516",3,2,1359,2000,241844,0,0,1
"4517",1,1.5,863,1978,285772,0,0,1
"4518",5,2,2549,1958,377965,1,0,1
"4519",3,2,1862,1979,548714,1,0,1
"4520",4,2.5,1936,1974,363458,1,0,1
"4521",3,3,2849,1973,607124,0,1,0
"4522",5,3,2046,1953,510403,1,0,1
"4523",5,3,2263,1964,699000,0,0,0
"4524",3,2,2533,1974,120130,0,0,1
"4525",3,1,1007,1950,265259,0,0,1
"4526",3,3,3374,1987,561072,0,0,1
"4527",2,2.5,1358,1985,568438,0,0,1
"4528",3,3,2214,1965,93266,0,0,1
"4529",3,2,1092,1972,132572,0,0,1
"4530",3,1,1313,1950,229205,1,0,1
"4531",4,2,1194,1964,208732,0,0,1
"4532",3,2.5,1924,1989,635366,0,0,0
"4533",3,2,1726,1962,95942,0,0,1
"4534",2,2,1163,1985,365000,0,0,1
"4535",2,2.5,1347,1992,330948,0,0,1
"4536",3,2.5,1450,1969,238172,0,0,1
"4537",5,3,1884,1955,384358,0,0,1
"4538",3,2,1109,1956,103055,0,0,1
"4539",5,4,2420,1972,543358,0,0,1
"4540",4,2.5,2277,1965,733010,0,0,0
"4541",3,2,1870,1964,632000,0,0,0
"4542",3,2,1805,1968,93265,0,0,1
"4543",2,2,1222,1987,525899,0,0,1
"4544",4,2,1198,1959,420362,0,0,1
"4545",3,2,1560,1969,133669,0,0,1
"4546",4,3,2253,1977,325132,0,1,1
"4547",3,3,1827,2006,176666,0,0,1
"4548",4,1.5,1254,1963,417000,0,0,1
"4549",3,2.5,1624,2008,636375,0,0,0
"4550",3,2,1583,1962,101474,1,0,1
"4551",4,2,1854,1947,436897,0,0,1
"4552",4,2.5,2333,1989,608257,0,0,0
"4553",2,2.5,1168,1983,239317,0,0,1
"4554",4,3,2540,1996,944182,0,0,0
"4555",5,4.5,3575,1997,145099,0,0,1
"4556",4,3,2663,1983,435794,0,0,1
"4557",3,2,2288,1963,449003,0,0,1
"4558",4,2,1723,1954,288137,0,0,1
"4559",3,2,1510,1987,312115,0,0,1
"4560",4,2,2165,1956,112069,0,0,1
"4561",3,2,1702,1963,76041,0,0,1
"4562",3,2,1973,1970,691287,0,0,0
"4563",3,2.5,2660,1975,746760,1,0,0
"4564",3,2,1320,1965,78426,0,0,1
"4565",4,3,2468,1952,637577,0,0,0
"4566",3,2,1565,1954,400435,0,0,1
"4567",2,1,1088,1955,301667,0,0,1
"4568",4,3,2361,2013,1480814,0,0,0
"4569",5,3.5,3452,2003,762892,0,0,0
"4570",4,2.5,1868,1999,355158,0,0,1
"4571",5,3,3320,1974,304647,1,0,1
"4572",3,1,1227,1956,95793,0,0,1
"4573",4,2.5,2045,1990,348142,1,1,1
"4574",2,2,1444,1979,242600,0,0,1
"4575",3,2.5,1892,1976,592111,0,1,1
"4576",4,2.5,3115,1976,421127,0,0,1
"4577",3,2,1205,1959,251398,0,0,1
"4578",2,1,1040,1949,32181,0,0,1
"4579",1,1.5,1072,1977,462322,0,0,1
"4580",3,2.5,1533,1976,303031,0,0,1
"4581",2,2.5,1429,1987,306159,0,0,1
"4582",5,3,2153,1965,304746,1,0,1
"4583",4,2,1774,1962,63495,0,0,1
"4584",3,1,1017,1915,349352,0,0,1
"4585",5,3.5,3042,2005,907633,0,0,0
"4586",4,2.5,2146,1971,352207,0,0,1
"4587",3,1.5,1134,1976,173973,0,0,1
"4588",3,5,3093,1979,1891362,1,0,0
"4589",1,2,1073,1977,314025,0,0,1
"4590",2,2,1199,1970,117541,0,0,1
"4591",3,2,1491,1953,556209,0,0,1
"4592",3,2,1240,1971,364000,0,0,1
"4593",3,2.5,2361,2002,760765,0,0,0
"4594",5,4.5,4483,2001,985242,0,0,0
"4595",1,1.5,828,1975,204053,0,0,1
"4596",3,1.5,1032,1959,49175,0,0,1
"4597",4,2,1675,1967,132067,1,0,1
"4598",3,2.5,1742,1956,248791,1,0,1
"4599",4,2.5,3200,1972,1185867,1,1,0
"4600",3,2.5,1594,1974,665750,0,0,0
"4601",3,2,1279,1986,507625,0,0,1
"4602",3,2.5,3139,2004,852810,0,0,0
"4603",2,2.5,1326,1996,424568,0,0,1
"4604",5,2.5,2067,1970,349996,0,0,1
"4605",2,2.5,1144,1985,468460,0,0,1
"4606",4,3,2972,1967,117301,0,0,1
"4607",4,3,2554,1990,773716,0,0,0
"4608",4,2,1540,1965,659000,0,0,0
"4609",4,3,2378,1969,163510,1,0,1
"4610",4,4.5,3267,1975,727617,0,0,0
"4611",3,2,1276,1957,176680,0,0,1
"4612",5,4.5,4493,1989,961577,1,1,0
"4613",3,1,975,1957,48953,0,0,1
"4614",3,2,1745,1958,485000,1,0,1
"4615",2,2,844,1974,185695,1,0,1
"4616",4,2,1861,1952,514602,1,0,1
"4617",3,3,1947,1957,771158,0,0,0
"4618",3,2,1146,1963,347662,1,1,1
"4619",3,2.5,1716,1968,98703,0,0,1
"4620",4,2,1663,1955,57149,0,0,1
"4621",4,4.5,4195,2000,1004437,0,0,0
"4622",3,2,1452,1956,84231,0,0,1
"4623",3,2.5,2067,1999,530368,0,0,1
"4624",4,2,2230,1970,100451,0,0,1
"4625",4,2,1800,1971,71984,0,0,1
"4626",2,2,1506,1980,178215,0,0,1
"4627",2,2.5,1986,1961,279242,1,0,1
"4628",4,2,2638,1948,742727,1,0,0
"4629",3,2,1205,1959,312902,0,0,1
"4630",3,2,1071,1960,191432,0,0,1
"4631",2,2,1625,2014,661815,0,0,0
"4632",3,3,2303,1999,719696,0,0,0
"4633",3,2,1574,1969,782273,0,0,0
"4634",3,2,1738,1963,260026,1,0,1
"4635",2,1,988,1987,224887,0,0,1
"4636",2,2.5,1186,1996,407931,0,0,1
"4637",4,2.5,1418,1966,142075,0,0,1
"4638",2,2.5,1441,1982,242720,0,0,1
"4639",2,2.5,1231,1991,71507,0,0,1
"4640",3,2,1421,1954,500972,0,0,1
"4641",3,1.5,1149,1955,263522,0,0,1
"4642",3,1.5,1122,1963,326030,0,0,1
"4643",3,3,2521,1992,436988,0,0,1
"4644",5,3,3020,1977,697372,1,0,0
"4645",3,2,1915,1986,458779,1,1,1
"4646",3,2.5,1416,1984,205462,0,0,1
"4647",4,4.5,3520,1989,765692,1,0,0
"4648",4,2.5,2715,1999,589443,0,0,1
"4649",3,2,1822,1964,156896,0,0,1
"4650",3,2.5,1800,1977,139719,0,0,1
"4651",3,2,1480,1972,301438,0,0,1
"4652",5,3,1951,1962,234775,0,0,1
"4653",2,2.5,1454,1979,395288,0,0,1
"4654",3,3,1478,1998,285754,0,0,1
"4655",1,1,860,1984,264392,0,0,1
"4656",4,2.5,2536,1966,343275,0,0,1
"4657",4,3.5,3606,1992,740963,1,1,0
"4658",4,3.5,3314,1993,584368,0,0,1
"4659",5,2.5,2300,1964,636623,1,0,0
"4660",2,2.5,1263,2003,306240,0,0,1
"4661",3,2,1789,1995,225637,0,0,1
"4662",4,2.5,2722,1978,224146,0,0,1
"4663",3,1,1229,1954,625003,0,0,0
"4664",3,2,1243,1962,480448,1,0,1
"4665",4,2,1659,1960,77696,0,0,1
"4666",3,2.5,1805,1994,514072,0,0,1
"4667",3,2.5,1416,2003,550438,0,0,1
"4668",4,2,2609,1955,104128,0,0,1
"4669",5,4,3354,1997,1505825,0,1,0
"4670",2,2,1252,1988,351000,0,0,1
"4671",4,3,3136,1977,837581,1,0,0
"4672",4,2.5,2497,1977,488562,1,0,1
"4673",4,3,3118,1973,679889,1,0,0
"4674",3,1.5,1232,1954,138794,0,0,1
"4675",4,2,1820,1962,563000,0,0,1
"4676",4,3,2477,1989,497265,0,0,1
"4677",1,1,724,1958,27539,0,0,1
"4678",2,2,987,1994,327013,0,0,1
"4679",3,2.5,1382,2014,605894,0,0,0
"4680",3,2.5,2467,1990,484280,0,0,1
"4681",3,2,1880,1959,78307,0,0,1
"4682",4,2,1570,1951,142907,0,0,1
"4683",4,2,1704,1962,360752,0,0,1
"4684",2,3,1710,1999,320353,0,0,1
"4685",5,2,1986,1966,344882,0,0,1
"4686",3,2,1175,1955,251873,0,0,1
"4687",2,1,1025,1964,316227,0,0,1
"4688",4,3,1596,1964,538840,0,0,1
"4689",5,3,1738,1954,201283,0,0,1
"4690",2,2,951,1983,139992,0,0,1
"4691",3,2.5,2025,1973,164666,1,0,1
"4692",4,2,1650,1977,266206,0,0,1
"4693",6,3,3770,1986,524892,0,1,1
"4694",3,2,1308,1955,232918,1,1,1
"4695",3,3,2829,1977,418262,1,0,1
"4696",4,2.5,2525,1979,594182,0,0,1
"4697",3,1.5,1272,1957,188830,0,0,1
"4698",4,2,1632,1965,304852,0,0,1
"4699",1,1,620,1969,77602,0,0,1
"4700",3,1,1194,1955,300737,0,0,1
"4701",3,1,954,1953,241657,0,0,1
"4702",3,1.5,1226,1959,405690,0,0,1
"4703",1,1,501,1973,102235,0,0,1
"4704",6,4,2688,1980,369076,0,0,1
"4705",5,4.5,4147,2003,1162785,1,1,0
"4706",4,3,2740,1980,832505,0,0,0
"4707",2,2.5,1376,2013,475206,0,0,1
"4708",5,3.5,3393,1998,565461,0,0,1
"4709",4,2,1300,1962,259587,0,0,1
"4710",3,2.5,1598,1996,248370,0,0,1
"4711",4,3.5,3201,1980,977820,1,0,0
"4712",3,2.5,1435,1976,189649,0,0,1
"4713",4,2,1460,1968,556671,0,0,1
"4714",5,2.5,2544,1963,111044,1,0,1
"4715",4,2,1472,1956,63032,0,0,1
"4716",1,1,678,1990,145005,0,0,1
"4717",5,4.5,4223,2001,1097447,1,1,0
"4718",4,3,1954,1971,153956,0,0,1
"4719",2,1,954,1986,293048,0,0,1
"4720",3,3,1643,1964,278537,0,0,1
"4721",3,2.5,1652,1997,624540,0,0,0
"4722",4,3,2296,1969,265948,1,0,1
"4723",3,3,1666,1994,757582,0,0,0
"4724",3,2.5,2020,2001,1337000,0,0,0
"4725",2,2,1242,1981,310000,0,0,1
"4726",4,3,2246,1986,794433,1,1,0
"4727",3,2.5,1445,1984,507625,0,0,1
"4728",4,2,1599,1964,207904,0,0,1
"4729",3,2.5,2033,2001,425959,0,0,1
"4730",4,2.5,1470,1978,514042,1,0,1
"4731",1,1,717,1971,146901,0,0,1
"4732",4,3,1807,1992,310757,0,0,1
"4733",3,2.5,1585,1991,573168,0,0,1
"4734",5,3,2972,1966,825000,1,0,0
"4735",2,2,1040,1990,371966,0,0,1
"4736",4,3.5,4315,2000,1113612,0,0,0
"4737",4,3,3359,1980,420997,0,0,1
"4738",4,2,1738,1968,269142,0,0,1
"4739",4,4.5,4228,2000,1812420,1,1,0
"4740",4,1.5,1564,1966,205531,0,0,1
"4741",2,2,829,1989,166802,0,0,1
"4742",5,3,2680,1964,479956,1,0,1
"4743",3,2.5,1389,1987,293087,0,1,1
"4744",4,2,1624,1970,69772,0,0,1
"4745",4,2,1477,1960,240653,0,0,1
"4746",4,2.5,2174,1969,488909,0,0,1
"4747",3,2,1680,1972,400435,0,0,1
"4748",5,2.5,3673,2007,797913,0,0,0
"4749",2,2,1270,1976,369742,0,0,1
"4750",4,3,1888,1972,585000,1,0,1
"4751",3,2.5,1839,1991,609178,0,0,0
"4752",4,2.5,1910,1971,249389,0,0,1
"4753",3,3,1615,1990,319491,0,0,1
"4754",4,3,2130,1974,111324,0,0,1
"4755",2,1.5,1088,1965,324000,0,0,1
"4756",3,3,3172,1998,588110,0,0,1
"4757",2,2,1183,1973,242093,0,0,1
"4758",3,1.5,1050,1957,408350,0,0,1
"4759",4,2.5,1770,1999,480448,0,0,1
"4760",2,2,1063,1991,414213,0,0,1
"4761",3,1.5,1205,1963,515099,0,0,1
"4762",4,3,1684,1959,488159,0,0,1
"4763",2,2,1089,1963,149632,1,0,1
"4764",4,3,3003,2004,837000,0,0,0
"4765",2,2.5,1035,1995,318217,0,0,1
"4766",2,2.5,1271,1987,476690,0,0,1
"4767",4,2,1348,1955,59056,0,0,1
"4768",3,2,1109,1954,241019,0,0,1
"4769",3,2.5,1587,1968,506000,0,0,1
"4770",3,2,1274,1955,418769,0,0,1
"4771",2,1,1028,1946,356213,0,0,1
"4772",2,2,1161,1984,376000,0,0,1
"4773",3,2.5,1783,2008,388707,0,0,1
"4774",3,2,1318,1961,579000,0,0,1
"4775",3,1.5,1401,1956,449385,0,0,1
"4776",3,1.5,1125,1956,167796,0,0,1
"4777",3,2,1364,1955,486304,0,0,1
"4778",3,1,1583,1953,165922,0,0,1
"4779",4,3,2442,2001,553379,0,0,1
"4780",3,2,1934,1957,380678,0,0,1
"4781",2,2,1154,1990,319000,0,0,1
"4782",1,1,473,1985,189631,0,0,1
"4783",4,2.5,2228,1960,524700,0,0,1
"4784",3,2,1241,1963,623000,0,0,0
"4785",3,3.5,2830,2003,1993403,0,0,0
"4786",4,2.5,2575,1972,2132025,0,1,0
"4787",4,2.5,2302,1998,399803,0,0,1
"4788",5,3.5,4222,1992,757231,0,0,0
"4789",3,2,1277,1961,309206,0,0,1
"4790",4,2.5,2721,1967,135124,0,0,1
"4791",4,2,2105,1964,518401,0,0,1
"4792",2,1,1320,1938,348900,0,0,1
"4793",3,2.5,1657,1986,517972,0,0,1
"4794",4,3,1897,1995,330696,0,0,1
"4795",4,2,1578,1965,75201,0,0,1
"4796",4,2.5,1936,1965,96917,0,0,1
"4797",3,1.5,1032,1958,534000,0,0,1
"4798",3,2,1203,1963,82929,0,0,1
"4799",3,2.5,1354,1979,173100,0,0,1
"4800",4,3,3763,1967,416021,1,0,1
"4801",2,3,2518,1985,848831,0,0,0
"4802",4,2.5,2327,2004,710669,0,0,0
"4803",4,2,1320,1966,534000,0,0,1
"4804",4,3.5,2044,2011,410462,0,0,1
"4805",5,3,2250,1969,600518,1,0,0
"4806",4,2,1836,1964,438049,0,0,1
"4807",3,1,1492,1914,82584,0,0,1
"4808",3,2,1585,1977,277856,0,0,1
"4809",3,2.5,2830,1985,611476,0,1,0
"4810",4,2.5,1839,1972,583570,1,1,1
"4811",3,2,1564,1959,240763,1,0,1
"4812",3,2.5,1768,1998,377238,0,0,1
"4813",3,2,1684,1964,498687,1,0,1
"4814",4,3,2890,1979,417383,0,0,1
"4815",4,3,2418,1972,108103,1,0,1
"4816",3,2.5,1353,1982,262060,0,0,1
"4817",1,1,900,1983,170260,0,0,1
"4818",4,2.5,1968,1971,619302,0,0,0
"4819",3,2.5,1624,1993,332076,1,1,1
"4820",3,1.5,1310,1972,243399,0,0,1
"4821",3,2,1511,1971,657000,1,1,0
"4822",3,2.5,2427,2013,671260,0,0,0
"4823",3,2.5,1970,1974,112404,0,0,1
"4824",4,3,2712,2014,898496,0,0,0
"4825",3,2.5,1874,2002,387279,0,0,1
"4826",3,2,1430,1938,248651,0,0,1
"4827",3,2.5,1336,1985,246280,1,0,1
"4828",4,1.5,1187,1959,161900,0,0,1
"4829",3,2,1392,1976,123611,1,0,1
"4830",3,2.5,1522,1986,518792,0,0,1
"4831",4,2,1245,1959,374484,0,0,1
"4832",4,3,2614,1995,908000,0,0,0
"4833",3,2.5,1892,1999,663150,0,0,0
"4834",3,4.5,3413,1989,853765,0,1,0
"4835",4,2.5,2218,1995,439102,0,0,1
"4836",3,2,1120,1975,399352,0,0,1
"4837",6,4.5,4185,2000,943275,1,1,0
"4838",3,2.5,1654,2013,650795,0,0,0
"4839",2,1,1135,1947,2087227,0,0,0
"4840",4,2,1361,1962,380075,0,0,1
"4841",3,2.5,1223,2006,541129,0,0,1
"4842",2,2,954,1989,180901,0,0,1
"4843",4,4.5,3410,2004,1347000,0,0,0
"4844",6,3.5,2725,1966,103059,0,0,1
"4845",3,3,1690,1985,524895,0,0,1
"4846",3,1.5,2440,1964,579707,1,0,1
"4847",4,4.5,3754,2004,1976448,0,0,0
"4848",2,2.5,2056,1988,476489,0,0,1
"4849",3,2,1440,1984,202927,0,0,1
"4850",3,2,1187,1959,134572,0,0,1
"4851",4,2,1226,1957,453619,1,0,1
"4852",3,2,2008,1975,856871,0,0,0
"4853",2,1.5,900,1964,247000,0,0,1
"4854",3,2,1114,1982,262742,0,0,1
"4855",3,3,2435,1948,285615,1,0,1
"4856",3,1.5,1121,1978,233309,0,0,1
"4857",2,2,1083,1972,119204,0,0,1
"4858",4,3,3850,1988,813109,0,0,0
"4859",4,2,1365,1955,462000,0,0,1
"4860",4,2.5,1846,2007,507411,0,0,1
"4861",3,2,1692,1956,348679,0,0,1
"4862",3,2,1830,1965,254697,0,1,1
"4863",3,1,1037,1958,58246,1,0,1
"4864",4,3,2343,1964,401823,1,0,1
"4865",4,2.5,2030,1999,675141,0,0,0
"4866",3,1.5,1762,1956,435127,0,0,1
"4867",4,3,2007,1966,417154,0,0,1
"4868",4,2,2312,1963,285129,0,0,1
"4869",5,4.5,4333,2001,1116775,1,1,0
"4870",3,2,1611,1977,669049,0,0,0
"4871",3,2,1240,1962,62725,1,0,1
"4872",3,2.5,1536,1971,282575,1,0,1
"4873",3,2.5,2074,1988,392426,0,0,1
"4874",2,1.5,892,1973,184277,0,0,1
"4875",5,4,3187,2002,702875,0,0,0
"4876",4,2,1586,1959,207332,0,0,1
"4877",4,3,2387,2009,929538,0,0,0
"4878",4,3,3249,1979,660542,0,0,0
"4879",4,1.5,1610,1959,288941,0,0,1
"4880",3,2,2191,1976,145584,0,0,1
"4881",3,3.5,2683,2004,1621656,0,0,0
"4882",2,2.5,1277,1991,249530,0,0,1
"4883",4,2,1839,1969,788670,1,0,0
"4884",2,1,618,1987,266000,0,0,1
"4885",4,2,1784,1963,73363,0,0,1
"4886",4,3,2585,1987,696586,0,0,0
"4887",3,2.5,1881,1964,497323,0,0,1
"4888",3,2,1696,1985,304476,0,0,1
"4889",4,2,1292,1960,416090,0,0,1
"4890",4,2,1237,1955,47956,0,0,1
"4891",2,2.5,1566,1986,1000021,0,0,0
"4892",3,2.5,1253,1998,397998,0,0,1
"4893",3,3,2398,1989,832188,0,1,0
"4894",4,2,1434,1963,51783,0,0,1
"4895",3,3.5,2964,1996,1434499,0,1,0
"4896",3,4,2775,1965,146672,0,1,1
"4897",4,3.5,3459,2004,1461000,0,0,0
"4898",3,3,1756,1979,177942,0,0,1
"4899",4,4.5,4836,1998,979074,1,1,0
"4900",2,1.5,1248,1980,205310,0,0,1
"4901",4,2.5,1806,1993,297515,0,0,1
"4902",4,3,2818,1972,174633,1,0,1
"4903",5,2,2013,1964,83776,0,0,1
"4904",4,3,2462,1966,593375,1,0,1
"4905",3,2,1589,1973,389801,0,0,1
"4906",3,2.5,2085,2002,459767,0,0,1
"4907",2,1.5,1871,1955,298757,0,0,1
"4908",4,2.5,2874,1968,361424,0,0,1
"4909",3,2,1358,1946,334672,0,0,1
"4910",3,2,1032,1968,167367,0,0,1
"4911",4,3,2935,1994,622591,0,0,0
"4912",3,2.5,1737,1972,217142,0,0,1
"4913",1,1,419,1953,554010,0,0,1
"4914",2,2,1200,2007,386000,0,0,1
"4915",3,2,1233,1956,215640,0,0,1
"4916",4,2.5,2079,1978,218989,0,0,1
"4917",3,2.5,2448,1979,1118377,0,0,0
"4918",3,1.5,1426,1968,62948,0,0,1
"4919",3,2,1384,1959,120588,0,0,1
"4920",2,1,926,1948,119559,0,0,1
"4921",4,2,1590,1957,141785,0,0,1
"4922",3,2,1276,1959,369802,0,0,1
"4923",3,2,1706,1952,89098,0,0,1
"4924",4,2,1836,1971,546883,1,0,1
"4925",5,2,1644,1955,239964,0,0,1
"4926",3,2.5,1664,1981,583337,0,0,1
"4927",3,2.5,1507,1989,316299,0,0,1
"4928",4,3,2224,1977,246037,0,0,1
"4929",2,2.5,1989,2013,579888,0,0,1
"4930",4,3,2593,1979,424881,0,0,1
"4931",4,2,1640,1975,288053,1,0,1
"4932",2,2,920,1985,146989,0,0,1
"4933",2,2.5,1582,1982,499312,0,0,1
"4934",3,2,1379,1971,609000,1,0,0
"4935",4,3,1964,1964,76655,0,0,1
"4936",4,2,1795,1962,98008,1,0,1
"4937",4,2.5,2417,1976,925226,0,0,0
"4938",3,2,1932,1955,832188,0,0,0
"4939",2,2,1606,1973,401792,0,0,1
"4940",2,2,1055,1974,335032,0,0,1
"4941",2,2,1069,1993,213207,0,0,1
"4942",3,2.5,1166,1998,338456,0,0,1
"4943",3,2.5,2473,1994,1148547,0,0,0
"4944",3,3,2047,2000,507752,0,0,1
"4945",4,2,1884,1972,118598,0,0,1
"4946",5,3.5,2889,1992,1058000,1,1,0
"4947",3,1.5,1119,1954,52797,0,0,1
"4948",3,2,1339,1955,244794,1,0,1
"4949",4,2.5,1550,1973,428000,0,0,1
"4950",4,3,2907,1994,544230,1,1,1
"4951",3,2,1069,1981,418654,0,0,1
"4952",4,2,1651,1968,337567,0,0,1
"4953",3,2,1213,1961,242785,0,0,1
"4954",3,2.5,1578,1989,403194,0,0,1
"4955",2,2.5,1670,1977,682064,0,0,0
"4956",3,2,3258,1954,821595,0,0,0
"4957",3,2.5,1765,2006,374484,0,0,1
"4958",3,2,1863,1973,370225,0,0,1
"4959",3,1.5,1144,1973,320000,0,0,1
"4960",3,2.5,2278,2000,714618,0,0,0
"4961",3,2,2189,1980,582868,0,0,1
"4962",4,3.5,3003,2012,947590,0,0,0
"4963",2,1,964,1924,379000,0,0,1
"4964",3,2,1296,1957,209859,0,0,1
"4965",2,1.5,837,1979,309651,0,0,1
"4966",4,3.5,2603,2002,504513,0,0,1
"4967",2,2.5,1614,2001,734193,0,0,0
"4968",2,1,876,1964,132628,0,0,1
"4969",3,2.5,1606,2000,506609,0,0,1
"4970",4,3,2007,1966,128703,0,0,1
"4971",3,2.5,1488,1996,233363,0,0,1
"4972",1,1,600,1963,255000,0,0,1
"4973",4,2,1570,1959,420361,0,0,1
"4974",4,2,1640,1975,425139,0,0,1
"4975",4,3,2358,1985,906785,0,0,0
"4976",1,1,826,1930,1294418,0,0,0
"4977",4,3,2876,1996,702158,0,0,0
"4978",3,2,1288,1959,62495,0,0,1
"4979",3,2.5,2301,1980,604084,0,0,0
"4980",3,2.5,1656,1972,67471,0,0,1
"4981",6,3,2881,1963,410130,1,1,1
