"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"14454",2,1.5,951,1978,370000,"0","0",-118.07491,33.781786,"2"
"15761",4,3,2807,1968,126392,"0","0",-118.039216,33.828036,"2"
"19410",4,3,2773,1960,1148635,"1","0",-117.788362,33.746928,"1"
"5434",4,2,1552,1958,472091,"0","0",-117.981977,33.852068,"2"
"12350",2,2,814,1990,223650,"0","0",-117.611301,33.636507,"2"
"3147",3,1.5,1159,1971,270460,"0","0",-118.004972,33.799539,"2"
"13141",4,2.5,2240,1972,650000,"0","0",-117.902339,33.705448,"1"
"8759",4,3,2984,2002,651298,"1","1",-117.767237,33.831053,"1"
"7116",4,2,1215,1956,383999,"0","0",-117.968727,33.82003,"2"
"11540",4,3,2752,1981,549587,"0","0",-117.783521,33.881745,"2"
"7875",3,1,1192,1942,250822,"0","0",-117.898096,33.757336,"2"
"2001",4,2,1438,1970,203896,"0","0",-118.012301,33.71059,"2"
"4540",4,2.5,2277,1965,733010,"0","0",-118.016474,33.728308,"1"
"10066",4,2,1525,1955,222876,"0","0",-117.845055,33.755118,"2"
"1324",5,3,2258,1964,348288,"0","0",-117.8251,33.813232,"2"
"2859",3,2,1079,1921,457601,"0","0",-117.992418,33.664715,"2"
"7235",4,2.5,2540,1964,308881,"1","0",-117.824907,33.783616,"2"
"12561",2,2,1293,2002,389500,"0","0",-117.63564,33.54817,"2"
"16283",4,2.5,2565,1992,458175,"0","0",-117.665128,33.687124,"2"
"17798",5,4,3330,1967,128681,"0","0",-117.915785,33.9429,"2"
"18748",2,1.5,1110,1965,284270,"0","0",-117.836,33.7572,"2"
"12911",2,3,1950,1940,1033524,"0","0",-118.099693,33.740343,"1"
"15701",4,3,2124,1977,390380,"0","0",-117.976448,33.77994,"2"
"17061",3,2,2093,1953,225364,"0","0",-117.848447,33.824148,"2"
"10956",4,3,1876,2014,612683,"0","0",-117.847061,33.908462,"1"
"17373",3,1.5,1191,1954,193466,"0","0",-117.960385,33.863879,"2"
"11574",2,2,798,1974,178679,"0","0",-117.906,33.7097,"2"
"19842",5,4.5,4516,1999,1404000,"1","1",-117.731894,33.84927,"1"
"6124",3,1.5,988,1957,45192,"0","0",-117.907722,33.765987,"2"
"17685",3,2,1212,1971,295280,"0","0",-117.718909,33.5042,"2"
"5649",2,1,1008,1971,878009,"0","0",-117.993809,33.663496,"1"
"6133",3,3.5,2760,1948,164989,"1","0",-117.633869,33.709067,"2"
"8024",5,2.5,2404,1964,92883,"0","0",-117.823099,33.782104,"2"
"8788",4,3,2151,1966,131244,"0","0",-117.94123,33.669199,"2"
"7681",3,2.5,1200,1989,374007,"0","0",-117.649075,33.571906,"2"
"10577",4,3.5,2267,1961,96625,"0","0",-117.795223,33.761722,"2"
"15665",3,2.5,1986,1978,336938,"0","0",-117.678297,33.606938,"2"
"19114",3,2.5,1507,1989,571000,"0","0",-117.794693,33.732742,"2"
"14132",2,2.5,1297,1984,191928,"1","0",-117.799356,33.700701,"2"
"3780",3,3,4250,1981,835934,"0","0",-117.63272,33.453817,"1"
"720",4,2.5,2680,1978,421126,"0","0",-117.694362,33.588167,"2"
"10357",4,1.5,1249,1963,253170,"0","0",-118.048362,33.812798,"2"
"4749",2,2,1270,1976,369742,"0","0",-117.892287,33.695448,"2"
"14805",3,2,1420,1985,598000,"0","0",-117.75048,33.860755,"1"
"15221",3,1.5,1318,1955,259953,"0","0",-117.894197,33.74137,"2"
"2985",3,2.5,1471,1984,381640,"0","0",-117.708654,33.586891,"2"
"15082",2,2,1475,1979,621531,"0","0",-117.767113,33.703937,"1"
"15235",6,4,2825,1965,700538,"1","0",-117.915062,33.891386,"1"
"6540",3,3,1856,1989,263748,"0","0",-117.905384,33.605302,"2"
"1713",4,2,1661,1964,91356,"0","0",-117.959215,33.725793,"2"
"10429",2,2,1526,1978,604073,"1","0",-117.650884,33.45101,"1"
"2782",4,2,1822,1970,354724,"0","0",-117.953673,33.659622,"2"
"5910",3,2.5,2235,1997,392845,"0","0",-117.841364,33.635611,"2"
"5539",4,2.5,1822,1954,265313,"0","0",-117.894288,33.876909,"2"
"11874",3,2,1476,1946,274097,"0","0",-117.860403,33.718335,"2"
"1880",4,3,1497,1961,388017,"0","0",-117.689997,33.468129,"2"
"11111",3,1,1094,1948,45429,"0","0",-117.897115,33.911963,"2"
"12439",3,2,1622,1974,279536,"0","0",-118.013194,33.797189,"2"
"16744",4,2.5,1383,1964,226988,"0","0",-117.787229,33.865066,"2"
"9300",3,2.5,1841,2004,583881,"0","0",-117.80104,33.704062,"2"
"11904",3,2,1215,1971,581983,"0","0",-117.812694,33.663293,"2"
"11777",3,2.5,1798,1987,668000,"0","0",-117.881021,33.930361,"1"
"3482",4,4,1716,2008,485416,"0","0",-117.904751,33.828574,"2"
"19831",4,2.5,2106,2001,464482,"0","0",-117.781645,33.732316,"2"
"8435",4,2,1637,1925,400489,"0","0",-117.862197,33.737153,"2"
"10428",3,2,1582,1957,578899,"0","0",-117.844246,33.796813,"2"
"11347",4,2,1446,1963,71365,"0","0",-117.967327,33.674446,"2"
"15188",3,2,1632,1963,577330,"0","0",-117.835036,33.839557,"2"
"4163",4,2,1864,1963,68769,"0","0",-117.824933,33.87828,"2"
"18432",3,2,2860,1975,391162,"0","0",-117.794708,33.77683,"2"
"11668",3,2,2888,1959,524035,"0","0",-117.985518,33.884771,"2"
"3726",3,4.5,3843,2006,2110409,"1","1",-118.05812,33.723185,"1"
"19568",3,2,1148,1977,48791,"0","0",-117.836087,33.78181,"2"
"1357",4,2,1505,1947,493000,"0","0",-117.912754,33.845732,"2"
"5523",2,2.5,1269,1980,359832,"0","0",-118.020759,33.82402,"2"
"4206",2,1.5,1204,1977,417132,"0","0",-117.755418,33.714498,"2"
"17137",3,1.5,1971,1954,162874,"0","0",-117.801216,33.553529,"2"
"13081",5,3.5,3943,1979,974036,"1","1",-117.748354,33.832997,"1"
"8496",4,2,2172,1968,119673,"0","0",-117.959905,33.648566,"2"
"14173",2,2.5,1235,2009,373332,"0","0",-117.904751,33.828574,"2"
"3096",2,1.5,1148,1965,46622,"0","0",-118.076,33.7862,"2"
"13492",3,2.5,2035,1977,812200,"0","0",-117.797625,33.680431,"1"
"2497",1,1,678,1990,307000,"0","0",-117.789,33.7349,"2"
"16580",3,2.5,1681,2001,245117,"0","0",-117.93382,33.760453,"2"
"13607",2,2,1411,1974,214354,"0","0",-117.807626,33.661587,"2"
"7873",2,2,1045,1989,627424,"0","0",-117.712223,33.481799,"1"
"5917",4,2,1356,1962,193443,"0","0",-117.982132,33.663218,"2"
"11068",4,2.5,1899,1994,663000,"0","0",-117.666861,33.682987,"1"
"18216",3,2,1089,1973,231229,"0","0",-117.875973,33.909354,"2"
"8102",4,2.5,1824,1971,62485,"0","0",-117.947175,33.69997,"2"
"1171",3,3,2479,1989,438800,"0","0",-117.591257,33.437949,"2"
"13267",4,2.5,2795,1997,696603,"0","0",-118.016234,33.828294,"1"
"17722",3,2.5,1637,1972,397000,"0","0",-117.957897,33.760524,"2"
"201",5,4.5,3062,2015,1049095,"0","0",-117.621719,33.52995,"1"
"7865",3,1,1190,1954,488000,"0","1",-117.988755,33.76692,"2"
"2554",3,1,1056,1984,116619,"0","0",-117.860042,33.718902,"2"
"16004",4,3,3320,1995,936000,"0","0",-117.628488,33.675039,"1"
"2257",2,2.5,1442,2007,367000,"0","0",-117.991249,33.798096,"2"
"13571",3,2,1911,1953,329749,"1","0",-117.816942,33.77086,"2"
"4346",2,2,1166,1980,234548,"0","0",-118.042095,33.721327,"2"
"19668",4,2,1407,1972,218933,"0","0",-117.87947,33.908053,"2"
"17839",3,2.5,1563,1985,538470,"0","0",-117.711915,33.595023,"2"
"6959",4,2,2110,1969,121960,"1","0",-117.977157,33.655035,"2"
"8724",3,3,1631,2013,604016,"0","0",-117.714098,33.697916,"1"
"12915",3,2.5,1857,1997,591000,"0","0",-117.610568,33.663239,"2"
"15960",3,2,1184,1955,432737,"0","0",-117.948719,33.768219,"2"
"12665",2,2,1282,1974,635561,"0","0",-117.618383,33.422036,"1"
"19789",4,3,1924,1975,528673,"1","1",-117.665438,33.637519,"2"
"8414",3,3,1780,1955,278398,"0","0",-117.947813,33.821934,"2"
"14077",3,2,1240,1971,265259,"0","0",-117.720298,33.600929,"2"
"7109",4,2,1618,2005,387279,"0","0",-118.024586,33.761037,"2"
"17576",3,2,1459,1961,64413,"0","0",-117.798916,33.744407,"2"
"843",3,2,1836,1975,642653,"0","0",-117.651563,33.618826,"1"
"18767",3,2,1335,1970,94487,"1","0",-117.82764,33.790618,"2"
"5791",4,2,1423,1949,203594,"0","0",-117.901245,33.725886,"2"
"1007",4,2,1615,1905,681630,"0","0",-118.001831,33.660904,"1"
"1062",3,2.5,1491,2006,538470,"0","0",-117.645149,33.671674,"2"
"17080",6,4,2328,1973,544794,"0","0",-117.957299,33.729432,"2"
"9352",4,2.5,2525,1980,461317,"1","0",-117.651753,33.583945,"2"
"18367",3,2,1394,1987,501617,"0","0",-117.704569,33.874102,"2"
"15042",3,2.5,1116,1998,495000,"0","0",-117.594464,33.636133,"2"
"8338",3,2.5,1495,1979,262207,"0","0",-117.897724,33.660461,"2"
"7445",4,2.5,2188,1983,496049,"1","1",-117.769811,33.888051,"2"
"10086",4,2,1521,1957,222043,"0","0",-117.911039,33.665506,"2"
"1156",3,2,1475,1968,604686,"1","0",-117.957874,33.726771,"1"
"12488",4,2,1984,1955,164585,"0","0",-117.84541,33.755448,"2"
"17136",3,2.5,1700,2004,530000,"0","0",-117.645994,33.545011,"2"
"16347",3,1.5,1127,1960,56223,"0","0",-118.037429,33.724258,"2"
"9945",2,1,910,1918,254227,"1","0",-117.947179,33.933448,"2"
"6372",4,3.5,2505,2007,932784,"0","0",-117.774865,33.707432,"1"
"4814",4,3,2890,1979,417383,"0","0",-117.699468,33.640281,"2"
"5871",3,2,1374,1955,64791,"0","0",-117.897202,33.877806,"2"
"13686",3,2,1285,1972,210181,"1","0",-117.90291,33.706122,"2"
"5631",3,1,1380,1951,66094,"0","0",-117.958009,33.932031,"2"
"56",4,3.5,3800,1990,975729,"1","1",-117.722758,33.880461,"1"
"7976",4,3,2360,1984,362452,"1","1",-117.642235,33.597551,"2"
"8064",4,2.5,2589,2001,725000,"0","0",-117.607335,33.455648,"1"
"17610",2,1,1420,1971,252968,"0","0",-117.793008,33.706646,"2"
"2880",2,2,955,1973,171972,"0","0",-117.943471,33.647486,"2"
"15857",3,2.5,1557,1987,552975,"0","0",-117.798391,33.731315,"2"
"15542",2,2.5,1460,1989,457703,"0","0",-117.735591,33.844603,"2"
"11021",4,2,1333,1959,512701,"1","0",-117.890588,33.827631,"2"
"14903",3,2,2278,1989,479056,"0","0",-117.645232,33.465871,"2"
"4154",3,2,1764,1957,183323,"0","0",-118.02312,33.77068,"2"
"18871",2,2,1600,1994,720827,"0","0",-117.825777,33.602265,"1"
"17390",4,2,1684,1968,368134,"1","0",-117.821378,33.723829,"2"
"5486",4,3,2026,1977,640352,"0","0",-117.650584,33.629544,"1"
"2594",3,1.5,1232,1964,231305,"0","0",-117.989417,33.88679,"2"
"1735",3,2,1653,1954,331617,"1","0",-117.983671,33.767979,"2"
"17336",3,2,1855,1970,112256,"0","0",-117.673442,33.631628,"2"
"1120",3,3,2226,1964,97090,"1","0",-117.94955,33.908962,"2"
"12075",4,3,1479,1987,239963,"0","0",-117.596008,33.649072,"2"
"6339",4,3,2211,1977,687000,"0","0",-117.907185,33.937209,"1"
"18454",2,1.5,895,1978,159105,"0","0",-117.856911,33.834291,"2"
"12501",3,2,1641,1957,56908,"0","0",-118.019893,33.772401,"2"
"17965",4,2,1604,1963,590000,"0","0",-117.827559,33.79793,"2"
"2478",2,2,1009,1969,100192,"0","0",-117.716,33.6194,"2"
"4306",3,2,1456,1955,398409,"1","0",-117.879844,33.839813,"2"
"11129",4,2.5,2338,1998,475424,"0","0",-117.598762,33.58556,"2"
"2281",3,2.5,1601,1990,442099,"0","0",-118.071891,33.806458,"2"
"19456",2,2,1152,1973,270558,"1","0",-117.746,33.6108,"2"
"5257",3,2,1482,1971,70660,"0","0",-117.801892,33.796982,"2"
"349",2,1,832,1950,93573,"0","0",-117.964932,33.941079,"2"
"15697",2,2,1032,1972,161479,"0","0",-117.976058,33.659023,"2"
"12490",1,1,694,1980,276148,"0","0",-117.998,33.6859,"2"
"19376",3,2,1803,1991,570049,"0","0",-118.101733,33.738897,"2"
"10148",2,1,755,1952,185870,"0","0",-117.97136,33.86339,"2"
"13950",5,3,2250,1969,661772,"0","0",-118.033151,33.792567,"1"
"16895",4,2.5,1846,2009,484077,"0","0",-117.987251,33.8747,"2"
"11737",2,2.5,1016,1986,170133,"0","0",-117.769082,33.699263,"2"
"4705",5,4.5,4147,2003,1162785,"1","1",-117.61541,33.461755,"1"
"18948",2,1,1001,1951,330283,"0","0",-117.884087,33.717696,"2"
"12136",4,2,2018,1957,539000,"1","0",-117.948352,33.752881,"2"
"371",6,3,3313,1998,1228452,"0","0",-117.770352,33.745691,"1"
"2262",2,2,1323,1963,138805,"0","0",-117.902,33.6045,"2"
"10079",2,2,949,1985,332874,"1","0",-117.775293,33.705105,"2"
"1132",3,2,1265,1952,293600,"1","0",-117.885167,33.730309,"2"
"2008",3,2,1398,1971,86067,"0","0",-118.02899,33.793935,"2"
"11977",4,2,2495,1965,382247,"0","0",-117.599326,33.423085,"2"
"12579",2,2.5,1683,1984,388530,"0","0",-117.791,33.7901,"2"
"21",1,1,729,1998,151767,"0","0",-117.905,33.7009,"2"
"19229",4,2,2123,1964,560069,"0","0",-117.903095,33.684776,"2"
"3759",3,1.5,1536,1958,204480,"0","0",-117.899083,33.716325,"2"
"6433",4,2.5,1841,1973,356791,"0","0",-117.786496,33.711079,"2"
"13904",5,4,2905,2002,588967,"0","0",-117.753751,33.873443,"2"
"18139",3,2.5,1863,1976,236867,"0","0",-117.660592,33.57771,"2"
"262",4,2.5,2188,1969,391292,"1","0",-118.030752,33.81418,"2"
"1259",1,2,1939,1973,931975,"1","0",-117.739802,33.505641,"1"
"19198",3,2.5,1702,1997,519077,"0","0",-117.625403,33.592897,"2"
"2619",2,1.5,1087,1969,396341,"0","0",-118.002093,33.850053,"2"
"83",3,3,2011,1957,118058,"1","0",-117.897666,33.627167,"2"
"17814",4,2.5,2474,1980,495719,"0","0",-117.756648,33.717224,"2"
"8847",1,2,1402,1997,297311,"0","0",-117.626534,33.650951,"2"
"14624",3,2.5,1570,1980,396148,"0","0",-117.81086,33.675685,"2"
"17984",2,2,1439,1985,250554,"0","0",-117.633875,33.624071,"2"
"4395",4,2.5,2035,1994,465473,"0","1",-117.645494,33.594496,"2"
"9781",4,2.5,1767,1955,156946,"0","0",-117.926752,33.769543,"2"
"9165",4,1.5,1439,1959,508662,"1","0",-118.034048,33.790646,"2"
"12516",5,2,1935,1959,228738,"0","0",-117.914883,33.753531,"2"
"9166",4,2,2114,1978,191982,"0","0",-117.635658,33.609755,"2"
"6740",4,4,3580,1986,732343,"0","0",-117.712557,33.549849,"1"
"666",3,2,2061,1965,519505,"1","0",-117.914159,33.880534,"2"
"8193",4,3,2349,1978,263975,"1","0",-117.69017,33.657518,"2"
"11666",5,3,2106,1997,643552,"0","0",-117.731199,33.560115,"1"
"3321",4,2,1948,1965,86220,"0","0",-117.982448,33.686222,"2"
"9409",4,2,1872,1968,709340,"0","0",-117.681236,33.60671,"1"
"1669",4,3,2355,2006,652805,"0","0",-117.946238,33.865275,"1"
"4065",4,3,3136,1968,109649,"0","0",-117.788933,33.886924,"2"
"2094",3,2,1448,1974,268968,"1","0",-117.768112,33.861674,"2"
"8657",4,3,1953,1978,627000,"1","0",-117.89223,33.933579,"1"
"8568",4,3,3347,1980,1248177,"1","0",-117.637853,33.636713,"1"
"3573",3,2,1468,1981,292170,"0","0",-117.70801,33.589396,"2"
"10953",6,3.5,2615,1982,766513,"0","0",-117.698176,33.65412,"1"
"18366",4,2.5,2149,1987,151551,"0","0",-117.69555,33.522764,"2"
"11400",4,3,2614,1961,198411,"0","0",-117.990831,33.681356,"2"
"86",4,2.5,2897,1969,382475,"1","0",-117.664192,33.575365,"2"
"25",4,3,2418,2013,755035,"0","0",-117.641473,33.490194,"1"
"16704",2,2.5,1387,1978,704163,"0","0",-117.698093,33.476192,"1"
"9358",4,2,1607,1963,598000,"0","0",-117.947482,33.739782,"1"
"3504",1,1,767,1983,339000,"0","0",-117.987,33.6686,"2"
"4802",4,2.5,2327,2004,710669,"0","0",-117.64182,33.538405,"1"
"4885",4,2,1784,1963,73363,"0","0",-117.79677,33.758355,"2"
"9021",5,3,3793,1964,399699,"1","1",-117.817587,33.758684,"2"
"11143",3,2.5,1351,1984,448000,"0","0",-117.669175,33.643366,"2"
"19433",4,2,1425,1963,372923,"0","0",-117.963733,33.708982,"2"
"18813",4,4,2863,1994,439716,"0","0",-117.73463,33.854438,"2"
"18468",4,2.5,1943,1993,612492,"0","0",-117.836521,33.609919,"1"
"6524",4,2.5,1980,1995,854315,"1","0",-117.739606,33.584997,"1"
"4977",4,3,2876,1996,702158,"0","0",-117.648684,33.682786,"1"
"19248",2,2,1189,1989,311209,"0","0",-117.633044,33.651626,"2"
"4699",1,1,620,1969,77602,"0","0",-117.857591,33.779879,"2"
"18374",3,2,1613,1953,934810,"1","0",-117.859937,33.593351,"1"
"3435",2,2,1953,1976,1396936,"0","0",-117.861935,33.606074,"1"
"19373",1,1,600,1964,274415,"1","0",-117.949615,33.67515,"2"
"13216",3,2,1300,1956,419805,"0","0",-118.007823,33.841448,"2"
"536",2,2,1402,2007,450218,"0","0",-117.818275,33.693325,"2"
"1769",4,2,1478,1961,267265,"0","0",-118.03038,33.856789,"2"
"17097",1,1,824,1980,194806,"0","0",-117.703,33.5742,"2"
"10509",4,3.5,2565,1976,708604,"0","0",-117.72271,33.538283,"1"
"18794",3,2.5,1510,1990,480415,"0","0",-117.780608,33.834284,"2"
"15286",3,2,1501,1959,593921,"0","0",-117.825542,33.807841,"2"
"12782",4,2,1546,1957,228437,"1","0",-117.956041,33.824857,"2"
"14552",3,2,1287,1977,421294,"1","0",-117.975891,33.662196,"2"
"1607",4,2,1738,1964,432903,"0","0",-117.970814,33.731483,"2"
"4371",3,2.5,1669,1997,296741,"0","0",-118.018479,33.830954,"2"
"1078",4,2,1316,2005,179701,"0","0",-117.942505,33.87437,"2"
"16851",2,1,864,1950,198145,"0","0",-117.900641,33.837057,"2"
"17446",1,1,728,2005,287184,"0","0",-117.89,33.8043,"2"
"8437",4,2.5,2537,1977,408447,"1","0",-117.650933,33.635965,"2"
"12002",2,2.5,1606,1974,287020,"0","0",-118.021947,33.833471,"2"
"13758",4,3.5,4199,1991,1106622,"0","0",-117.80275,33.76537,"1"
"13090",3,1.5,1218,1956,336811,"0","0",-117.956649,33.871905,"2"
"10026",3,2,1299,1955,55909,"0","0",-117.944483,33.861333,"2"
"14652",3,3,1518,2013,617677,"0","0",-117.747617,33.707542,"1"
"14448",3,1,1034,1954,310143,"0","0",-117.932958,33.645532,"2"
"174",5,3,3256,1976,417942,"0","0",-117.792307,33.76971,"2"
"3151",3,2,1360,1967,166430,"0","0",-117.6697,33.611076,"2"
"3044",3,3,1822,1989,569000,"0","0",-117.721376,33.558931,"2"
"4494",2,1,992,1903,582000,"0","0",-117.845955,33.791836,"2"
"18791",3,3,2121,2004,806000,"0","0",-117.761244,33.699191,"1"
"11166",4,3.5,4071,1982,769773,"0","0",-117.829402,33.833691,"1"
"11747",4,3,3452,1969,988224,"0","0",-117.595919,33.416693,"1"
"1212",3,2,1941,1962,578863,"0","0",-117.822175,33.789952,"2"
"13834",3,2.5,1495,1999,568540,"0","0",-117.821646,33.739531,"2"
"5925",3,2,1460,1976,103446,"0","0",-117.736548,33.623091,"2"
"2042",2,2,989,1973,238172,"0","0",-117.868265,33.698919,"2"
"6484",1,1,774,1990,408070,"0","0",-117.887828,33.61489,"2"
"6866",3,1,1404,1960,38157,"0","0",-117.876332,33.858145,"2"
"6486",4,3,2480,1966,741477,"1","0",-117.959836,33.714421,"1"
"7490",2,2,1243,1985,270553,"0","0",-118.073,33.7265,"2"
"7780",4,2,1763,1964,600520,"0","0",-117.832814,33.890546,"1"
"17742",2,2,1221,1990,410542,"0","0",-117.790884,33.728255,"2"
"2774",1,2,1247,1988,309957,"0","0",-117.696285,33.490773,"2"
"2542",4,2.5,2578,1976,735000,"0","0",-117.688286,33.48674,"1"
"6338",3,2,1300,1966,567655,"0","0",-117.950112,33.661748,"2"
"1747",3,2,1240,1977,340817,"0","0",-117.934324,33.826984,"2"
"2570",4,2,1398,1960,493431,"0","0",-117.918637,33.932087,"2"
"4025",3,3,2460,1977,374372,"1","0",-117.887665,33.930229,"2"
"2885",4,3,2594,1972,479956,"0","0",-117.854995,33.905154,"2"
"12257",1,1,728,1987,350000,"0","0",-117.827526,33.685307,"2"
"17872",2,2,1122,1972,272725,"0","0",-117.715602,33.508402,"2"
"4143",3,2,1324,1954,166716,"0","0",-117.944296,33.93567,"2"
"3105",3,2,1175,1957,353707,"0","0",-117.901194,33.719351,"2"
"19169",4,2,1292,1963,610000,"0","0",-117.961105,33.723594,"1"
"17371",2,2,914,1970,243350,"0","0",-117.882,33.7008,"2"
"5762",4,2,1967,1973,623363,"0","0",-117.668047,33.624849,"1"
"2361",2,2,886,1992,385000,"0","0",-117.584239,33.649463,"2"
"1365",3,2.5,1965,1978,636623,"1","0",-117.801242,33.841391,"1"
"18683",3,2.5,1325,1986,459000,"0","0",-117.578596,33.652367,"2"
"14627",2,1,1080,1958,590254,"0","0",-117.69838,33.472257,"2"
"8000",4,2.5,2297,1996,312305,"0","0",-117.598258,33.592836,"2"
"18512",3,3,2779,1978,1025000,"1","1",-117.956246,33.68805,"1"
"3690",3,3,2047,2001,825930,"1","1",-117.737334,33.565452,"1"
"15315",2,2,989,1989,222416,"0","0",-117.743305,33.598813,"2"
"10576",3,2,1569,1957,500431,"0","0",-117.929035,33.795614,"2"
"19336",4,3,1930,1957,233974,"0","0",-117.857573,33.73299,"2"
"18623",3,2,1592,1973,126574,"0","0",-117.744328,33.619906,"2"
"8669",2,2,1472,1996,114312,"0","0",-117.632409,33.656112,"2"
"13400",3,2.5,1516,2002,524862,"0","0",-117.799334,33.705927,"2"
"18532",3,2,1886,2003,584499,"0","0",-117.919123,33.625938,"2"
"1662",3,2,1148,1963,364081,"0","0",-117.914674,33.735525,"2"
"7079",3,1.5,1963,1914,241100,"0","0",-117.85145,33.782666,"2"
"17037",3,1,1196,1928,707290,"1","1",-117.671748,33.536274,"1"
"11203",2,2,1121,1988,105054,"0","0",-117.723697,33.53574,"2"
"19864",4,3.5,2088,2014,804105,"0","0",-117.847708,33.909885,"1"
"3290",3,2,1276,1963,242785,"0","0",-117.895638,33.937718,"2"
"13080",5,3.5,2400,2000,527954,"0","0",-117.63477,33.566111,"2"
"19324",3,2.5,1692,1987,391502,"0","0",-117.668651,33.64312,"2"
"405",4,2.5,2133,1971,278848,"0","0",-117.676188,33.483992,"2"
"5306",4,3,2591,1995,969577,"0","0",-117.78287,33.745199,"1"
"11936",2,1,800,1978,131099,"0","0",-117.892,33.9173,"2"
"15753",3,2.5,2366,1999,503913,"0","0",-117.634197,33.56989,"2"
"19996",2,2,1462,1978,498390,"0","0",-118.099974,33.741317,"2"
"16490",5,3,2250,1965,91804,"0","0",-117.690275,33.48033,"2"
"13293",3,2.5,1462,1993,668348,"0","0",-117.804189,33.690518,"1"
"5372",4,3,2057,1976,599492,"0","0",-117.936991,33.708705,"1"
"18766",3,2.5,1333,1973,212346,"1","0",-117.919968,33.796304,"2"
"17079",4,2,1552,1959,452517,"0","0",-117.919284,33.939807,"2"
"4912",3,2.5,1737,1972,217142,"0","0",-117.956592,33.761311,"2"
"19070",3,2,2043,1965,413277,"0","0",-117.97583,33.669516,"2"
"10773",3,2,1602,1973,636623,"0","0",-117.726665,33.510898,"1"
"1872",4,2.5,2687,1992,906092,"1","1",-117.649296,33.594666,"1"
"18281",1,1,634,1922,25750,"0","0",-117.909024,33.844155,"2"
"3500",5,3,2918,1975,659028,"1","0",-117.813798,33.878435,"1"
"18363",4,1.5,1319,1971,306868,"0","0",-117.876512,33.868938,"2"
"18118",3,2.5,1593,1990,560609,"0","0",-117.622274,33.641545,"2"
"1241",3,2.5,1562,1964,360366,"0","0",-117.874231,33.88305,"2"
"8993",3,2.5,1769,1985,433029,"0","0",-117.71171,33.595313,"2"
"19914",4,2.5,2734,2013,1022671,"0","0",-117.746613,33.70548,"1"
"2852",3,2,1204,1960,266309,"0","0",-117.961189,33.751465,"2"
"3243",3,2,1715,1950,79301,"0","0",-117.91485,33.623145,"2"
"6948",2,2.5,1420,1994,212811,"0","0",-117.739465,33.603019,"2"
"12070",1,1,734,2006,347000,"0","0",-117.850497,33.667397,"2"
"8355",4,2,1309,1955,237706,"1","0",-117.968514,33.840582,"2"
"17611",3,1,885,1952,58997,"0","0",-117.898367,33.646826,"2"
"16850",3,3.5,4203,2004,2180818,"0","0",-117.827437,33.56835,"1"
"8584",2,2,1261,1955,229590,"0","0",-117.96854,33.937304,"2"
"14909",3,2,1626,1967,250263,"0","0",-117.825276,33.76285,"2"
"14584",5,4,3407,1970,135503,"0","0",-117.975281,33.699528,"2"
"19261",3,2.5,1498,2002,512000,"0","0",-118.004033,33.68388,"2"
"11877",3,2,1039,1956,164932,"0","0",-117.943801,33.923348,"2"
"8470",3,2,1776,1979,217457,"0","0",-117.960989,33.898865,"2"
"2987",3,1,1034,1954,465990,"0","0",-117.934818,33.649827,"2"
"9674",1,1,648,2003,340000,"0","0",-117.850088,33.665651,"2"
"10751",4,3,2740,1990,728164,"0","1",-117.838999,33.905332,"1"
"7265",2,2,1157,1963,126996,"0","0",-117.922,33.8562,"2"
"19353",3,2,1385,1957,507411,"0","0",-117.974626,33.925143,"2"
"14902",3,2.5,2119,1977,300788,"0","0",-117.892153,33.933828,"2"
"10423",5,3.5,2968,2000,598891,"0","0",-117.772246,33.872717,"1"
"14875",2,2,1250,1963,324677,"0","0",-117.645819,33.444499,"2"
"356",4,2.5,2160,1972,383006,"0","0",-117.773493,33.694369,"2"
"4263",2,2,1171,1974,289997,"0","0",-117.605,33.4064,"2"
"1696",5,3,2620,1972,143779,"0","0",-117.785218,33.699954,"2"
"693",2,1,876,1907,213209,"0","0",-117.870222,33.753812,"2"
"16101",4,2,1223,1957,374379,"1","0",-117.967925,33.822632,"2"
"7694",3,2,1350,1973,259664,"0","0",-117.979752,33.69834,"2"
"13158",3,2.5,1777,2013,646367,"0","0",-117.745237,33.705279,"1"
"18956",4,3.5,3121,2001,1091393,"0","0",-117.637383,33.564733,"1"
"9260",2,2.5,1321,1999,348929,"0","0",-117.598454,33.639243,"2"
"6471",4,2,1808,1977,176075,"0","0",-117.691121,33.655493,"2"
"19923",3,2,1767,1963,782253,"0","0",-117.986401,33.662676,"1"
"4666",3,2.5,1805,1994,514072,"0","0",-117.715585,33.588941,"2"
"12514",4,3,2898,1987,551542,"0","0",-117.838727,33.638144,"2"
"4314",3,3,1329,1990,305489,"0","0",-117.612524,33.621417,"2"
"15372",2,1.5,1043,1973,320000,"0","0",-117.893474,33.819361,"2"
"19369",4,3,2211,1979,469347,"0","1",-117.909829,33.940617,"2"
"17679",2,1.5,1188,1972,80133,"0","0",-117.643557,33.617613,"2"
"8728",3,3,1650,1991,662742,"0","0",-117.891,33.6625,"1"
"9318",2,1,1008,1952,615595,"0","0",-117.896947,33.655946,"1"
"16474",4,3,2435,1948,467890,"1","1",-117.889236,33.660235,"2"
