"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"16311",5,3.5,3128,1977,714617,"1","0",-118.8336,34.15651,"2"
"7018",2,2,1175,1980,356205,"0","0",-119.1936,34.14453,"1"
"2246",2,2,1376,1976,884196,"0","0",-119.2314,34.18175,"2"
"9424",2,2,1510,1979,556664,"1","0",-118.9207,34.17895,"2"
"19173",4,2.5,2310,1971,403349,"1","0",-119.2871,34.42146,"1"
"17692",3,2,1101,1956,51202,"0","0",-119.0772,34.3385,"1"
"19457",5,4,3251,2003,690000,"0","0",-118.6877,34.26516,"2"
"5947",2,2,946,1986,197641,"0","0",-118.7762,34.28082,"1"
"4929",2,2.5,1492,1975,195982,"0","0",-118.8516,34.21908,"1"
"15055",3,2,1180,1944,373000,"0","0",-119.1831,34.19171,"1"
"4686",3,2,1441,1964,350663,"1","0",-118.9386,34.18297,"1"
"16276",5,4.5,3417,2005,784000,"0","0",-119.0173,34.21341,"2"
"8899",3,2.5,1786,1980,350532,"0","0",-119.191,34.25504,"1"
"14653",4,2,2305,1969,128337,"1","0",-118.8396,34.14909,"1"
"7013",3,2,1770,1996,605170,"0","0",-118.8192,34.21376,"2"
"4063",4,2,1512,1962,227780,"0","0",-119.1918,34.21581,"1"
"7249",4,1.5,1916,1971,116418,"0","0",-118.9453,34.40911,"1"
"5467",4,2.5,1950,1977,264862,"0","0",-119.1635,34.16305,"1"
"12417",3,2,1223,1961,435000,"0","0",-119.191,34.22538,"1"
"1010",4,3,1800,1986,318292,"0","0",-118.8009,34.2482,"1"
"6590",5,2,1941,1960,78919,"0","0",-119.0442,34.22083,"1"
"351",3,3,2717,1981,445345,"0","0",-118.9,34.18182,"1"
"16723",4,2.5,1779,1972,215865,"0","0",-118.8985,34.21494,"1"
"14607",3,3,1338,1984,296624,"0","0",-118.7389,34.28421,"1"
"10039",4,3,2788,2003,529824,"0","0",-118.6907,34.266,"2"
"3040",4,2.5,1775,1989,370011,"0","0",-118.8457,34.30417,"1"
"12158",2,1,980,1925,293407,"0","0",-119.0633,34.35874,"1"
"8383",4,2,1486,1974,127798,"0","0",-119.1647,34.28266,"1"
"8307",5,3,1890,1965,249510,"0","0",-119.1816,34.27047,"1"
"13495",3,2,1170,1958,52718,"0","0",-118.7803,34.26742,"1"
"12458",2,2,1373,2005,412000,"0","0",-118.715,34.2878,"1"
"8573",3,2,1196,1977,145655,"0","0",-119.2055,34.1806,"1"
"1706",4,2,1833,1970,446935,"1","0",-118.7541,34.17287,"1"
"11869",5,3.5,2247,1980,508152,"0","0",-118.6646,34.26935,"2"
"6477",2,2,1355,1985,455632,"0","0",-119.0045,34.22093,"1"
"8299",3,3,2994,1989,647206,"0","0",-119.2201,34.16056,"2"
"17399",4,2,1639,1970,167829,"0","0",-118.9627,34.17095,"1"
"17161",4,3,2144,1963,543158,"1","0",-119.1854,34.28295,"2"
"16140",4,2.5,2465,1968,101233,"1","0",-118.7137,34.29304,"1"
"17043",2,2,1650,1987,471000,"0","0",-118.9806,34.19933,"1"
"8076",2,2,1070,1990,323226,"0","0",-118.6726,34.27993,"1"
"8577",3,2.5,1592,1985,386939,"0","0",-119.1667,34.27555,"1"
"13863",5,2.5,1996,1970,500391,"0","0",-118.9537,34.18402,"1"
"18438",4,3,1997,1986,417224,"1","0",-118.6879,34.28467,"1"
"13162",2,1,890,1979,71772,"0","0",-119.071,34.3475,"1"
"12715",4,3.5,3718,1996,1102645,"1","0",-118.911,34.23328,"2"
"15263",2,2,1300,1977,209696,"0","0",-118.9931,34.2194,"1"
"19885",3,1,1080,1963,33030,"0","0",-119.17,34.20352,"1"
"19821",3,2,1620,1965,155025,"0","0",-119.2082,34.29844,"1"
"8232",5,3,2815,1989,531052,"0","0",-118.7816,34.18036,"2"
"3891",4,2.5,2499,2004,609000,"0","0",-119.1552,34.27741,"2"
"5169",3,2,1242,1984,265760,"0","0",-118.8825,34.27113,"1"
"19596",3,2.5,1743,1998,522853,"0","0",-118.8031,34.2301,"2"
"987",2,1,810,1971,147198,"0","0",-118.9132,34.18667,"1"
"3291",3,2.5,1511,1999,463000,"0","0",-119.0635,34.22332,"1"
"18353",3,3.5,3555,2002,263642,"0","0",-119.2463,34.44646,"1"
"19688",4,3,2200,1979,357003,"1","0",-118.9573,34.18997,"1"
"2199",4,2,1284,1963,89306,"0","0",-119.208,34.26284,"1"
"3541",3,2.5,1637,1979,246818,"0","0",-118.8639,34.18429,"1"
"9425",3,2,1198,1959,40292,"0","0",-119.1826,34.18444,"1"
"8330",3,2.5,1693,1970,240943,"1","0",-118.9546,34.17762,"1"
"8376",3,2,1579,1957,72959,"0","0",-119.2322,34.2816,"1"
"9180",2,2,1691,1979,212320,"0","0",-118.9766,34.22716,"1"
"5393",4,3,2213,1992,696000,"0","0",-119.0062,34.22541,"2"
"13874",1,1,724,1990,156779,"0","0",-118.7615,34.28439,"1"
"13019",2,2,1296,1925,295352,"0","0",-119.2718,34.27184,"1"
"14934",3,2,1447,1977,432730,"0","0",-119.2123,34.19205,"1"
"6330",3,2,1328,1964,297012,"0","0",-119.1779,34.26938,"1"
"8957",2,1.5,1056,1982,273000,"0","0",-119.302,34.29189,"1"
"17058",4,2,1809,1965,73782,"0","0",-119.2027,34.26206,"1"
"5977",3,2,1431,1977,353535,"0","0",-119.1617,34.1634,"1"
"1098",2,2,1598,1953,271167,"0","0",-119.1832,34.18609,"1"
"16312",3,2,1321,1958,168651,"0","0",-119.1964,34.2548,"1"
"13703",4,3,2419,2001,416564,"0","0",-119.1557,34.21398,"1"
"3373",3,2.5,1823,1980,260706,"0","0",-118.7277,34.29404,"1"
"3789",4,3,2853,1997,762554,"0","0",-119.0579,34.23607,"2"
"9090",4,3,2575,1984,529561,"0","0",-118.9512,34.17142,"2"
"19769",4,2,1787,1972,231527,"0","0",-118.7601,34.27304,"1"
"2355",3,2,1559,1961,437750,"1","0",-118.7278,34.27139,"1"
"4261",3,2,1437,1957,278744,"0","0",-119.0475,34.2159,"1"
"9578",3,2,1244,1959,417918,"0","0",-119.1858,34.27767,"1"
"2470",2,1,850,1925,215183,"0","0",-119.2709,34.27111,"1"
"16683",4,2,1548,1944,279230,"0","0",-119.1852,34.19158,"1"
"14099",3,2,1100,1938,273189,"0","0",-119.0262,34.24022,"1"
"19758",3,3.5,4067,1989,981220,"1","0",-119.2897,34.40535,"2"
"2077",3,2.5,1433,1979,495000,"0","0",-118.8759,34.18749,"1"
"218",4,2.5,2270,1978,236464,"0","0",-119.1599,34.16386,"1"
"11390",3,3,1188,1957,228488,"0","0",-119.1793,34.15814,"1"
"3232",2,2.5,1362,2006,541000,"0","0",-119.288,34.27967,"2"
"3981",3,2,1166,1962,192233,"0","0",-119.1641,34.22141,"1"
"14342",3,2,1811,1996,132439,"0","0",-118.9137,34.17957,"1"
"12783",4,3.5,2515,1965,128437,"0","0",-118.7919,34.26538,"1"
"13649",3,2,1326,1964,259836,"0","0",-119.1796,34.26767,"1"
"7676",2,1,720,1912,23053,"0","0",-118.9114,34.40401,"1"
"3547",5,4.5,2339,1955,285348,"0","0",-119.1892,34.17939,"1"
"6862",3,2,1537,1955,510435,"0","0",-119.041,34.23869,"2"
"14103",2,1.5,1696,1952,334223,"0","0",-118.9994,34.25893,"1"
"13194",2,1.5,1120,1974,211870,"0","0",-118.8793,34.17408,"1"
"11829",2,2,1145,1970,282699,"0","0",-119.1992,34.17701,"1"
"4254",4,2.5,2451,1985,385198,"0","0",-118.9985,34.23559,"1"
"15064",3,2,1379,1959,58921,"0","0",-119.0642,34.37525,"1"
"17467",3,2,1627,1959,273654,"0","0",-118.8492,34.20323,"1"
"7959",4,2,2521,1961,660000,"1","0",-119.2883,34.43497,"2"
"521",5,3,3153,1995,740116,"0","0",-118.8157,34.23339,"2"
"9113",3,2,1249,1966,530000,"0","0",-118.9555,34.17327,"2"
"10471",4,2,1328,1973,168848,"0","0",-118.8742,34.27146,"1"
"1096",3,2,1110,1962,114741,"0","0",-118.6678,34.26834,"1"
"6248",3,2.5,1671,1990,5e+05,"0","0",-118.904,34.17987,"1"
"2103",4,2,1353,1956,54797,"0","0",-119.2384,34.27058,"1"
"8541",4,2,1464,1971,391494,"1","0",-118.6795,34.26878,"1"
"18911",2,2,988,1977,327000,"0","0",-119.1887,34.14231,"1"
"625",4,2,1636,1978,248951,"0","0",-119.2007,34.25374,"1"
"17462",3,2.5,1772,1977,251848,"0","0",-119.2093,34.18294,"1"
"5346",3,2,1040,1973,250786,"0","0",-118.9252,34.3968,"1"
"15878",2,1,1066,1965,276228,"0","0",-119.039,34.2385,"1"
"12602",4,3,2568,1986,327565,"1","0",-118.724,34.29326,"1"
"19556",6,3,2901,1997,721816,"0","0",-119.0094,34.21965,"2"
"2729",4,3,2232,1966,118510,"1","0",-118.8741,34.23337,"1"
"6436",3,3,1809,1959,377985,"0","0",-119.168,34.18171,"1"
"15544",2,2,1309,1979,195561,"0","0",-118.9778,34.22656,"1"
"10396",2,1,990,1947,166450,"0","0",-119.2983,34.39557,"1"
"9646",3,2,2256,1964,648467,"0","0",-119.0408,34.24189,"2"
"13647",3,1.5,1097,1980,259941,"0","0",-118.8464,34.29516,"1"
"13308",3,3,2847,1964,559454,"1","0",-118.8959,34.19647,"2"
"11948",3,2.5,2148,1979,75495,"0","0",-118.8918,34.1793,"1"
"2721",2,1,908,1973,369000,"0","0",-119.2291,34.45138,"1"
"11248",3,2.5,1514,1980,330971,"0","0",-118.8459,34.29379,"1"
"9613",2,1.5,998,1978,183978,"0","0",-118.7292,34.2801,"1"
"3377",3,2.5,1614,1975,456862,"0","0",-119.264,34.4445,"1"
"2984",2,1,882,1973,86033,"0","0",-119.2234,34.26321,"1"
"9694",4,2,1992,1959,427000,"0","0",-119.1842,34.16547,"1"
"17345",3,2,1650,1968,491875,"0","0",-118.7258,34.28022,"1"
"3949",3,2,1673,1961,459956,"0","0",-119.1768,34.26384,"1"
"4503",5,4,2820,1965,141081,"0","0",-119.1935,34.28199,"1"
"7632",3,1.5,1026,1930,214755,"0","0",-118.9034,34.17367,"1"
"8331",2,1,902,1979,178000,"0","0",-119.1681,34.15234,"1"
"190",3,2,1280,1961,62577,"0","0",-119.1948,34.27988,"1"
"14374",4,3,3063,2002,874000,"0","0",-118.9808,34.17036,"2"
"9311",4,2,1201,1972,391610,"0","0",-119.0625,34.22387,"1"
"12156",3,2,1671,1976,561553,"0","0",-118.8483,34.14978,"2"
"13192",3,2.5,2031,2010,348816,"0","0",-119.1747,34.24392,"1"
"502",5,3,2399,1976,775000,"1","0",-118.7629,34.1694,"2"
"14442",3,2,1712,1973,281715,"1","0",-118.8696,34.21601,"1"
"18882",4,3.5,2600,2009,716000,"0","0",-118.8685,34.29548,"2"
"2966",2,2,1104,1990,350260,"0","0",-118.767,34.1845,"1"
"6013",3,2.5,2568,1973,350778,"0","0",-119.2385,34.2821,"1"
"11745",2,1,1159,1949,369121,"0","0",-119.0265,34.24441,"1"
"18059",4,2,1625,1955,68273,"0","0",-119.1552,34.23802,"1"
"18920",3,2,1756,1925,221815,"0","0",-118.6692,34.26066,"1"
"18452",3,2,1503,1959,435010,"0","0",-118.8482,34.20385,"1"
"13729",3,2,1285,1960,297837,"0","0",-119.2108,34.27441,"1"
"14479",3,2,1205,1963,374370,"0","0",-118.7923,34.27651,"1"
"7747",4,2,1905,1979,359687,"0","0",-118.6939,34.28394,"1"
"2819",4,2.5,2241,1970,650000,"0","0",-118.86,34.23314,"2"
"5965",3,2,2408,2001,567096,"0","0",-118.8118,34.25523,"2"
"11796",3,2,1154,1976,90476,"1","0",-118.9189,34.40462,"1"
"10376",3,2.5,1903,2001,301004,"0","0",-118.9196,34.3928,"1"
"5040",4,2,1406,1976,197280,"0","0",-118.9552,34.18103,"1"
"8137",3,3,2037,1995,325535,"0","0",-119.1863,34.28263,"1"
"6417",3,1,1489,1954,251760,"0","0",-119.2363,34.45337,"1"
"2311",4,3,2952,1966,402582,"1","0",-118.924,34.18113,"1"
"14030",5,3,3178,1970,137403,"0","0",-119.0489,34.23898,"1"
"10259",3,1,1204,1955,209100,"0","0",-119.2524,34.2627,"1"
"9082",4,2.5,2313,1999,633000,"0","0",-118.9577,34.16941,"2"
"4595",3,2,2288,1960,458787,"0","0",-119.2186,34.27156,"1"
"7241",3,3,2655,1987,939144,"1","0",-118.6807,34.2056,"2"
"14835",3,2.5,1824,1990,351340,"0","0",-119.0026,34.22631,"1"
"12951",4,3,2162,1964,255490,"0","0",-118.8447,34.1938,"1"
"6582",3,2,1329,1976,529000,"0","0",-119.2194,34.15881,"2"
"9048",3,2.5,1567,1999,505000,"0","0",-119.0086,34.23908,"1"
"16588",4,2.5,1783,2003,343472,"0","0",-119.1624,34.17513,"1"
"17882",3,2,1390,1976,391000,"0","0",-119.1517,34.18105,"1"
"3409",3,2.5,2112,1986,326509,"1","0",-118.8908,34.2701,"1"
"13225",2,2.5,1334,1982,137167,"0","0",-119.3019,34.29153,"1"
"420",3,1.5,1399,1957,271465,"0","0",-119.0461,34.21451,"1"
"347",2,2,1294,1980,216165,"0","0",-118.7638,34.17382,"1"
"5567",2,1,892,1971,153476,"0","0",-119.217,34.17957,"1"
"16417",5,3.5,3712,2006,801000,"0","0",-118.7594,34.30072,"2"
"12147",6,3,2383,1962,730980,"1","0",-118.8795,34.19492,"2"
"5658",3,3,1738,1998,386170,"0","0",-119.1459,34.21234,"1"
"15768",2,2,1549,1985,275388,"0","0",-119.2335,34.18165,"1"
"10501",3,3,2041,1964,411252,"0","0",-118.9452,34.18001,"1"
"3545",3,2.5,1526,1998,248951,"0","0",-119.147,34.21241,"1"
"9789",3,2,1518,1955,367030,"0","0",-119.1829,34.17287,"1"
"3980",3,2,1499,1965,201582,"0","0",-119.0384,34.2282,"1"
"18676",5,3,3025,1999,793000,"0","0",-119.009,34.23506,"2"
"8084",3,2.5,3003,1978,286077,"0","0",-119.283,34.46444,"1"
"17073",4,2.5,1825,1999,374173,"0","0",-119.0081,34.24005,"1"
"8169",4,2.5,2021,1987,403057,"0","0",-118.8358,34.21284,"1"
"12980",2,2,913,1990,272000,"0","0",-119.1985,34.27293,"1"
"13890",2,1,873,1974,177000,"0","0",-119.2178,34.26275,"1"
"18257",4,2,1826,1976,315166,"0","0",-118.6745,34.28023,"1"
"12953",4,1.5,1145,1962,343259,"0","0",-118.8609,34.19528,"1"
"12279",2,2,1447,1948,258996,"0","0",-119.1774,34.18487,"1"
"16473",4,2,1374,1973,289632,"0","0",-118.8863,34.20009,"1"
"18082",3,2,1583,1976,209102,"0","0",-119.263,34.4438,"1"
"19038",3,2,1196,1986,269040,"0","0",-118.88,34.2756,"1"
"7567",4,3,2984,2005,776665,"0","0",-118.7596,34.29839,"2"
"17372",4,2,1303,1962,390000,"0","0",-119.1617,34.22151,"1"
"16920",3,1,1014,1954,39263,"0","0",-119.1711,34.22418,"1"
"11969",3,3,2898,1964,350814,"0","0",-119.0777,34.25063,"1"
"3276",3,2,1051,1978,239880,"0","0",-118.7291,34.28023,"1"
"12865",4,2,1891,1973,87783,"1","0",-118.7237,34.28425,"1"
"7380",3,2,1284,1989,303793,"0","0",-119.2895,34.42512,"1"
"2728",2,1,908,1985,234526,"0","0",-119.2891,34.30399,"1"
"7451",4,3,2173,1993,785000,"0","0",-118.7839,34.17541,"2"
"2759",2,2,1700,2007,631000,"0","0",-119.2216,34.18595,"2"
"2092",2,1,902,1979,163167,"0","0",-119.1682,34.15445,"1"
"13902",3,2,1500,1970,418412,"0","0",-119.0149,34.23751,"1"
"13273",3,2.5,1908,2009,353114,"0","0",-119.1709,34.24804,"1"
"10739",4,2,1367,1962,252616,"0","0",-118.7201,34.29045,"1"
"9247",4,3.5,3889,2005,806178,"0","0",-118.6963,34.30212,"2"
"16725",3,3,2923,2003,103055,"0","0",-118.9836,34.17207,"1"
"10438",3,2,1137,1971,491000,"0","0",-118.9405,34.16504,"1"
"3483",5,2.5,1855,1957,260916,"0","0",-119.1662,34.16823,"1"
"7020",3,3,3716,1998,904744,"0","0",-118.9062,34.16856,"2"
"4969",4,2.5,2403,1991,470430,"0","0",-119.1775,34.27937,"1"
"3419",2,1,765,1981,87650,"0","0",-119.0787,34.34944,"1"
"17269",2,1,1760,1954,69069,"0","0",-119.1617,34.24052,"1"
"2437",2,2.5,1185,1983,347936,"0","0",-119.0388,34.22452,"1"
"1375",4,2.5,2271,1968,736055,"1","0",-118.8969,34.21603,"2"
"13036",2,2,986,1989,240196,"0","0",-119.284,34.306,"1"
"13211",2,2,1627,1985,527000,"0","0",-119.2316,34.17872,"2"
"19417",3,3,1738,1999,310364,"0","0",-119.1459,34.20663,"1"
"10327",4,2,1449,1961,394720,"0","0",-118.74,34.26855,"1"
"9539",3,3,1754,1961,282823,"1","0",-119.3024,34.38851,"1"
"2301",3,2,1179,1971,210814,"0","0",-119.192,34.1779,"1"
"2100",4,2,2028,1989,427051,"0","0",-119.1969,34.22681,"1"
"8027",3,2.5,2573,2006,645000,"0","0",-119.2041,34.25786,"2"
"7716",3,2,1452,1990,212204,"0","0",-119.1785,34.22203,"1"
"2615",5,2,1860,1978,154155,"0","0",-119.1896,34.22903,"1"
"15408",3,2.5,2877,2005,801626,"0","0",-119.2776,34.28685,"2"
"8031",4,3,2603,1985,517893,"1","0",-118.8438,34.22829,"2"
"5546",4,2,1192,1962,177280,"0","0",-119.1607,34.27515,"1"
"5028",3,3,1848,1970,388095,"0","0",-118.7213,34.27298,"1"
"13688",4,2.5,2528,1988,588751,"1","0",-118.8933,34.2635,"2"
"578",5,3,2643,1987,379789,"0","0",-118.8693,34.27233,"1"
"14037",3,2,1054,1961,127512,"0","0",-118.7432,34.27336,"1"
"15028",4,2,1608,1964,225595,"0","0",-118.76,34.25808,"1"
"14477",3,2,1430,1979,4e+05,"0","0",-119.2186,34.26023,"1"
"4469",4,3,2859,1987,456262,"0","0",-118.8881,34.26448,"1"
"11640",3,3,2144,1960,129327,"0","0",-118.9048,34.19084,"1"
"12221",4,2,1303,1962,109950,"0","0",-119.1622,34.22175,"1"
"7401",4,2.5,1863,2015,429461,"0","0",-119.1694,34.2525,"1"
"19937",2,2,1169,1979,236742,"0","0",-119.0604,34.22146,"1"
"16468",4,2.5,1802,1999,330083,"0","0",-119.2822,34.30536,"1"
"18487",3,2.5,1525,2008,391596,"0","0",-119.1748,34.24959,"1"
"7460",5,3,1915,1978,285147,"0","0",-118.779,34.24642,"1"
"17041",3,2,1475,1959,299360,"0","0",-119.179,34.15913,"1"
"18535",4,2,1263,1962,185005,"0","0",-118.7205,34.29549,"1"
"17976",2,1.5,1046,1972,265255,"0","0",-119.267,34.2627,"1"
"16012",3,2,1459,1985,154410,"0","0",-118.986,34.23564,"1"
"17130",3,2.5,2120,1988,480440,"1","0",-118.8956,34.26483,"1"
"7818",5,2,1596,1963,199534,"1","0",-118.7406,34.26525,"1"
"19143",4,3,3308,1995,948896,"0","0",-118.8491,34.19706,"2"
"7258",4,3,2217,1989,553110,"0","0",-119.0607,34.23566,"2"
"15158",3,1.5,1399,1979,171766,"0","0",-119.071,34.3479,"1"
"4571",3,3,2648,1980,493637,"0","0",-118.8506,34.2326,"1"
"13543",3,2,1447,1971,57891,"0","0",-119.1532,34.17353,"1"
"5739",2,2,1112,1994,131987,"0","0",-118.9985,34.22628,"1"
"5501",2,1,717,1928,244580,"0","0",-119.293,34.29145,"1"
"4652",3,2.5,1702,1966,65160,"0","0",-118.8712,34.20039,"1"
"18608",4,2.5,2241,1970,545196,"1","0",-118.8614,34.23285,"2"
"7854",3,2,1533,1928,635353,"1","0",-119.1947,34.46512,"2"
"17251",3,2.5,1484,1980,272379,"0","0",-119.1724,34.26165,"1"
"18448",3,2,1582,1956,605784,"0","0",-119.2935,34.42435,"2"
"4626",4,2,1760,1964,232075,"0","0",-118.7419,34.25014,"1"
"6065",4,2.5,2038,1990,679882,"0","0",-118.7856,34.17926,"2"
"19662",3,2.5,1435,1986,481612,"0","0",-118.8059,34.16542,"1"
"17206",3,2.5,1254,1963,274532,"0","0",-118.838,34.17581,"1"
"14485",4,2,1247,1963,231980,"0","0",-118.7723,34.26712,"1"
"18398",4,2.5,2379,1978,592954,"1","0",-118.7852,34.25136,"2"
"5610",2,2,933,1973,135025,"0","0",-119.1964,34.14443,"1"
"7657",4,2,1414,1969,466852,"0","0",-118.9515,34.17414,"1"
"5668",4,3,1827,1979,505000,"0","0",-118.8511,34.29485,"1"
"14803",4,2,1375,1960,240172,"0","0",-119.1711,34.17121,"1"
"12967",4,2,1577,1970,621214,"0","0",-118.9568,34.15999,"2"
"1503",2,1,956,1972,147958,"0","0",-118.8907,34.21505,"1"
"15147",2,1,851,2006,244244,"0","0",-119.2994,34.39607,"1"
"12213",5,2.5,2426,1999,416941,"0","0",-118.8009,34.23059,"1"
"4118",5,3.5,3737,1980,1157682,"1","0",-118.8179,34.1933,"2"
"19243",3,2.5,1980,1966,95195,"0","0",-118.8776,34.2049,"1"
"2178",3,2,1269,1963,307695,"0","0",-119.0576,34.36768,"1"
"3924",2,1,1466,1909,225447,"0","0",-119.0668,34.35501,"1"
"10275",4,3,2491,1969,581126,"0","0",-118.8398,34.15094,"2"
"8347",4,3.5,2546,1989,660636,"0","0",-119.2716,34.45247,"2"
"895",4,2.5,1517,1994,290961,"0","0",-119.1538,34.297,"1"
"17287",3,2.5,1467,1977,308440,"0","0",-119.0472,34.21924,"1"
"14296",3,2.5,1963,2006,479000,"0","0",-119.2172,34.26519,"1"
"12088",3,2.5,1766,1983,478636,"0","0",-118.9917,34.23424,"1"
"7507",3,2.5,1622,1989,295753,"0","0",-118.839,34.30348,"1"
"17389",2,1,906,1958,200976,"0","0",-119.0446,34.21365,"1"
"17142",4,4.5,4260,1985,1529327,"1","0",-119.0715,34.2419,"2"
"15900",3,1.5,1048,1956,171159,"0","0",-119.1893,34.14873,"1"
"10542",4,3,2669,1986,572146,"0","0",-118.8412,34.21753,"2"
"9173",3,2.5,1853,1986,334523,"0","0",-118.8184,34.2479,"1"
"3229",4,2,1612,1964,66183,"0","0",-118.7034,34.29923,"1"
"831",3,1.5,1140,1957,370565,"0","0",-119.1665,34.16985,"1"
"19956",3,2,1204,1961,426408,"0","0",-119.234,34.46052,"1"
"13255",3,2,1300,1957,527000,"0","0",-119.2198,34.27781,"2"
"13565",4,2,2152,1970,333713,"0","0",-118.8589,34.23372,"1"
"2544",3,2,1415,1962,58921,"0","0",-118.7765,34.2632,"1"
"16528",4,2,1706,1951,368123,"0","0",-119.2555,34.27078,"1"
"10270",3,2,1877,1977,593000,"0","0",-118.9908,34.22693,"2"
"18912",2,1,810,1986,135276,"0","0",-118.8523,34.17925,"1"
"13833",4,3,1612,1964,74480,"0","0",-119.2334,34.28068,"1"
"1338",2,2,1001,2008,462317,"0","0",-118.903,34.17223,"1"
"11597",2,1,780,1991,445087,"0","0",-119.266,34.26853,"1"
"17570",3,2,1647,1966,430000,"0","0",-119.1678,34.16464,"1"
"15899",5,3,2561,1972,103375,"0","0",-118.7604,34.17198,"1"
"13491",4,3,2527,1974,188871,"0","0",-118.839,34.1397,"1"
"8803",3,2,1170,1958,4e+05,"0","0",-118.7796,34.26742,"1"
"3257",3,2,1675,1981,221216,"0","0",-119.1495,34.18037,"1"
"13871",4,2.5,1843,1983,371851,"0","0",-119.1668,34.22201,"1"
"16582",3,1.5,1538,1958,504000,"0","0",-119.0453,34.21452,"1"
"2940",3,2,1881,1973,118767,"1","0",-118.874,34.21712,"1"
"18854",2,2.5,1075,1980,248735,"0","0",-119.1762,34.15237,"1"
"8220",4,2.5,1725,1964,145317,"1","0",-118.7552,34.26877,"1"
"3427",3,1,1281,1948,257568,"0","0",-118.6648,34.26484,"1"
"4299",3,2.5,1568,2014,508537,"0","0",-119.1871,34.14436,"2"
"13257",5,2,1456,2000,228466,"0","0",-118.7926,34.40924,"1"
"10325",3,2,1902,1978,267621,"0","0",-119.0567,34.22819,"1"
"3090",4,3,2826,1986,504046,"0","0",-118.8688,34.26566,"1"
"19881",4,3,3452,1988,912158,"0","0",-118.8299,34.1467,"2"
"1929",3,2.5,1493,1988,405559,"0","0",-118.9927,34.21599,"1"
"2041",4,2.5,2363,1963,351724,"1","0",-118.8944,34.19599,"1"
"14880",2,2,1337,1974,625120,"0","0",-118.9521,34.04873,"2"
"8852",4,2,1748,1971,148221,"0","0",-119.0494,34.23302,"1"
"1425",4,2,1826,1970,155635,"0","0",-118.679,34.27575,"1"
"12675",2,1,806,1971,163166,"0","0",-119.219,34.17912,"1"
"12496",4,2,1717,1972,304569,"1","0",-118.7616,34.25385,"1"
"18166",4,2,1630,1964,496130,"0","0",-118.9397,34.18449,"1"
"11249",4,2.5,1955,1977,173816,"0","0",-118.6867,34.28355,"1"
"18401",2,1.5,2126,1952,80598,"0","0",-119.1063,34.34561,"1"
"577",2,2,1332,1990,258888,"0","0",-119.179,34.22136,"1"
"9509",2,2,1049,1989,419389,"0","0",-118.7367,34.26171,"1"
"8053",4,2,1622,1966,240066,"0","0",-119.1678,34.26999,"1"
"6547",4,2,1652,1962,94961,"0","0",-119.1878,34.22205,"1"
"1214",3,2.5,1358,2000,194027,"0","0",-119.1489,34.20744,"1"
"13915",2,2,1511,1953,624000,"0","0",-119.2441,34.27825,"2"
"2781",4,3,2355,2001,377811,"0","0",-119.1667,34.21209,"1"
"17665",2,2,1835,1980,103213,"0","0",-118.819,34.14968,"1"
"11392",4,2,1614,1958,297718,"1","0",-119.2282,34.28344,"1"
"11749",4,3,2713,1997,472008,"0","0",-118.8123,34.21325,"1"
"2163",4,3,2385,2014,660314,"0","0",-118.8688,34.30036,"2"
"3699",3,2,1427,1964,64304,"0","0",-118.7028,34.29429,"1"
"717",3,2.5,1435,1985,254258,"0","0",-118.8064,34.1613,"1"
"750",4,3,1910,1966,304320,"0","0",-119.168,34.16534,"1"
"6655",3,2,1768,1964,212726,"1","0",-119.0236,34.239,"1"
"3922",3,2,1521,1988,538000,"0","0",-118.8561,34.30014,"2"
"1974",4,3,2154,1976,643940,"0","0",-118.8914,34.17598,"2"
"11475",4,2,1316,1960,188703,"0","0",-119.2173,34.2719,"1"
"9422",4,4,3482,1976,527584,"1","0",-119.1808,34.21426,"2"
"14312",4,2,1541,1972,174659,"0","0",-118.6645,34.27739,"1"
"10462",4,3,2598,1964,540917,"0","0",-119.2083,34.29872,"2"
"7768",4,3.5,3790,2000,1357000,"1","0",-118.9724,34.15946,"2"
"2631",3,2.5,2062,1988,336719,"0","0",-119.19,34.14699,"1"
"10730",2,1,855,1979,330039,"0","0",-118.7299,34.26772,"1"
"18490",3,2,1156,1960,251986,"0","0",-119.1332,34.22562,"1"
"676",2,2,1149,1972,530000,"0","0",-118.8272,34.15085,"2"
"3270",2,1,731,1948,46376,"0","0",-119.1797,34.18505,"1"
"11342",3,2,1822,1990,467961,"0","0",-118.8141,34.2349,"1"
"17412",3,2.5,1554,1973,378107,"0","0",-119.07,34.22699,"1"
"15496",4,2.5,3382,2000,706161,"0","0",-118.9749,34.15801,"2"
"1916",3,2,1466,1976,549000,"0","0",-118.6944,34.29545,"2"
"14165",3,2.5,2121,1973,819000,"0","0",-119.2208,34.29183,"2"
"8080",3,2,1225,1972,315835,"0","0",-119.2069,34.17839,"1"
"2518",3,2,1244,1964,52713,"0","0",-118.7489,34.26218,"1"
"3651",4,2,1574,1979,99082,"0","0",-118.9838,34.22621,"1"
"10105",4,2,1540,1940,371375,"1","0",-118.9138,34.41178,"1"
"11019",4,2,1960,1973,518842,"0","0",-119.0324,34.24028,"2"
"5149",3,2,1575,1978,239104,"0","0",-118.881,34.26752,"1"
