"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"1714",4,3,2684,1969,256004,"0","0",-118.142048,34.054917,"1"
"14888",3,2,1600,1954,218017,"1","0",-117.928692,34.081924,"1"
"2384",2,1,784,1941,280023,"0","0",-118.551971,34.212372,"1"
"7452",5,3,2530,2007,1090200,"0","0",-118.375747,33.884377,"2"
"16335",4,2,1342,1926,74246,"0","0",-118.142685,34.020675,"1"
"3308",2,1,812,1949,157792,"0","0",-118.523553,34.172859,"1"
"19494",2,2,1110,2008,615105,"0","0",-118.261452,34.046011,"2"
"9518",3,2,1225,1971,552870,"0","0",-118.039392,33.880434,"1"
"15968",4,4,2579,1950,956341,"0","0",-118.099056,34.067988,"2"
"3772",5,3,2184,1966,229660,"0","0",-118.171571,34.676433,"1"
"7312",2,2,1192,1950,326206,"0","0",-118.015397,34.116214,"1"
"10990",2,3,1429,1979,260721,"0","0",-118.30792,33.764182,"1"
"17841",3,2,1335,1944,328120,"0","0",-118.202257,33.814432,"1"
"3584",3,3,1071,1947,291783,"0","0",-117.912745,34.121269,"1"
"1210",2,1,956,1923,235486,"1","0",-118.232377,34.237384,"1"
"163",4,3,1770,1978,150477,"0","0",-117.910896,34.111,"1"
"16889",3,2,1518,1949,223114,"0","0",-118.078124,33.907247,"1"
"3222",3,2,1407,1962,259587,"0","0",-118.005455,34.040525,"1"
"4564",2,1,718,1923,198052,"0","0",-118.222216,34.090156,"1"
"19988",4,2,1643,1953,250598,"0","0",-118.44056,34.205457,"1"
"12149",3,3,1778,1978,893208,"1","0",-118.2188,34.100955,"2"
"19538",4,3,2254,1966,1131767,"1","0",-118.363667,33.771968,"2"
"5506",5,3,2834,1936,780000,"0","0",-118.142501,33.781383,"2"
"16125",3,2,1271,1952,354795,"0","0",-118.018321,33.949565,"1"
"680",4,4,3079,1950,2257464,"1","0",-118.038837,34.114179,"2"
"19618",3,1,1520,1954,315854,"0","0",-118.359137,33.853087,"1"
"3388",4,3,2817,2001,433184,"0","0",-118.620871,34.465347,"1"
"11506",4,3,2381,1979,263856,"0","0",-117.772508,34.025905,"1"
"401",4,2,2174,1987,305500,"0","0",-118.210374,34.637782,"1"
"12810",3,2,1271,1950,174922,"0","0",-118.145959,33.942182,"1"
"16449",4,3,1793,1944,319889,"0","0",-118.38559,33.95734,"1"
"1999",4,2,1638,1971,298894,"1","0",-118.067849,33.850803,"1"
"13569",3,3,1752,1990,360960,"0","0",-118.006647,34.070328,"1"
"12351",3,2,1160,1924,242520,"0","0",-118.236161,33.961347,"1"
"854",2,1,1292,1923,458368,"0","0",-118.317159,34.081825,"1"
"5870",4,2,1905,1961,400946,"0","0",-117.847816,34.11612,"1"
"19683",2,2,956,1964,211172,"0","0",-118.197,33.7731,"1"
"3149",2,1,1062,1921,53382,"0","0",-118.454984,33.989094,"1"
"10492",5,2,1616,1922,433887,"0","0",-118.314185,34.022518,"1"
"15049",5,3,3330,2004,336000,"0","0",-118.203193,34.688285,"1"
"7247",3,2,2760,1940,166917,"0","0",-118.142524,34.07092,"1"
"18991",2,2,1153,2003,959600,"1","0",-118.445,33.9846,"2"
"11158",2,2,1029,2006,295358,"0","0",-118.321353,33.79458,"1"
"8284",4,2,1554,1950,321000,"0","0",-118.269049,33.907723,"1"
"14080",2,1,945,1913,176988,"0","0",-118.141444,34.086614,"1"
"10655",2,1,1415,1917,181416,"0","0",-118.600261,34.206308,"1"
"11096",3,2,1696,1963,443632,"0","0",-118.316378,33.811781,"1"
"856",3,2,1396,1947,681351,"0","0",-118.393205,34.034855,"2"
"13386",2,1,936,1950,87771,"0","0",-118.128701,33.843743,"1"
"17419",5,3,2162,1969,434923,"1","0",-118.534166,34.434577,"1"
"14062",4,2,2825,1956,339524,"1","0",-118.531023,34.245874,"1"
"1598",4,4,3703,1964,1283009,"0","0",-118.355971,33.791307,"2"
"117",3,2,1098,1957,243561,"0","0",-117.965072,34.046066,"1"
"19042",6,3,2584,1959,178169,"0","0",-118.349052,33.92146,"1"
"18006",3,1,1554,1924,92851,"0","0",-118.231529,34.101919,"1"
"18787",4,4,3867,1922,144719,"0","0",-118.104487,34.166637,"1"
"12189",1,2,875,1969,286063,"1","0",-118.315026,34.033956,"1"
"19970",3,3,1764,1975,503000,"1","0",-118.615,34.1828,"1"
"16818",4,3,2713,2008,926843,"0","0",-118.097952,34.093345,"2"
"3124",4,2,1362,1961,470100,"0","0",-117.858686,34.109312,"1"
"15547",3,3,1860,1958,664988,"1","0",-117.725282,34.111171,"2"
"9834",3,3,1722,1965,225115,"1","0",-118.502,34.166,"1"
"15437",3,2,1537,1959,844161,"0","0",-118.374815,33.846293,"2"
"16023",2,3,1329,1986,175331,"0","0",-118.371,34.1445,"1"
"4380",3,2,1355,1958,76517,"0","0",-118.107839,33.866164,"1"
"3446",4,2,1824,1947,55662,"0","0",-118.069026,34.082719,"1"
"14248",3,2,1643,1952,350140,"0","0",-118.087258,33.93659,"1"
"14651",3,2,1688,1960,165844,"0","0",-118.090469,34.110232,"1"
"11186",4,3,2363,1991,321500,"1","0",-118.215052,34.670155,"1"
"3038",2,1,927,1952,346470,"0","0",-117.736685,34.037706,"1"
"10046",2,2,2270,1923,237751,"0","0",-118.501776,34.030275,"1"
"8816",3,1,1241,1927,238624,"0","0",-118.256954,33.961703,"1"
"8039",4,2,1558,1952,166716,"0","0",-118.257286,33.887992,"1"
"2697",3,2,2087,2005,202844,"0","0",-118.241308,34.681331,"1"
"11707",2,2,1806,1959,480426,"1","0",-118.504579,34.121148,"1"
"801",3,3,1391,1988,719416,"1","0",-118.330359,33.354197,"2"
"12937",4,3,2049,1962,1586356,"0","0",-118.54898,34.047422,"2"
"14060",5,3,3986,1957,194003,"0","0",-118.553539,34.254704,"1"
"10952",3,2,1486,1928,43031,"0","0",-118.315589,33.98133,"1"
"8795",3,2,1692,1971,1284633,"0","0",-118.464,33.9764,"2"
"3073",4,3,2541,2005,391508,"0","0",-118.011189,34.084109,"1"
"12482",4,3,2183,1951,334433,"1","0",-118.031664,34.163685,"1"
"3484",3,2,1248,1950,229172,"0","0",-118.126949,33.843329,"1"
"10780",2,2,1045,1982,192155,"0","0",-117.982,34.0706,"1"
"4531",4,3,2373,1964,407691,"1","0",-118.509139,34.285967,"1"
"4644",3,3,1362,1988,310000,"1","0",-118.294715,33.818509,"1"
"19975",3,2,1456,1979,118303,"0","0",-118.067499,34.708762,"1"
"1305",2,1,972,1922,214632,"0","0",-117.912096,34.132792,"1"
"8719",3,1,1096,1951,189964,"0","0",-118.033353,33.951866,"1"
"16070",4,3,2233,1968,130414,"0","0",-118.084968,34.039569,"1"
"14015",2,2,1357,1948,176429,"0","0",-118.374081,34.180232,"1"
"11675",3,1,1430,1954,275146,"0","0",-118.39824,33.924868,"1"
"18095",4,3,3081,1986,664000,"1","0",-118.54095,34.361558,"2"
"5544",2,3,1830,1983,706317,"0","0",-118.473,34.051,"2"
"1347",3,2,2312,1919,328136,"0","0",-118.190743,33.827375,"1"
"7130",2,2,925,1988,270000,"0","0",-118.561,34.4107,"1"
"17887",2,1,948,1928,246203,"0","0",-118.349423,34.027408,"1"
"17184",2,2,1693,2005,220516,"0","0",-118.552242,34.455473,"1"
"211",3,1,1546,1915,128451,"0","0",-118.201436,34.11103,"1"
"948",2,2,832,1949,158493,"0","0",-118.375,34.0189,"1"
"19262",4,5,2698,1915,989164,"0","0",-118.305413,34.07131,"2"
"5820",3,2,1192,1979,145069,"0","0",-117.982,34.1409,"1"
"5258",4,2,1707,1982,202593,"0","0",-118.080832,34.551799,"1"
"4393",5,3,2481,1997,291262,"1","0",-118.241379,34.648941,"1"
"6843",3,2,1864,1956,303031,"0","0",-118.493608,34.245087,"1"
"19227",5,3,2070,1963,305480,"0","0",-118.255818,33.973274,"1"
"17759",2,2,1840,1950,652225,"0","0",-118.200576,34.143915,"2"
"3749",5,4,3198,1939,630933,"0","0",-118.10147,34.007926,"2"
"15630",6,3,2246,1960,43644,"0","0",-118.274749,33.992659,"1"
"4956",4,2,1580,1955,486000,"0","0",-117.904282,34.073794,"1"
"10741",3,3,1452,1979,222121,"0","0",-117.806639,34.096502,"1"
"12695",2,1,648,1922,245336,"0","0",-118.202733,34.113064,"1"
"12688",4,2,1486,1957,179232,"1","0",-118.161202,34.701451,"1"
"2228",2,3,2002,1956,95637,"0","0",-118.34702,34.006668,"1"
"3868",2,2,821,1995,134010,"0","0",-118.149,33.9732,"1"
"4879",3,2,1568,2004,1070000,"0","0",-118.181,33.7654,"2"
"14381",3,1,1010,1949,251235,"0","0",-118.012262,34.096579,"1"
"182",1,2,1211,1976,203605,"1","0",-118.307068,33.761597,"1"
"470",3,2,1258,1950,525212,"1","0",-118.4255,34.167235,"1"
"3890",2,1,1002,1954,141531,"0","0",-117.936479,34.013512,"1"
"3873",3,2,1542,1963,60482,"0","0",-117.93923,34.018965,"1"
"15975",5,3,2755,1989,524045,"0","0",-117.866936,34.035754,"1"
"6717",5,2,1925,1927,228091,"0","0",-118.121095,34.170674,"1"
"2662",2,1,856,1941,171347,"0","0",-118.366004,34.030496,"1"
"5076",3,2,1168,1957,178183,"0","0",-118.431466,34.249745,"1"
"13424",3,2,1615,1968,529864,"0","0",-117.798094,34.024539,"1"
"6663",3,1,1191,1950,67200,"0","0",-118.522602,34.186377,"1"
"3242",3,3,2768,1987,595251,"0","0",-118.777734,34.150723,"2"
"11424",3,2,1492,1954,304622,"0","0",-118.277694,33.819078,"1"
"3463",3,1,929,1949,135063,"0","0",-118.417187,34.253549,"1"
"10355",3,2,1841,2006,210000,"0","0",-118.066019,34.710836,"1"
"12716",3,2,1441,1956,123878,"0","0",-118.285094,34.264168,"1"
"11206",3,2,1913,1939,751287,"0","0",-118.112138,34.107798,"2"
"16695",3,2,1248,1956,147000,"0","0",-118.123737,34.583452,"1"
"18839",3,1,1168,1947,263293,"0","0",-118.356854,34.016657,"1"
"14576",4,2,1842,1955,237142,"0","0",-117.931118,34.084016,"1"
"829",4,2,1589,1957,68964,"0","0",-118.116421,34.709897,"1"
"2282",3,2,1176,1992,283548,"1","0",-118.294,34.065,"1"
"3691",3,2,1360,1964,252398,"1","0",-118.40221,34.161517,"1"
"6816",2,3,1631,1994,957015,"0","0",-118.39,34.0781,"2"
"8318",3,2,1576,1956,91908,"0","0",-118.028591,34.120812,"1"
"9152",3,2,1464,1960,296391,"0","0",-118.012052,33.934813,"1"
"18729",2,2,1103,1983,87001,"0","0",-118.080779,34.556924,"1"
"3793",3,2,1283,1955,560000,"1","0",-118.507272,34.187814,"1"
"59",5,3,2821,1962,158391,"1","0",-118.546301,34.248555,"1"
"14709",2,1,1216,1940,254567,"0","0",-118.33035,34.019751,"1"
"13693",4,2,2124,1980,556863,"1","0",-117.971176,33.986937,"1"
"15982",5,5,4033,1928,363742,"0","0",-118.427266,34.069291,"1"
"11351",3,2,1614,2004,538000,"0","0",-118.004521,34.138848,"1"
"18369",3,3,1773,1998,463000,"0","0",-118.09628,33.981735,"1"
"6626",2,3,2214,1986,311846,"1","0",-118.34,34.0052,"1"
"12166",3,2,1817,1956,229423,"0","0",-118.183476,33.91092,"1"
"17868",1,1,764,1971,222658,"0","0",-118.383,33.983,"1"
"18377",4,3,2788,1988,578982,"0","0",-117.839945,34.054033,"1"
"9239",3,2,1322,1987,402038,"0","0",-118.145,34.1548,"1"
"10740",2,1,1545,1946,63517,"0","0",-118.366624,34.026476,"1"
"12666",4,2,1478,1969,52147,"0","0",-118.108812,34.696205,"1"
"1593",3,2,1576,1954,173981,"0","0",-118.418074,34.240473,"1"
"16143",3,3,2166,1964,525776,"1","0",-118.374383,34.130355,"1"
"2675",1,1,774,1925,84442,"0","0",-118.348207,33.942443,"1"
"7461",2,2,1348,1941,367866,"0","0",-118.273149,34.159838,"1"
"3942",2,2,1990,1936,78857,"0","0",-118.358463,34.052434,"1"
"2053",2,1,1192,1925,30598,"0","0",-118.179627,34.074658,"1"
"19374",3,3,1823,1990,249571,"0","0",-118.155108,34.582318,"1"
"1374",1,1,984,1963,255087,"1","0",-118.383,34.0927,"1"
"4823",3,2,1161,1957,223459,"0","0",-118.276885,33.825953,"1"
"16678",2,1,1244,1912,305480,"0","0",-118.301651,33.989942,"1"
"10804",2,1,816,1937,275660,"0","0",-118.197455,33.993524,"1"
"7072",4,2,2127,1962,312545,"1","0",-118.271781,34.24106,"1"
"11306",3,3,1605,2002,543158,"0","0",-118.012,34.1496,"1"
"10955",1,1,838,1973,258737,"0","0",-118.495,34.0304,"1"
"13288",3,2,1194,1950,73878,"0","0",-118.252553,34.230961,"1"
"153",3,1,1056,1952,206578,"0","0",-118.074309,33.841404,"1"
"6810",4,3,2214,2001,323203,"0","0",-118.464221,34.236888,"1"
"17131",2,1,1057,1950,260584,"0","0",-118.13062,33.929866,"1"
"4515",4,3,2248,1941,812371,"0","0",-118.391944,34.152976,"2"
"13701",2,1,840,1972,273285,"1","0",-118.443,34.0533,"1"
"2854",2,2,1061,1962,89409,"1","0",-118.456,34.2231,"1"
"12540",2,1,1263,1938,315499,"0","0",-118.46596,34.017578,"1"
"12815",3,2,1554,1959,492425,"1","0",-118.473085,34.319207,"1"
"19621",2,1,727,1957,282000,"0","0",-118.15306,33.904135,"1"
"9075",4,2,1579,1957,276438,"0","0",-117.841193,34.139059,"1"
"18557",5,3,2390,1998,360067,"0","0",-118.557649,34.204576,"1"
"19608",3,2,1178,1973,461000,"0","0",-117.874506,33.986402,"1"
"13430",4,1,2464,1914,48417,"0","0",-118.0946,34.091392,"1"
"9458",4,2,1376,1963,225900,"0","0",-118.530285,34.428302,"1"
"3359",3,2,1760,1962,663262,"1","0",-117.962936,33.987023,"2"
"13782",3,1,1173,1950,387824,"0","0",-117.889658,34.100422,"1"
"4277",2,1,1106,1944,293345,"0","0",-118.137156,33.863108,"1"
"6073",3,2,1842,1924,39086,"0","0",-118.18968,34.117631,"1"
"3398",3,3,1701,1988,361778,"0","0",-117.80381,34.014058,"1"
"3387",4,3,2192,1968,486700,"0","0",-118.550345,34.383622,"1"
"845",2,1,904,1949,141807,"0","0",-118.20088,33.942641,"1"
"16935",4,3,1826,1991,234201,"0","0",-118.015554,34.058963,"1"
"3093",4,2,1881,1941,66846,"0","0",-118.124332,34.082614,"1"
"3263",6,3,2325,1922,264371,"0","0",-118.339227,33.976917,"1"
"5755",4,3,2582,1983,590978,"1","0",-117.759869,34.14637,"2"
"19010",4,3,1733,1986,331041,"1","0",-118.47942,34.411197,"1"
"8647",3,2,1767,1951,77613,"0","0",-118.124286,33.968762,"1"
"5202",2,1,702,1956,238563,"0","0",-118.413937,34.257897,"1"
"7099",3,2,1617,1960,644683,"1","0",-118.642527,34.183002,"2"
"15275",3,3,2158,1996,477000,"0","0",-118.386455,34.438514,"1"
"17824",5,3,2922,1945,795244,"0","0",-118.372159,34.046152,"2"
"18961",2,1,702,1930,240976,"0","0",-118.209638,33.948607,"1"
"14435",2,1,934,1920,200977,"0","0",-118.293648,33.991645,"1"
"7559",2,3,1414,1939,467391,"0","0",-118.34501,34.148505,"1"
"16674",3,2,1359,1957,73589,"0","0",-118.11748,34.699493,"1"
"4171",2,1,1095,1937,196447,"0","0",-118.056182,33.995514,"1"
"18987",4,2,1732,1979,196797,"0","0",-118.449909,34.249056,"1"
"14699",5,2,1998,1960,219527,"0","0",-117.954954,34.101147,"1"
"4586",3,1,1016,1955,116711,"0","0",-118.150999,34.709382,"1"
"1918",2,2,1380,1938,43441,"0","0",-118.195384,34.028733,"1"
"7177",3,1,1186,1951,420428,"0","0",-118.404572,33.921756,"1"
"7110",3,1,1114,1940,207718,"0","0",-118.396382,34.180553,"1"
"7767",3,3,1602,1978,481522,"1","0",-118.336842,34.21452,"1"
"9302",3,3,4113,1979,1276271,"1","0",-118.426974,34.115861,"2"
"5009",4,2,1428,1955,67675,"0","0",-118.010386,33.930725,"1"
"2768",4,3,3496,1963,786800,"1","0",-118.018681,33.975126,"2"
"18226",2,2,1215,1978,191827,"0","0",-117.736186,34.110789,"1"
"19775",4,2,1362,1974,231971,"0","0",-118.390038,34.455547,"1"
"6105",3,3,2532,1970,1152995,"0","0",-118.389511,34.120209,"2"
"14774",3,2,1298,1956,78025,"1","0",-118.021262,33.909248,"1"
"9712",2,1,1340,1931,375000,"0","0",-118.311853,33.963332,"1"
"13447",2,1,803,1964,107947,"0","0",-118.143242,33.895173,"1"
"5794",2,1,821,1948,168008,"0","0",-118.321535,33.875761,"1"
"12590",2,1,932,1948,543907,"0","0",-118.449065,34.03023,"1"
"12255",3,2,1241,1954,237757,"0","0",-118.470612,34.248638,"1"
"13638",5,5,3796,1961,632579,"1","0",-118.507383,34.294216,"2"
"15893",2,1,1038,1926,275973,"0","0",-118.318029,33.985936,"1"
"3782",5,2,1860,1957,47582,"0","0",-118.159439,34.587648,"1"
"16398",4,3,2273,1971,358102,"1","0",-118.585674,34.26749,"1"
"5914",4,2,2508,1931,910490,"0","0",-118.119054,33.753743,"2"
"13017",3,2,1170,1970,72842,"0","0",-118.092631,33.851575,"1"
"8211",3,1,1120,1954,347068,"0","0",-118.359025,33.855898,"1"
"71",3,2,1610,1961,89213,"0","0",-118.132603,33.808568,"1"
"12991",4,3,2107,1953,98176,"0","0",-118.11722,33.807755,"1"
"8700",3,2,1825,1954,206273,"0","0",-118.088766,33.96072,"1"
"17795",3,3,1664,1962,82792,"0","0",-117.875054,34.075483,"1"
"17920",3,1,1514,1939,443000,"0","0",-117.953496,34.069784,"1"
"713",3,2,1080,1945,444376,"0","0",-118.184683,33.842272,"1"
"18359",2,3,1336,1989,454036,"0","0",-118.468,34.05,"1"
"12476",2,1,1000,1953,318203,"0","0",-117.843732,34.134671,"1"
"3743",4,3,1908,1963,218745,"0","0",-117.732395,34.074421,"1"
"18526",2,1,823,1947,229833,"0","0",-118.394398,34.225309,"1"
"12548",4,3,2092,1958,287575,"0","0",-118.017797,34.046898,"1"
"6924",2,2,1614,1950,129178,"0","0",-118.501071,34.206885,"1"
"1549",3,2,1185,1953,92701,"0","0",-118.105975,33.811862,"1"
"3950",2,1,844,1950,85441,"0","0",-118.442981,34.023024,"1"
"17445",4,2,2187,1959,134580,"0","0",-118.368579,33.765828,"1"
"15288",4,2,1176,1922,141116,"0","0",-118.252724,33.98493,"1"
"19138",3,2,2224,1966,195455,"0","0",-117.912503,33.977938,"1"
"7003",2,2,1659,1950,282956,"0","0",-118.470919,34.059961,"1"
"9691",2,2,910,1988,205895,"1","0",-118.549,34.4137,"1"
"1594",3,2,1249,1942,388009,"0","0",-118.402912,34.008465,"1"
"11182",3,2,1625,1955,565000,"1","0",-118.47281,34.269725,"1"
"7122",3,1,1400,1926,642000,"0","0",-118.270578,34.157665,"2"
"17129",3,2,1172,1926,409000,"0","0",-118.340832,33.927324,"1"
"13615",2,2,1352,1984,327000,"0","0",-118.201,33.7713,"1"
"9430",2,3,2260,1991,1500000,"1","0",-118.433,34.0615,"2"
"18574",3,2,1850,1952,1028144,"0","0",-118.385104,34.134454,"2"
"10541",3,2,1395,1952,750000,"1","0",-118.436509,34.176198,"2"
"1434",3,3,1444,1999,348000,"0","0",-118.287878,33.959752,"1"
"8903",3,5,3721,2003,1143217,"0","0",-118.576501,34.154978,"2"
"4568",3,3,2231,1968,123383,"0","0",-118.525523,34.268943,"1"
"19782",3,2,1802,1962,136432,"0","0",-118.07858,34.119351,"1"
"7633",3,2,1356,1957,163197,"0","0",-118.414495,34.23714,"1"
"5025",2,1,1095,1895,74184,"0","0",-118.255589,34.017951,"1"
"101",3,3,2233,1955,156918,"1","0",-118.554092,34.245636,"1"
"12639",3,3,1820,2012,704582,"1","0",-118.376,33.9138,"2"
"9283",3,1,1600,1923,244452,"0","0",-118.250921,34.004544,"1"
"13612",4,4,2790,1955,486807,"0","0",-118.27918,34.027141,"1"
"10537",2,2,1662,1920,769000,"0","0",-118.29584,34.086237,"2"
"16745",3,2,1216,1978,81555,"0","0",-118.743819,34.139636,"1"
"12832",3,2,1800,1991,188035,"0","0",-118.660049,34.448003,"1"
"5058",3,2,1352,1957,230856,"0","0",-118.414463,34.281171,"1"
"13584",2,3,1022,1985,327118,"0","0",-118.009,34.1373,"1"
"9930",2,2,1234,1968,792234,"1","0",-118.252,34.0564,"2"
"4337",3,1,1036,1959,249437,"1","0",-118.067778,33.832987,"1"
"13321",2,1,848,1946,349408,"0","0",-118.048599,34.058744,"1"
"12196",4,4,2677,1988,821000,"0","0",-118.552135,34.177658,"2"
"15551",3,2,2168,1979,466791,"0","0",-118.383628,33.863322,"1"
"833",3,2,1570,1958,236033,"0","0",-118.619938,34.1876,"1"
"13659",3,2,1645,1937,73226,"0","0",-118.364672,34.040739,"1"
"8294",3,2,1276,1953,302128,"0","0",-118.323549,33.8781,"1"
"3083",3,2,1230,1964,53167,"0","0",-118.395328,34.282053,"1"
"12771",3,2,1222,1953,141585,"0","0",-118.156978,33.9223,"1"
"8660",3,2,2250,1965,702989,"1","0",-118.333589,33.815362,"2"
"1809",6,3,3656,1916,282000,"0","0",-118.330343,34.041286,"1"
"19164",3,3,2852,1952,1064637,"1","0",-118.176581,34.160637,"2"
"16451",3,1,1247,1953,191516,"0","0",-117.898513,34.097998,"1"
"15226",4,2,1436,1992,176580,"0","0",-118.049448,34.550388,"1"
"15908",6,5,2967,1948,765000,"0","0",-118.095032,34.049678,"2"
"16367",3,3,1969,1986,178191,"0","0",-118.042429,34.565659,"1"
"15314",3,2,1755,2006,119624,"0","0",-117.837307,34.597734,"1"
"5437",1,2,944,1954,900914,"0","0",-118.35925,34.117081,"2"
"6513",2,1,1603,1950,52967,"0","0",-117.946881,34.074292,"1"
"1283",1,1,600,1987,233702,"1","0",-118.598,34.1703,"1"
"18298",2,3,2083,1979,300106,"0","0",-118.373,34.0624,"1"
"10969",2,1,1241,1938,275215,"0","0",-118.145909,34.075063,"1"
"7782",3,2,1940,1949,632000,"0","0",-118.143413,33.785107,"2"
"16349",3,1,964,1960,250788,"0","0",-117.894243,34.012528,"1"
"7516",3,1,854,1922,171960,"0","0",-118.2366,33.97153,"1"
"16331",4,2,1476,1940,313853,"0","0",-118.198981,33.922566,"1"
"10029",3,2,1606,1954,299471,"1","0",-117.848011,34.136709,"1"
"11953",2,2,864,1950,397000,"0","0",-117.935401,34.093803,"1"
"4630",3,2,1586,1920,200697,"0","0",-118.292759,33.984397,"1"
"15832",3,2,1746,1952,72847,"0","0",-117.940038,34.077196,"1"
"10798",3,2,1650,1926,330022,"0","0",-118.231641,34.205014,"1"
"8010",4,3,2603,1946,547622,"1","0",-118.236788,34.227914,"1"
"17686",3,2,1610,1953,296822,"0","0",-118.425383,34.24677,"1"
"17881",1,1,713,1947,152987,"0","0",-118.231282,34.237378,"1"
"12857",2,2,1623,1951,162918,"0","0",-118.4311,34.141363,"1"
"1896",3,2,1470,1937,165601,"0","0",-118.03979,33.96393,"1"
"3878",3,2,1144,1961,429745,"0","0",-118.355371,33.879619,"1"
"7510",6,2,3677,1948,447961,"0","0",-118.142467,34.168257,"1"
"15549",2,2,1390,1965,237036,"1","0",-118.697693,34.164463,"1"
"495",2,2,1058,1980,249000,"0","0",-118.17,33.7988,"1"
"5651",4,3,2070,1965,673758,"1","0",-118.362436,34.250781,"2"
"6912",3,1,1030,1950,543158,"0","0",-118.121261,33.813432,"1"
"7190",2,1,873,1962,155977,"1","0",-118.247,34.1511,"1"
"2467",3,2,1373,1959,64151,"0","0",-117.920915,34.057956,"1"
"19263",3,1,1454,1939,76971,"0","0",-118.33096,34.183787,"1"
"15439",3,2,1304,1947,267145,"0","0",-118.225793,33.881276,"1"
"14786",4,2,2091,1925,1246719,"1","0",-118.324256,34.073712,"2"
"3968",4,5,3023,1959,461134,"1","0",-118.449466,34.134699,"1"
"18049",4,4,2450,1966,717000,"1","0",-118.546958,34.29265,"2"
"11748",3,2,1386,1942,326427,"0","0",-118.365076,33.928826,"1"
"11020",3,2,1585,1954,299145,"0","0",-118.314814,33.924593,"1"
"9922",2,1,1015,1928,40542,"0","0",-118.22172,33.948084,"1"
"773",2,1,820,1945,303000,"0","0",-118.247088,33.919525,"1"
"13847",2,2,1015,1980,143123,"0","0",-118.123,34.1504,"1"
"6758",2,1,1146,1951,234197,"0","0",-118.057589,33.974268,"1"
"692",3,2,1275,1954,123047,"0","0",-118.452153,34.251956,"1"
"14553",3,2,1559,1950,377967,"0","0",-118.023444,33.952932,"1"
"9138",3,2,1587,1955,330690,"0","0",-118.107681,33.921729,"1"
"19749",3,2,1570,1959,242731,"0","0",-118.614506,34.210332,"1"
"6215",3,3,1946,1979,234713,"0","0",-117.94147,33.990877,"1"
"9011",3,2,1468,1950,58768,"0","0",-118.094169,33.906108,"1"
"4794",4,2,1548,1980,350015,"0","0",-117.956126,34.076058,"1"
"15099",3,2,1406,1971,155655,"0","0",-117.774464,34.136009,"1"
"19637",3,3,2157,2008,654157,"0","0",-118.44768,34.04416,"2"
"13914",4,1,2520,1908,308996,"0","0",-118.313931,34.042615,"1"
"15483",3,4,2402,1999,437533,"0","0",-118.024555,34.13491,"1"
"18016",3,2,1572,1959,141747,"0","0",-118.213828,34.657609,"1"
"8983",2,1,732,1941,194245,"0","0",-118.175261,34.065951,"1"
"17525",3,2,1224,1943,259527,"0","0",-118.123302,33.826485,"1"
"18380",3,2,1463,1983,576864,"0","0",-117.888391,34.021281,"1"
"17835",4,2,2171,1921,138146,"0","0",-118.320167,34.000892,"1"
"17022",4,4,2228,1940,233692,"0","0",-118.32818,34.024443,"1"
"10625",3,2,1595,1951,509714,"0","0",-118.511433,34.197995,"1"
"16832",2,3,2001,1948,745245,"1","0",-118.376092,34.098058,"2"
"11628",3,1,1522,1922,205880,"0","0",-118.33408,34.057746,"1"
"12380",2,3,1739,1952,149280,"1","0",-118.419737,34.167683,"1"
"2506",1,1,1510,1929,175721,"0","0",-118.276142,33.79296,"1"
"11013",3,2,1594,1942,335847,"1","0",-118.394109,34.034527,"1"
"13796",3,3,1294,1991,155929,"0","0",-118.17529,34.696468,"1"
"13212",4,2,1144,1956,70014,"0","0",-118.029771,33.907229,"1"
"14838",2,3,1580,2007,779862,"0","0",-118.372,34.0861,"2"
"10885",4,2,1992,1978,218676,"1","0",-118.109064,34.022231,"1"
"2875",4,2,1144,1962,296534,"0","0",-118.474655,34.425125,"1"
"3422",4,2,2066,1959,294317,"1","0",-118.502815,34.254127,"1"
"12822",3,2,2046,1966,102262,"1","0",-118.662002,34.17937,"1"
"13099",2,3,2936,2008,2182787,"0","0",-118.535579,34.045603,"2"
"17031",3,2,1603,1968,238000,"0","0",-117.797478,34.023231,"1"
"15903",3,2,1198,1983,222624,"0","0",-118.399975,34.447427,"1"
"1384",5,3,2311,1965,455709,"1","0",-118.504665,34.306891,"1"
"12207",5,2,1923,1947,319951,"0","0",-118.344597,33.907789,"1"
"18630",4,3,2236,1988,492881,"1","0",-118.300231,33.862608,"1"
"16921",3,3,2360,1996,432834,"0","0",-118.023,34.1327,"1"
"16505",3,2,1184,1964,49026,"1","0",-118.416,34.1851,"1"
"3715",3,2,1413,1928,94339,"0","0",-118.385183,34.024214,"1"
"15216",1,2,950,1963,44824,"1","0",-118.342,33.8177,"1"
"8475",3,2,1443,1965,438369,"0","0",-118.072116,34.066694,"1"
"4727",2,2,1356,1946,438830,"0","0",-118.042109,34.163317,"1"
"959",3,2,1855,2008,311000,"0","0",-118.152311,34.597932,"1"
"7698",3,2,1368,1940,457702,"1","0",-118.139803,34.069955,"1"
"6864",3,1,1000,1953,164714,"0","0",-118.2405,33.906963,"1"
"13628",3,3,2147,1955,306109,"0","0",-118.386624,33.810142,"1"
