,bedroomcnt,calculatedbathnbr,calculatedfinishedsquarefeet,yearbuilt,taxvaluedollarcnt,poolcnt,hashottuborspa,Longitude,Latitude
2491516,2,1.5,1349,1977,160987,0,0,-117.939458,33.760074
65598,4,3,3318,2004,1009645,1,0,-117.939328,33.648424
350798,4,3,2489,1960,104142,0,0,-118.074413,33.801155
802113,3,3.5,2328,2006,1476219,1,0,-117.913721,33.6119
2246732,4,2,1658,1972,88600,0,0,-118.034011,33.757322
1006337,4,2,1651,1968,575000,0,1,-117.883297,33.92773
1019757,3,2,1852,1958,330725,0,0,-118.103323,33.747425
1622044,2,1,781,1983,193182,0,0,-117.68,33.6421
216700,3,2.5,1464,1975,353859,0,0,-117.786953,33.692746
1224054,4,2,1552,1963,495000,0,0,-117.8996,33.794014
256409,3,2,1441,1955,58981,0,0,-117.832784,33.795215
718901,3,2,1207,1956,51316,0,0,-117.975532,33.843343
1156961,3,2,1702,1973,633122,0,0,-117.818409,33.648954
338785,4,2.5,2161,1977,299939,0,1,-117.702627,33.638013
2342975,3,2.5,1114,2001,1101000,0,0,-117.933212,33.615999
858642,4,3.5,2212,2008,588845,0,0,-117.856153,33.839074
460215,3,2,1234,1968,571000,1,0,-117.96884,33.739659
1318977,3,2,1283,1956,232803,0,0,-117.882343,33.868363
118632,5,2.5,3158,1954,138436,1,0,-117.931507,33.836916
815674,3,2,1696,1962,71906,0,0,-117.827548,33.816051
1033834,3,2,1332,1971,210097,0,0,-117.829719,33.812884
200619,4,2,1884,1966,164661,1,0,-117.952012,33.859574
680379,3,2,1320,1976,326192,0,0,-117.736548,33.623091
1320970,4,4.5,4249,1992,1463827,1,1,-117.692485,33.498102
1320207,4,3,2787,1973,439334,0,1,-117.780975,33.849055
489652,2,2,1402,1975,275073,0,0,-117.645458,33.445811
1321264,1,1,560,1981,201423,0,0,-117.892,33.6992
911322,3,2.5,1282,1985,610000,0,0,-117.905,33.6403
2329213,4,2,1568,1962,311979,0,0,-117.828539,33.736732
911207,4,2.5,1708,1962,274744,0,0,-117.856761,33.772504
1498119,2,2,1054,1983,239235,1,0,-117.773999,33.71606
52375,4,2.5,2808,1979,614476,0,1,-117.685751,33.549291
2001564,4,2,1877,1972,158924,1,0,-118.092815,33.748485
2385256,3,2.5,1606,2001,545000,0,0,-117.577341,33.456838
1129695,3,2.5,1982,1993,312304,0,0,-117.664729,33.689125
1457480,2,1,1142,1926,222884,0,0,-117.614058,33.420663
1851889,4,2,1615,1962,571327,0,0,-117.872809,33.826334
2560039,4,2,1588,1954,229799,0,0,-117.979194,33.793109
1513698,3,3,2004,2005,519909,0,0,-117.75278,33.699675
2003268,2,2.5,1068,1974,480000,0,0,-117.79172,33.697683
381133,3,2.5,2368,2002,570743,0,0,-117.961444,33.883094
24435,3,2,1581,1964,496134,0,0,-117.809647,33.86697
2084829,3,2.5,1584,1984,371363,0,0,-117.647069,33.657428
1565188,3,2,1358,1956,287020,0,0,-117.941774,33.826604
1948095,3,2,1720,1978,797361,1,0,-117.754936,33.717927
1239292,4,3,2431,1964,394349,0,0,-117.657288,33.465473
190046,4,4.5,3786,2005,1301139,1,1,-117.63734,33.539653
1744299,2,1.5,1124,1969,201929,0,0,-117.832,33.7682
748510,2,2,1027,1995,194665,0,0,-117.720682,33.566252
1171537,2,2,1073,1978,158961,0,0,-117.797788,33.683229
77740,4,2.5,2361,1957,131346,0,0,-117.909239,33.881853
680279,2,2.5,1523,1972,993233,0,0,-117.927,33.6157
1307286,3,2,1821,1977,253811,0,0,-117.703829,33.642406
93174,3,2,1290,1971,220987,0,0,-117.733057,33.619337
1100537,3,1.5,1176,1953,184783,0,0,-117.934133,33.863564
77704,1,1,937,1944,116017,0,0,-117.950844,33.932996
2165227,3,2.5,1367,1973,284720,0,0,-118.040028,33.754156
2532775,4,2.5,2070,1969,135437,1,0,-117.95813,33.658936
1934136,4,2,1727,1962,317757,1,0,-117.846156,33.816754
924061,4,2.5,2350,1976,505826,1,0,-117.920381,33.72632
1592406,3,2,1451,1959,561558,0,0,-117.923507,33.67845
1839106,5,2.5,2745,1963,132990,1,0,-117.789145,33.768152
2043654,3,3,2062,2006,599844,0,0,-117.754604,33.529622
2724922,3,2,1216,1970,65400,0,0,-117.774328,33.6948
1839036,3,2,1398,1975,240209,0,0,-117.800718,33.659844
284115,4,3,3644,1980,854820,1,0,-117.677365,33.588599
1524156,1,1,627,1935,383147,0,0,-117.61816,33.746907
773714,4,1.5,1158,1954,329302,0,0,-117.973277,33.771959
2465235,3,2.5,1646,1976,377707,0,0,-117.792632,33.847875
2343519,4,4.5,3886,1999,853227,1,1,-117.589119,33.572759
1374499,4,3,2156,1970,352207,1,0,-118.025684,33.79261
2014907,3,1,1326,1951,251255,1,0,-117.971933,33.777783
1605594,2,1,1197,1951,181402,0,0,-117.947579,33.874393
2587590,4,2.5,1840,1965,371880,1,0,-118.024119,33.709269
2232437,3,1,1189,1956,63191,1,0,-117.882049,33.873535
1867038,1,1,560,1971,182253,0,0,-117.878,33.8828
1702720,3,2.5,1690,1989,426668,0,0,-117.827309,33.679016
2137277,3,2,1491,1974,167584,0,0,-117.985216,33.731721
1184348,3,3,2363,1990,469892,0,0,-117.63266,33.683499
2154284,3,2.5,1728,1972,423849,0,0,-118.007204,33.675685
2110699,4,4,4077,1983,1708632,1,0,-117.80206,33.889304
91458,3,1,949,1947,404000,0,0,-117.905945,33.825209
993508,3,3.5,1703,1994,662849,0,0,-117.773508,33.533122
12780,3,3,2893,2002,788461,0,0,-117.831774,33.924926
1538470,3,2,1400,1973,287679,1,0,-118.032984,33.84611
1320868,4,3,3335,1983,979626,1,0,-117.699386,33.505514
1975303,3,2,1779,1969,103758,1,0,-117.702246,33.628279
2260369,6,5,4678,1986,1845673,1,1,-118.01127,33.691719
201504,3,2,1553,1958,596000,0,0,-117.898436,33.905368
340725,4,3,2315,2010,786769,0,0,-117.742131,33.691456
2724209,4,2,1988,1967,432776,0,0,-118.057182,33.823514
1660555,3,2,1834,1967,72676,0,0,-118.000098,33.8057
2575123,4,3,2552,1989,612732,1,0,-117.689203,33.516078
1497433,3,2.5,2271,1995,121112,0,0,-117.892342,33.89349
2478183,5,3,2162,1959,210729,1,0,-118.025721,33.787844
993964,2,2,1010,1986,283504,0,0,-117.581664,33.651586
187056,4,3,2373,1959,213245,0,0,-117.945969,33.761944
2726496,4,3,3008,2002,938000,0,0,-117.915521,33.898048
1866313,4,3,2218,1994,499171,1,1,-117.664906,33.691371
1442272,3,2,1044,1958,346752,0,0,-117.888446,33.731312
2628179,4,2,1389,1964,559126,0,0,-118.019055,33.720161
2179060,4,3,2766,1967,607412,0,1,-117.915498,33.945303
1988654,4,3.5,3799,1979,1179663,0,0,-117.925748,33.623432
269955,3,2,1873,1983,259941,0,0,-117.763583,33.886834
353449,1,1,592,1985,125394,0,0,-117.947103,33.778459
1949153,2,2,826,1985,250804,0,0,-117.678,33.5514
2099013,2,1.5,968,1967,575780,0,0,-117.989675,33.674123
487202,0,1,350,1946,716056,0,0,-117.739794,33.499738
1839766,2,1,897,1971,202542,0,0,-117.667645,33.510985
2616525,3,2.5,1647,1973,581983,0,0,-117.938958,33.626532
800605,3,2.5,1646,1955,587732,0,0,-117.907549,33.879854
256596,3,2,1633,1969,483493,1,0,-117.813646,33.727054
1483814,4,2.5,1894,1994,294075,0,0,-117.849145,33.869067
1185702,3,2.5,1759,2003,582381,0,0,-117.774099,33.720109
2603519,4,2.5,2041,2002,672903,0,0,-117.764968,33.830005
776570,3,2.5,1549,2001,376747,0,0,-117.778452,33.730374
827892,3,2,1592,1920,245576,0,0,-117.912,33.8419
243320,2,2,1500,1969,490682,0,0,-117.679213,33.596193
283539,5,4.5,4418,1989,1370000,1,0,-117.814481,33.835973
1007652,2,1,879,1972,356000,0,0,-118.01048,33.716005
365161,3,2,1136,1958,242647,1,0,-118.016872,33.760563
1267918,3,2,1390,1956,70304,1,0,-117.924593,33.937417
1605528,4,2,1363,1962,304852,0,0,-117.948621,33.915956
1006838,2,2,1157,1987,268950,0,0,-117.817402,33.678837
2464146,3,3,1652,1986,299912,0,0,-117.771815,33.836506
542139,3,2,1544,1965,816261,0,0,-118.023368,33.718208
1607693,3,2.5,3010,1987,90883,0,0,-117.588189,33.415818
368235,2,2.5,1931,2013,524108,0,0,-117.727356,33.578836
502138,4,3,2062,1977,295960,1,0,-117.835974,33.786773
801822,4,3,2563,1999,351690,1,1,-117.76455,33.881499
1062896,4,4.5,4365,2005,2074333,0,0,-117.80593,33.59958
1128886,3,3,2416,1977,413683,1,0,-117.935395,33.824527
2382837,3,1.5,1010,1960,177850,0,0,-117.983805,33.679688
1823971,3,2,1612,1963,61733,0,0,-117.885255,33.846582
2492798,4,2,1614,1973,413022,1,0,-117.785167,33.711291
502345,4,2.5,1946,1980,672899,0,0,-117.792614,33.677611
461790,2,2,1503,1980,223433,0,0,-117.635603,33.617832
2082691,4,2,1343,1954,73100,0,0,-118.025489,33.845611
1851376,4,2,1361,1959,412303,0,0,-118.021057,33.786588
613286,4,2,1738,1964,432903,0,0,-117.970814,33.731483
1526269,2,2,1105,1973,239274,0,0,-117.749,33.6141
2423759,3,2,1274,1962,382095,1,0,-118.011851,33.739579
1445142,4,4,3418,2005,1351888,0,0,-117.749475,33.704854
1362572,3,2.5,1285,1989,435025,0,0,-117.827704,33.675778
2111729,5,4.5,4683,1966,773346,1,0,-117.665166,33.585067
2588724,3,2,1894,1965,429720,0,0,-117.705531,33.620898
1728989,3,2,1146,1965,71827,0,0,-118.024581,33.703562
1443194,5,3.5,4094,1990,1050000,1,1,-117.735314,33.890166
2015602,3,2,2016,1962,592413,0,0,-117.834039,33.888028
106940,3,2,2394,1985,382936,0,0,-117.698113,33.58079
2300711,3,2.5,1810,1971,426366,0,0,-117.98102,33.894087
407809,2,2,1385,1964,269158,0,0,-117.953,33.805
2589234,2,1.5,1088,1981,161819,0,0,-117.79,33.7911
748366,3,3,2987,1977,942335,0,0,-117.57575,33.620784
107913,3,1.5,1156,1985,154414,0,0,-117.710057,33.571508
1770693,3,2,1447,1971,201854,0,0,-117.872474,33.70243
719963,2,3.5,2602,1971,790578,0,1,-117.798281,33.887206
653412,2,2,916,1984,121162,0,0,-117.645,33.6609
800929,3,2,1225,1960,155750,0,0,-117.941412,33.749779
829968,3,2,1489,1974,389669,0,0,-117.65207,33.452296
2696783,3,2,1320,1969,227510,0,0,-118.010692,33.708913
1307972,2,2,1546,1975,297090,0,0,-117.645458,33.445811
2398549,3,2.5,1322,1985,324210,0,0,-117.913,33.79
842670,4,2,1767,1966,316318,0,0,-117.813728,33.867876
1880179,2,1,1020,1971,445000,0,0,-117.66503,33.516125
1306387,3,2,4390,1969,225292,0,0,-117.879195,33.830395
1892106,3,2,1926,1957,827000,0,0,-118.077703,33.792761
1144559,5,3.5,3596,1999,1500728,0,0,-117.742155,33.721398
1796731,4,2,1507,1955,403681,0,0,-117.938229,33.800158
1254941,3,2.5,1579,2013,531456,0,0,-117.847363,33.909388
1089536,3,2.5,1508,1979,574000,0,0,-117.782414,33.676998
93478,4,4.5,4116,1998,1556000,1,1,-117.580157,33.585153
1497846,3,2,1770,1956,100308,1,0,-117.813684,33.752354
2304136,3,4,2982,2005,1526936,0,0,-118.007815,33.670213
1838476,4,2.5,2432,1986,707082,1,1,-117.833724,33.903615
1048890,3,2.5,1727,1986,250972,0,0,-117.681078,33.473083
543036,4,2,2125,1970,467359,0,0,-117.880611,33.701639
2315558,3,2,1771,1977,108561,0,0,-117.769658,33.797837
1087999,4,2,1440,1963,505835,0,0,-117.895713,33.935695
718969,3,2,1601,1956,78115,0,0,-118.076761,33.787303
392635,4,2,1775,1963,285727,0,0,-117.895598,33.906734
1619245,4,3.5,3339,1994,892541,0,0,-118.020227,33.68386
188673,5,3,2570,1973,339603,1,0,-117.685766,33.540556
2219761,3,2,1532,1947,412118,0,0,-118.034063,33.834211
1198944,2,2,1068,1989,117821,0,0,-117.899,33.6973
909777,3,1,1028,1952,345884,0,0,-117.961195,33.869032
1374148,4,2.5,2170,1958,237525,0,0,-118.001913,33.841274
964846,4,2,1572,1962,380448,0,0,-118.01406,33.741748
1472312,5,3.5,2902,2004,862962,0,0,-117.643034,33.53657
720472,3,1.5,1484,1943,411286,0,0,-117.86619,33.594203
216542,2,1,834,1972,123079,0,0,-117.669551,33.496027
1226322,3,2.5,1406,1985,339808,0,0,-117.798261,33.671052
1389286,4,2,1604,1973,247381,0,1,-117.643584,33.50918
680128,3,2,1026,1982,184930,0,0,-117.993209,33.822694
910404,3,2,1148,1963,364081,0,0,-117.914674,33.735525
1335074,1,1,620,1970,177668,0,0,-117.887,33.716
1919268,5,1,2464,1929,262606,0,0,-117.896037,33.607919
816661,1,1,473,1984,113487,0,0,-117.674,33.6242
1472581,2,2,916,1986,252000,0,0,-117.977785,33.773203
841422,3,2.5,1958,1980,385913,0,0,-118.007807,33.667416
1456867,3,2,1584,1975,446560,1,0,-117.899285,33.710326
77756,4,3,2355,2006,652805,0,0,-117.946238,33.865275
2534420,3,2.5,1232,1996,221878,0,0,-117.67331,33.684461
1114990,2,2,1337,1975,500395,0,0,-117.981915,33.69354
52752,1,1.5,920,1983,238583,0,0,-117.97,33.859
148743,3,2.5,1746,1984,438377,0,0,-117.687942,33.651985
23408,4,2,1397,1954,168541,0,0,-117.953333,33.792138
759903,3,2,2182,1955,1999908,1,0,-117.908089,33.617431
255024,4,2.5,1843,1976,240635,0,0,-118.00183,33.660097
1416184,3,2,1450,1957,521502,0,0,-117.911183,33.657097
2287716,3,2.5,1367,1973,220757,0,0,-118.037088,33.755074
2343282,3,2,1447,1969,315943,0,0,-117.68388,33.593455
1158217,3,2.5,2470,1999,852991,0,0,-117.769398,33.727229
2506992,3,2.5,1602,1994,302541,0,0,-117.640817,33.595671
1429647,4,2,1738,1968,225212,0,0,-117.836019,33.761524
2547030,4,2,1767,1966,71669,0,0,-117.814519,33.868204
2057041,2,2,1749,1956,181403,1,0,-117.801978,33.757208
202113,4,2.5,2440,1997,743511,0,0,-117.790639,33.712283
773342,4,2,1580,1923,348472,0,0,-117.870329,33.722035
433930,3,1,1216,1954,50632,0,0,-117.93514,33.654063
1306624,4,3,2007,1964,80334,0,0,-117.858773,33.882496
271161,1,1.5,936,1960,286186,0,0,-117.792,33.5446
1416412,4,3.5,3773,1996,668632,0,1,-117.754829,33.722668
65943,4,2.5,2339,1978,309705,0,0,-117.690697,33.58449
119507,3,2,1673,1968,79411,0,0,-118.038453,33.82349
855501,4,4,1599,2001,498000,0,0,-117.95075,33.769818
1265328,4,2,1227,1965,61041,0,0,-117.947751,33.685816
65846,3,4.5,3607,1992,676076,1,1,-117.658917,33.688654
2411079,5,3,2620,1972,143779,0,0,-117.785218,33.699954
79088,4,2.5,2101,1981,350211,1,0,-117.785712,33.819127
610164,1,1,492,1949,388987,0,0,-117.988338,33.809649
1703223,3,2,1969,1976,350830,0,0,-117.609453,33.436431
1007241,4,2.5,2881,1976,373492,0,0,-117.637087,33.511158
2179025,4,2,1718,1971,739000,0,0,-117.949696,33.891559
2329342,2,2,1191,1986,655347,0,0,-117.871319,33.652944
2031162,5,4,3191,2001,666787,0,0,-117.630589,33.555184
1130021,2,2,1502,1928,76040,0,0,-117.704198,33.471952
502411,4,2.5,2631,1965,143653,1,1,-117.791553,33.759087
1759376,3,2,1278,1955,85996,0,0,-117.971731,33.791482
39512,2,2.5,999,1982,148315,0,0,-117.922,33.7517
1743766,3,2.5,1684,1972,470040,0,0,-117.71011,33.619327
66631,1,1,676,1977,212000,0,0,-117.882,33.9045
611105,4,2,1662,1963,110032,0,1,-117.844102,33.800076
1523900,3,1,972,1939,817000,0,0,-117.73939,33.499544
953245,2,3,1261,1994,570350,0,0,-117.833516,33.608008
419358,4,2,1661,1964,91356,0,0,-117.959215,33.725793
419449,4,2.5,1698,1972,79717,0,0,-117.977632,33.675697
760536,5,3,2773,1967,117220,0,0,-117.952453,33.667406
857693,3,2.5,1390,1974,406185,1,0,-117.983321,33.689941
1702226,6,4,3483,1971,307193,1,0,-117.869803,33.892993
2275792,2,2.5,1515,1975,540282,0,0,-117.891314,33.610307
352744,2,2,1439,1981,387279,0,0,-117.635501,33.621955
2682850,2,1.5,1267,1977,254649,0,0,-118.018996,33.823003
2453863,2,2,1252,1988,188174,0,0,-117.731775,33.883771
1497155,3,1.5,1280,1966,312070,0,0,-117.93437,33.709952
2383842,6,3,2656,1975,446257,1,0,-117.809588,33.660032
121415,2,1,884,1982,161234,0,0,-117.673776,33.65913
1949142,3,2.5,1355,1984,224525,0,0,-117.887599,33.659326
2439541,1,1,862,1983,400008,0,0,-118.04,33.713
1892814,4,1.5,1249,1962,421966,0,0,-118.04123,33.814411
2356267,4,2.5,2616,1985,746760,1,0,-117.766834,33.893519
2656668,3,2.5,1689,1997,632000,0,0,-117.649691,33.679687
394649,3,2.5,2141,2001,681505,0,0,-118.046445,33.825016
297184,3,3,2833,1984,779963,1,0,-117.851336,33.881532
10291,4,2.5,2061,1971,120820,1,0,-117.957383,33.67162
966254,4,3.5,4071,1981,541681,0,0,-117.69784,33.541777
1006776,0,1,378,1961,196056,0,0,-117.934715,33.616285
1646994,3,2,1653,1954,331617,1,0,-117.983671,33.767979
255069,4,2,1307,1955,340306,0,1,-117.933286,33.846231
282174,3,2.5,1859,1957,71142,0,0,-117.95897,33.938175
1116443,3,2,1678,1973,131501,0,0,-117.657726,33.615037
1879703,3,2,2030,1961,92192,0,0,-117.812521,33.771252
1688815,3,2.5,1961,1965,93468,0,0,-117.789004,33.869099
92738,3,2,1619,1959,588845,0,0,-117.824275,33.805688
1703994,4,1.5,1119,1959,52544,0,0,-118.038535,33.789373
2425771,2,1,928,1978,177194,0,0,-117.781293,33.677368
609882,4,3,1853,1955,405847,0,0,-117.971067,33.841639
841784,3,1,913,1949,316018,0,0,-117.914167,33.761053
37442,4,3,3196,1978,449734,0,0,-117.963093,33.638112
2246837,3,2,1240,1977,340817,0,0,-117.934324,33.826984
2615728,4,2.5,2068,1989,913725,0,0,-117.819342,33.681442
2071191,4,2,1463,1974,456247,0,0,-117.658758,33.631248
2383226,4,3,1499,1975,318311,0,0,-117.920536,33.931008
1047014,4,2,1602,1955,305802,0,0,-117.940067,33.821143
1334518,4,3,2722,1979,726000,0,0,-117.69764,33.640751
2629988,2,2,965,1993,408350,0,0,-117.689975,33.520532
1989493,3,2,1211,1971,214091,0,0,-117.869495,33.845617
1878990,4,3.5,2636,1964,477065,0,0,-117.957863,33.689833
1116692,3,2,1238,1972,120665,0,0,-117.715865,33.505125
1472970,3,2.5,1685,2011,540926,0,0,-117.739307,33.703583
53798,3,2.5,2444,2005,951655,0,0,-117.998434,33.690166
1196917,3,2,1634,1967,71303,0,0,-117.963708,33.6535
1524054,3,1.5,1125,1955,213218,0,0,-117.936881,33.799946
340758,4,2,1534,1955,289491,1,0,-117.953751,33.83011
282832,3,2.5,1945,1964,81932,1,0,-117.900232,33.686326
1238225,4,2,1689,1929,201951,0,0,-118.00305,33.864857
1660272,3,1.5,1200,1955,237772,0,0,-117.858464,33.734046
1510776,4,2,1629,1964,566693,0,0,-118.019223,33.743489
2001682,3,2,1301,1955,242368,0,0,-118.028402,33.842592
869967,3,2.5,2119,1978,505287,0,0,-117.8912,33.932403
405796,3,2,1892,2008,914000,0,0,-117.933208,33.67768
1224520,4,2,1478,1961,267265,0,0,-118.03038,33.856789
828557,6,3,2589,1976,389797,1,0,-117.968691,33.69429
2219305,3,2.5,1573,1958,539000,1,0,-117.949983,33.81176
271140,3,2.5,1263,1974,316227,0,0,-117.906,33.7077
1442098,4,3,2402,1954,513434,0,0,-117.951031,33.786051
256509,3,1,1011,1950,185577,0,0,-117.901023,33.728574
1060891,4,2,1560,1972,504513,1,0,-117.800486,33.87084
1839226,2,2,1342,1977,278804,0,0,-117.709499,33.621604
2357524,3,2.5,1395,1975,176621,1,0,-117.984503,33.68989
1772869,2,2,1621,2007,537000,0,0,-117.7176,33.695564
722436,2,2,855,1988,174623,0,0,-118.01078,33.821071
1292640,3,2,1864,1965,166057,0,0,-118.050512,33.713648
460803,3,2.5,1884,1977,494957,0,0,-117.863259,33.875287
1758081,2,2,1331,1976,504000,0,0,-117.749,33.6054
1987789,4,2.5,2067,1982,495975,1,1,-117.965467,33.688874
691676,3,2,1875,1959,345673,0,0,-117.929501,33.79968
1350133,3,3,1666,2012,485867,0,0,-117.715829,33.697577
2683491,2,3,1787,1988,321397,0,0,-117.887848,33.902253
132860,4,2,1735,1963,585818,0,0,-117.961936,33.739348
1170267,3,2,1256,1968,151722,0,0,-117.826956,33.84822
2668422,2,1,879,1948,205133,0,0,-117.869705,33.725959
856493,3,2.5,1768,1965,621320,0,0,-117.822744,33.849529
1363190,4,3,2615,2003,816480,0,0,-117.601374,33.474311
680779,4,2.5,2532,2000,528854,1,1,-117.736922,33.568088
1661836,4,2,1615,1954,358979,0,0,-117.893249,33.757683
1281302,4,4.5,3683,2002,869182,0,0,-117.638522,33.562067
2003634,3,1,1142,1949,286797,0,0,-117.882282,33.718855
1919983,4,2.5,2000,1973,343814,0,0,-117.938228,33.705601
339170,4,2.5,2045,1991,451778,1,1,-117.618839,33.613807
1075303,3,2,1732,1959,99843,0,0,-117.601829,33.419852
1825681,4,2.5,2144,1990,649355,0,0,-117.737475,33.594931
26522,4,3,2583,2005,860000,0,0,-117.595476,33.479006
2669253,3,2,1513,1965,534403,0,0,-117.945065,33.681728
803834,2,2,1268,2004,421232,0,0,-117.830339,33.628475
1757866,3,2.5,1444,1990,447300,0,0,-117.722092,33.561888
1472307,5,4.5,3711,2004,1099489,1,1,-117.648063,33.543318
2601523,3,1.5,1190,1965,329956,0,0,-117.825935,33.89581
501653,3,2,1000,1954,365811,0,0,-117.917693,33.785806
515915,3,2.5,2202,1964,665801,0,0,-117.877963,33.638411
1552316,4,3,3172,1968,110256,1,0,-117.788326,33.886347
1714997,4,4.5,4083,2010,312769,0,1,-117.981543,33.754621
1608448,2,2,1076,1996,416987,0,0,-117.809768,33.687003
1525467,3,2.5,2252,1976,290104,0,0,-117.8193,33.658396
298664,2,2.5,1267,1989,136959,0,0,-117.899,33.6973
1278614,4,2,1916,1957,412232,0,0,-117.935036,33.805982
1908100,2,2,1189,1976,191702,0,0,-117.75,33.6076
1648502,4,3,2714,1980,445668,0,0,-117.69261,33.655226
93553,3,3,2677,1992,815867,0,0,-117.620224,33.622053
1894324,2,1,786,1971,196271,0,0,-117.834145,33.844889
1581583,4,2.5,1770,2004,430738,0,0,-117.832005,33.87102
2179614,4,2.5,1852,1981,534612,0,0,-117.802479,33.686657
1184320,4,4.5,3252,1996,1223344,0,0,-117.762625,33.723006
2725050,4,2.5,2092,1978,204050,0,0,-117.765497,33.715474
529550,4,4,3291,1996,1526572,0,0,-117.883971,33.622619
1782817,3,2,1215,1968,299802,1,0,-117.860204,33.729079
1946869,4,1.5,1336,1971,197292,0,0,-118.00255,33.799812
1253191,3,2,981,1972,159154,0,0,-117.881,33.696
2316755,3,2,1334,1977,311822,0,0,-117.734,33.603
2329273,3,2,1017,1956,80323,0,0,-117.937224,33.657197
2069416,4,2,1287,1956,416758,0,0,-118.014241,33.829169
1524501,4,3,2224,1976,175543,0,0,-117.975404,33.679718
1797962,3,1,1394,1937,408901,0,0,-117.878671,33.755246
1347196,3,3,1589,1959,64736,0,0,-118.014468,33.853966
789368,2,1,1117,1928,371000,0,0,-117.636679,33.746165
2232539,3,2,1118,1955,375543,0,0,-117.989805,33.839658
828709,5,3,2250,1971,351494,0,0,-118.020136,33.792842
1608147,2,2.5,926,1987,188252,0,0,-117.5875,33.65121
2368500,3,2,1237,1960,460117,0,0,-117.958691,33.93334
1784805,3,2.5,2056,1989,774558,0,0,-117.703314,33.513599
282342,3,4.5,2952,1958,1054591,1,1,-117.879642,33.604879
2588015,4,2,1784,1963,101223,0,0,-117.860066,33.900206
1729037,4,2,1776,1968,725903,0,0,-117.937847,33.712
391634,2,1,1020,1941,362605,0,0,-117.911322,33.872866
2630794,2,2.5,1523,2003,6E+05,0,0,-117.850088,33.665651
2382911,4,2,1839,1968,345214,1,0,-118.006524,33.705264
557584,2,2.5,1336,1979,4E+05,0,0,-117.789039,33.787663
870166,3,2,1650,1973,690000,0,0,-117.829422,33.831538
2288615,4,3,2728,1962,1192844,1,0,-117.860261,33.587407
1172546,4,3,4187,2008,1107288,0,0,-117.966404,33.71413
449106,5,4.5,3130,2002,587259,0,0,-117.752809,33.874567
598325,4,2,1640,1976,313193,0,0,-117.643289,33.601724
352409,4,2,1570,1976,423230,1,0,-117.707446,33.647322
748953,2,2.5,2391,1981,1277000,0,0,-117.871275,33.632013
189219,3,1.5,1052,1972,226118,0,0,-117.870572,33.705779
1825261,3,2.5,1908,1962,257990,0,0,-117.856269,33.772976
1198124,3,2,1372,1969,230719,0,0,-117.713059,33.627469
1635052,3,2,1213,1976,186549,0,1,-117.704647,33.482191
1444463,2,2.5,1122,1977,102836,1,0,-117.934,33.9135
2084957,3,2.5,1758,1986,278038,0,0,-117.581835,33.653826
936882,5,4.5,3661,2000,794023,0,0,-117.962581,33.912127
2658735,2,1,3151,1918,1827450,0,1,-117.918754,33.625503
1974182,4,2,1386,1963,368134,0,0,-117.952593,33.683913
229572,3,3,2844,1997,441441,0,0,-117.77301,33.737985
610228,3,1.5,1159,1971,150891,0,0,-118.004726,33.801648
1677791,5,3,2567,1947,153195,0,0,-117.856788,33.766881
584470,4,2,2349,1977,735666,1,1,-117.612277,33.439038
230424,2,2.5,1173,1985,222219,0,0,-117.9938,33.810642
474566,4,3,1912,1963,184195,1,0,-117.848058,33.893271
2683246,4,2,2194,1966,315077,0,0,-118.064125,33.811313
2709790,3,2,1127,1955,277302,1,0,-117.864765,33.794638
992667,3,2,1542,1930,245112,0,0,-117.936647,33.932142
625399,5,3.5,3309,1976,460601,0,0,-117.703327,33.469604
244203,3,3,1759,1961,1190864,0,0,-117.938338,33.626486
666344,4,2.5,2687,1992,906092,1,1,-117.649296,33.594666
1293139,4,3,3447,1993,1044000,0,0,-117.806028,33.835764
2220213,3,2.5,3193,1976,1079210,1,1,-117.793086,33.774972
285034,2,1,934,1989,358000,0,0,-117.720013,33.59102
1469605,4,4,2702,1965,646363,0,0,-117.967578,33.719905
637722,5,3,2147,1965,225084,0,0,-117.964862,33.708418
570953,4,3.5,2459,1999,721225,0,0,-117.604565,33.624926
1813097,2,2,977,2000,297134,0,0,-117.737961,33.583325
147970,4,3,1497,1961,388017,0,0,-117.689997,33.468129
1442279,3,2,1244,1965,66708,0,0,-118.021178,33.704779
964999,3,2,1859,1964,107224,1,1,-117.96679,33.713618
2168212,4,2,1901,1972,76039,0,0,-118.05632,33.845383
2232377,4,3.5,3339,1993,1423000,0,0,-118.018814,33.682603
200844,5,3.5,1886,1956,367681,0,0,-117.889989,33.735881
2015490,4,2,1846,1957,634543,1,0,-117.916946,33.913474
23253,3,2,1743,1949,214429,0,0,-117.907816,33.615336
1155621,3,2,1204,1960,259664,0,0,-117.945755,33.74851
870042,3,2,1384,1972,68694,1,0,-117.8579,33.876596
118581,3,3,2144,1977,370802,0,0,-117.992887,33.674577
1279885,5,4,3681,1967,699887,1,1,-117.77111,33.769324
2342108,4,3,2221,1966,462997,1,0,-117.985949,33.682606
1510435,3,2.5,1596,1979,381640,0,0,-117.955027,33.746459
1062478,1,1,675,1981,104023,0,0,-117.677831,33.643472
2260662,3,2,1267,1963,419110,0,0,-118.016174,33.860616
1198368,3,2,1196,1971,197895,0,0,-117.601053,33.417803
2153862,4,3,2743,2003,641195,0,0,-117.958303,33.884415
1920753,3,2,1516,1971,324583,0,0,-117.783244,33.694747
282454,3,2,1600,1958,478012,1,0,-118.075031,33.780219
