"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","poolcnt","hashottuborspa","Longitude","Latitude","cluster"
"12256",2,2,1360,2009,"0","0",-118.479,34.0368,"1"
"10887",4,3,2233,2003,"0","0",-118.589279,34.221074,"2"
"13785",2,3,962,1987,"0","0",-118.23,34.2091,"2"
"13704",2,2,1140,1983,"0","0",-118.437,33.9575,"2"
"13458",3,3,2332,1962,"1","0",-118.611483,34.247933,"1"
"13731",4,3,1992,1962,"0","0",-118.374239,33.869832,"1"
"5802",3,1,850,1927,"0","0",-118.150719,34.027532,"2"
"13544",1,1,740,1972,"1","0",-118.389078,34.008921,"2"
"4203",1,1,963,1945,"0","0",-118.340004,34.107116,"1"
"7490",3,1,1433,1944,"0","0",-118.138929,33.86754,"2"
"18491",3,2,1818,1973,"0","0",-118.346167,33.880414,"2"
"10757",4,3,2499,1995,"0","0",-118.544267,34.444563,"2"
"10067",3,2,1299,1984,"0","0",-118.095616,34.565172,"2"
"11827",3,2,1391,1949,"0","0",-118.206748,33.81549,"2"
"7255",3,2,1360,1951,"0","0",-118.062852,34.092145,"2"
"4555",2,1,1010,1978,"1","0",-117.987,34.1518,"2"
"9752",1,1,430,1962,"0","0",-118.486,34.0084,"2"
"536",2,1,1029,1951,"0","0",-118.453189,34.206367,"2"
"5014",3,2,1393,1927,"0","0",-118.314995,33.967533,"2"
"1674",2,2,1489,1981,"0","0",-118.381,34.0568,"2"
"11628",3,1,1522,1922,"0","0",-118.33408,34.057746,"2"
"211",3,1,1546,1915,"0","0",-118.201436,34.11103,"2"
"7742",3,2,1710,1971,"0","0",-118.501,34.0248,"2"
"10719",4,2,2351,1915,"1","0",-118.123813,34.158895,"2"
"2370",4,3,2096,1947,"0","0",-118.134127,34.182448,"2"
"6648",4,4,2876,1976,"0","0",-118.507845,34.241164,"2"
"10869",3,2,2417,1976,"1","0",-117.836862,34.138111,"2"
"3933",6,3,2818,2003,"0","0",-118.212817,34.687257,"2"
"2825",2,3,1588,1982,"1","0",-118.30525,33.763587,"2"
"13252",4,3,3272,2004,"0","0",-118.17129,34.597778,"2"
"2511",2,3,1130,1980,"0","0",-118.464,34.2364,"2"
"18939",3,3,2050,1965,"0","0",-118.419645,34.195894,"2"
"11131",2,1,990,1912,"0","0",-118.341625,33.93357,"2"
"471",4,2,1690,1946,"0","0",-118.223743,33.953851,"2"
"830",3,2,1200,1971,"0","0",-118.302871,33.810315,"2"
"9272",3,2,1534,1948,"1","0",-118.12268,34.177588,"2"
"13984",4,3,2562,1953,"1","0",-117.899553,34.060271,"2"
"16551",4,3,2417,1921,"0","0",-118.120223,34.165112,"2"
"586",3,1,1200,1943,"0","0",-118.13952,33.793051,"2"
"8303",2,3,1923,1979,"1","0",-118.528,34.1676,"2"
"6590",4,2,1524,1941,"0","0",-118.164643,33.868794,"2"
"4049",3,1,1212,1951,"0","0",-117.705896,34.108298,"2"
"3039",2,3,1507,1982,"1","0",-118.252,34.0567,"2"
"19673",5,3,2226,1949,"0","0",-118.212361,33.933019,"2"
"17231",2,3,2169,1941,"0","0",-118.46712,34.187836,"2"
"959",3,2,1855,2008,"0","0",-118.152311,34.597932,"2"
"9789",2,1,884,1941,"0","0",-118.445178,34.27083,"2"
"4538",3,2,1228,1920,"0","0",-118.039162,33.921991,"2"
"14268",3,1,1114,1948,"0","0",-118.374551,34.254411,"2"
"5493",2,1,988,1948,"0","0",-118.594176,34.164455,"2"
"11399",4,2,1570,1959,"0","0",-118.613464,34.212067,"2"
"6611",3,2,1476,1951,"0","0",-118.198483,34.090519,"1"
"3319",3,1,1034,1955,"0","0",-118.357965,33.860011,"2"
"17900",3,2,1988,1960,"0","0",-118.622906,34.03987,"1"
"12210",2,1,1682,1949,"0","0",-118.237611,34.228065,"2"
"16176",4,2,2002,1969,"0","0",-117.798082,34.039559,"2"
"7732",3,2,1159,1959,"0","0",-118.289462,33.716016,"2"
"16103",3,3,1945,1990,"0","0",-118.458,34.2368,"2"
"16171",2,2,1154,1970,"0","0",-118.413,34.1718,"2"
"12846",4,3,2212,1979,"0","0",-117.935314,33.982981,"1"
"16821",2,1,749,1950,"0","0",-118.097816,33.904343,"2"
"10432",2,3,1196,1984,"1","0",-118.456,34.2296,"2"
"8549",3,2,1287,1960,"0","0",-118.079563,34.111406,"2"
"7879",4,2,1752,1962,"0","0",-117.837996,34.100182,"2"
"19900",2,1,671,1954,"0","0",-118.436873,34.304714,"2"
"9168",2,1,1074,1926,"0","0",-118.25049,33.94976,"2"
"7195",3,2,1478,1954,"0","0",-118.295556,33.863642,"2"
"16467",2,2,1440,1939,"0","0",-118.322063,33.96257,"2"
"6298",2,2,1582,1966,"1","0",-118.437,33.9812,"2"
"12600",6,4,2764,1987,"0","0",-118.469479,33.989786,"1"
"4889",4,3,2443,1948,"0","0",-118.193647,34.199611,"1"
"15521",3,2,1489,1963,"0","0",-118.163863,34.10914,"2"
"19936",3,2,1044,1953,"0","0",-118.25387,33.881687,"2"
"11796",3,2,1601,1956,"0","0",-117.909785,34.050756,"2"
"16789",3,2,1134,1987,"0","0",-117.953185,34.572937,"2"
"12552",4,3,2291,1954,"0","0",-118.379717,33.81448,"1"
"10193",5,3,4394,1920,"0","0",-118.317179,34.062888,"1"
"15795",4,2,1395,1928,"0","0",-118.153811,34.022675,"2"
"11127",2,2,800,1991,"0","0",-118.51,34.3765,"2"
"3221",3,2,1934,1951,"0","0",-118.316166,33.805858,"2"
"2863",6,3,2638,1933,"0","0",-118.322519,33.840571,"2"
"14484",2,3,1230,1984,"0","0",-118.454,34.2225,"2"
"2616",2,1,913,1932,"0","0",-118.274561,34.250205,"2"
"3770",4,3,1780,1961,"1","0",-118.042683,33.988775,"2"
"792",3,3,2710,1935,"0","0",-117.944127,33.962151,"2"
"15409",4,2,1428,1970,"0","0",-118.040073,33.868195,"1"
"5951",3,2,1311,1982,"0","0",-118.230856,33.889216,"2"
"18768",1,1,798,1978,"1","0",-118.406,34.176,"2"
"13757",2,1,923,1950,"0","0",-118.143054,33.914391,"2"
"8731",4,4,3303,1962,"0","0",-117.973164,33.951533,"2"
"19393",2,1,850,1950,"0","0",-118.089593,33.995754,"2"
"19553",2,1,920,1950,"0","0",-117.924318,34.04673,"2"
"16578",2,1,786,1950,"0","0",-118.070093,33.965389,"2"
"3546",3,1,1098,1954,"0","0",-118.601557,34.196126,"2"
"11659",2,1,814,1949,"0","0",-118.453973,34.199817,"2"
"3459",2,2,927,1975,"0","0",-118.294,33.8883,"2"
"18754",3,2,1405,1956,"0","0",-118.142769,33.927777,"2"
"10413",3,4,1999,1998,"0","0",-118.399,33.8654,"1"
"4955",3,2,1226,1951,"0","0",-118.547333,34.181933,"2"
"17594",3,3,1290,1923,"0","0",-118.205944,34.137416,"2"
"6421",4,2,1178,1970,"1","0",-118.195551,34.665536,"2"
"12242",1,1,877,1991,"0","0",-118.376,33.9734,"2"
"7689",6,2,3199,1968,"1","0",-117.954116,33.946773,"1"
"13240",3,2,1269,1976,"1","0",-118.55,34.1895,"2"
"11227",3,3,1503,1978,"0","0",-118.141405,33.883353,"2"
"14366",3,2,1334,1962,"0","0",-118.222478,34.15953,"1"
"4388",4,3,2540,1934,"1","0",-118.412465,33.897912,"2"
"19113",2,1,700,1952,"0","0",-117.949698,34.022554,"2"
"7198",4,2,1332,1955,"1","0",-117.960099,34.036778,"2"
"9123",2,1,1371,1950,"0","0",-118.008349,34.081158,"2"
"14991",3,2,1708,1948,"0","0",-118.432005,34.024155,"2"
"12668",3,2,3530,1946,"0","0",-118.245301,34.241255,"1"
"12702",3,2,1468,1952,"0","0",-117.897352,34.064429,"2"
"17501",4,3,1924,1955,"0","0",-118.309702,33.892562,"2"
"10124",3,2,1300,1962,"0","0",-117.84041,33.976754,"2"
"9295",2,1,1032,1922,"0","0",-118.148985,34.09346,"2"
"72",3,1,1276,1950,"0","0",-118.540284,34.202677,"2"
"10360",4,3,2739,1968,"1","0",-118.516569,34.298679,"2"
"2729",2,1,900,1962,"0","0",-118.104195,34.100424,"2"
"10341",4,3,1466,1996,"0","0",-118.097214,33.981342,"2"
"6813",3,3,2385,1985,"1","0",-117.770497,34.080809,"2"
"7146",3,3,1773,1981,"1","0",-118.769072,34.148265,"2"
"998",3,3,1863,1987,"0","0",-118.399633,34.277924,"2"
"1034",3,3,1540,1977,"1","0",-118.164,33.9271,"2"
"18895",3,1,1512,1928,"0","0",-118.217456,33.966534,"2"
"18167",4,3,1748,1958,"1","0",-118.41264,34.208475,"2"
"19354",5,3,1999,1952,"1","0",-118.40545,34.249802,"2"
"14678",3,2,1144,1964,"0","0",-117.928963,34.040289,"2"
"16345",3,2,1987,1970,"0","0",-118.077337,34.571267,"2"
"17937",0,1,398,1923,"0","0",-118.187,33.767,"2"
"18082",2,1,694,1940,"0","0",-118.244131,33.894091,"2"
"19008",1,1,1000,1925,"0","0",-118.379912,34.349698,"2"
"8208",3,2,1396,1944,"0","0",-118.170165,33.840486,"2"
"44",2,1,1233,1910,"0","0",-118.194563,34.114857,"2"
"13808",2,1,1031,1952,"0","0",-117.921124,34.126556,"2"
"739",4,4,4070,1941,"0","0",-118.244135,34.167671,"1"
"13139",4,3,3448,1985,"0","0",-118.221562,34.120705,"2"
"8821",3,1,986,1953,"0","0",-118.270083,33.859461,"2"
"5150",3,3,1654,1965,"0","0",-118.332,33.9598,"2"
"4935",2,1,1241,1942,"0","0",-118.165506,33.870094,"2"
"7512",4,3,2646,2013,"0","0",-118.474373,34.014574,"1"
"8161",4,2,2106,1928,"0","0",-118.190332,34.050793,"2"
"16907",3,2,1440,1947,"1","0",-118.07323,34.139012,"1"
"17495",3,2,1968,1954,"0","0",-118.324646,33.934086,"2"
"14129",3,2,1024,1947,"0","0",-118.561728,34.203806,"2"
"19999",3,2,1094,1950,"0","0",-118.064497,33.901847,"2"
"14534",6,5,3464,1963,"0","0",-117.741455,34.116267,"2"
"16447",5,3,2736,1972,"0","0",-118.321934,33.833177,"2"
"3936",3,2,1454,1950,"0","0",-118.075787,33.973603,"2"
"15583",2,1,1342,1946,"0","0",-117.946481,34.076856,"2"
"2296",2,1,866,1942,"0","0",-118.351877,34.211784,"2"
"7032",3,2,1104,1955,"0","0",-118.302249,33.712994,"2"
"19045",3,2,1285,1954,"0","0",-118.02124,33.899249,"2"
"8833",3,2,1522,1982,"0","0",-117.740972,34.119506,"2"
"5626",4,2,1383,1924,"0","0",-118.228241,33.90825,"2"
"9756",2,3,1565,1988,"0","0",-118.412,34.0567,"1"
"17037",3,2,1107,1923,"0","0",-118.282639,33.9539,"2"
"11004",3,3,3183,1925,"0","0",-118.363694,34.146137,"1"
"9973",3,2,1602,1950,"0","0",-118.01639,34.114941,"2"
"16749",2,2,928,1972,"0","0",-118.001503,33.892291,"2"
"1727",4,2,1450,1962,"0","0",-118.004087,33.930437,"2"
"10187",3,2,1804,1962,"0","0",-117.914331,33.976943,"2"
"13051",4,2,1072,1955,"0","0",-118.26051,33.798824,"2"
"10966",5,2,2046,1926,"0","0",-118.226386,33.970788,"2"
"8000",2,1,936,1914,"0","0",-118.289731,33.983938,"2"
"13939",3,2,1125,1954,"1","0",-118.077431,33.96834,"2"
"13638",5,5,3796,1961,"1","0",-118.507383,34.294216,"1"
"19198",2,2,1046,2001,"0","0",-118.562,34.4282,"2"
"7044",2,3,1965,1974,"0","0",-118.459,33.9693,"2"
"364",1,1,886,1963,"0","0",-118.419,34.0481,"2"
"14432",1,1,881,1961,"1","0",-118.388,34.149,"2"
"14132",4,2,1304,1963,"0","0",-117.728601,34.080301,"2"
"14631",3,2,1598,1953,"0","0",-118.447811,34.0113,"2"
"9487",5,2,2135,1924,"0","0",-118.103846,34.153518,"2"
"9062",3,2,1781,1984,"0","0",-118.110761,34.68422,"2"
"10373",6,4,2617,1988,"0","0",-118.414551,34.428833,"2"
"3328",4,4,2969,1980,"0","0",-118.567671,34.255933,"2"
"8352",3,3,1640,2013,"0","0",-117.865037,34.132119,"2"
"19924",3,3,1289,1995,"0","0",-118.552541,34.450927,"2"
"13167",3,1,1157,1948,"0","0",-118.304553,33.891296,"2"
"2579",2,2,1270,2009,"0","0",-118.286,34.0528,"2"
"12214",3,3,2239,1962,"0","0",-118.020154,33.974544,"1"
"19310",4,1,1380,1905,"0","0",-118.162163,33.788623,"2"
"2234",2,1,902,1955,"0","0",-118.461676,34.297611,"2"
"3560",6,3,2871,1956,"0","0",-118.397093,33.857369,"2"
"12363",4,2,2602,1977,"0","0",-117.714063,34.123664,"2"
"2413",4,4,2585,1970,"0","0",-118.374838,33.849816,"2"
"2262",3,2,1571,1960,"0","0",-118.541448,34.244637,"2"
"1964",2,1,1008,1951,"0","0",-118.1434,33.890956,"2"
"18044",3,2,1261,1952,"1","0",-118.499156,34.166799,"2"
"16664",3,2,2364,1942,"0","0",-118.176232,34.170296,"2"
"5729",4,2,1624,1949,"0","0",-118.407182,34.011742,"1"
"15716",2,1,821,1962,"0","0",-118.34,33.8303,"2"
"889",4,3,2315,1966,"0","0",-118.787342,34.152915,"2"
"5239",4,4,2366,1965,"0","0",-118.395645,33.85573,"2"
"19636",3,2,1108,1940,"0","0",-118.468481,34.010075,"2"
"12697",2,3,1240,2014,"0","0",-118.135,34.1005,"2"
"15832",3,2,1746,1952,"0","0",-117.940038,34.077196,"2"
"10113",2,2,1493,1979,"0","0",-118.455988,33.972283,"2"
"18253",3,2,1675,1946,"0","0",-118.093974,34.125099,"2"
"6283",3,2,1542,1979,"0","0",-118.042158,34.05673,"2"
"18941",4,2,1637,1958,"0","0",-118.374603,33.782863,"2"
"1968",2,2,1054,1976,"0","0",-118.062,34.1244,"2"
"14751",3,1,1031,1942,"0","0",-118.407498,34.188096,"2"
"17438",2,1,1749,1942,"0","0",-118.09819,34.087005,"2"
"19400",3,3,2177,2004,"0","0",-118.164092,33.796846,"1"
"15371",2,4,2628,2004,"0","0",-118.420661,33.974929,"1"
"10824",4,4,2828,1929,"0","0",-118.321784,34.128876,"1"
"6322",4,3,2162,1965,"0","0",-118.348714,33.84384,"2"
"13887",3,2,1160,1960,"0","0",-118.652113,34.1852,"2"
"9897",3,4,3074,1990,"1","0",-118.219903,34.165569,"1"
"13397",4,5,3069,1995,"1","0",-118.662712,34.129534,"1"
"13230",3,2,1935,1953,"1","0",-118.491235,34.153465,"1"
"17496",3,1,926,1928,"0","0",-118.297306,33.792112,"2"
"6131",2,2,1347,1945,"0","0",-118.438404,34.170522,"2"
"7956",3,3,3862,2005,"1","0",-118.676443,34.135437,"1"
"12837",2,2,1475,1981,"0","0",-118.434719,34.052275,"2"
"16577",3,2,1185,1923,"0","0",-118.303386,33.977546,"2"
"12097",2,2,1524,1947,"0","0",-118.380356,33.962597,"1"
"8262",3,2,1697,1952,"0","0",-118.005913,33.944424,"2"
"10217",3,2,1541,1967,"0","0",-118.419578,34.220414,"2"
"13621",2,1,771,1927,"0","0",-118.214842,33.924061,"2"
"3207",3,1,1572,1956,"0","0",-118.061606,33.905575,"2"
"3683",4,3,2971,1997,"0","0",-118.51798,34.254214,"2"
"6287",4,2,2090,1930,"0","0",-117.883963,34.086568,"2"
"8627",3,2,2138,2011,"0","0",-118.253276,34.654407,"2"
"13907",4,4,2131,1945,"0","0",-118.209503,33.824007,"2"
"5464",3,1,1904,1905,"0","0",-118.21482,34.03678,"2"
"8186",4,4,2064,1973,"0","0",-118.391406,33.872134,"1"
"1199",2,3,1843,1979,"1","0",-118.574,34.2002,"2"
"17997",3,2,1457,1981,"0","0",-118.240397,33.939603,"2"
"10386",3,2,2112,1952,"0","0",-118.372064,33.87923,"2"
"2862",3,1,1082,1947,"0","0",-118.281402,33.835574,"2"
"16138",1,1,809,1971,"1","0",-118.525,34.1675,"2"
"6949",2,1,812,1952,"0","0",-118.299335,33.717639,"2"
"9673",4,3,1442,1964,"1","0",-117.862398,34.016686,"2"
"19702",2,2,1628,1954,"0","0",-118.458547,34.138361,"2"
"11622",3,2,1208,1959,"0","0",-118.168283,34.096095,"2"
"18594",3,1,1091,1952,"0","0",-118.287852,33.890221,"2"
"12835",2,2,1565,1964,"1","0",-118.389,33.7419,"2"
"7345",2,2,1295,1951,"0","0",-118.238762,34.209005,"2"
"19619",2,2,1085,1987,"0","0",-118.306,33.7568,"2"
"2444",2,2,2177,1953,"1","0",-118.139691,33.950984,"2"
"11181",4,2,1620,1954,"0","0",-118.314907,33.874724,"2"
"19622",3,1,889,1970,"0","0",-118.107,33.8603,"2"
"12736",2,1,1084,1939,"0","0",-118.30659,33.962966,"2"
"11365",4,3,2622,1981,"0","0",-117.700887,34.116576,"2"
"7925",4,2,1480,1970,"0","0",-118.201016,33.984897,"2"
"1504",2,2,856,1985,"0","0",-117.962044,34.090246,"2"
"6702",3,2,1575,1985,"0","0",-117.844823,34.629417,"2"
"4728",3,2,1655,1960,"0","0",-118.146643,33.926474,"2"
"9572",3,2,1196,1938,"0","0",-118.324752,33.791307,"2"
"10257",3,3,1639,1955,"0","0",-117.844859,34.146684,"2"
"3399",2,1,1081,1948,"0","0",-118.467412,33.985828,"1"
"2054",3,3,2499,1990,"0","0",-118.616437,34.132422,"1"
"11313",2,1,992,1947,"0","0",-118.082251,34.156776,"2"
"4530",5,4,3508,1950,"1","0",-118.399043,34.042968,"1"
"17391",2,1,964,1939,"0","0",-118.300855,33.956093,"2"
"12927",4,2,1320,1955,"0","0",-118.040329,34.043648,"2"
"8887",2,1,891,1947,"0","0",-118.267603,33.933237,"2"
"15775",3,2,1890,1949,"0","0",-118.403459,33.883095,"1"
"19526",2,1,825,1962,"0","0",-118.207238,33.801521,"2"
"7270",4,3,2328,1968,"1","0",-117.723931,34.123346,"1"
"1924",3,2,990,1955,"1","0",-117.865452,34.123536,"2"
"4653",4,2,1580,1956,"0","0",-118.008544,33.889069,"2"
"15334",6,4,2316,1940,"0","0",-118.275079,33.962975,"2"
"15214",3,1,911,1954,"0","0",-118.32578,33.808634,"2"
"6608",3,2,2217,1926,"1","0",-118.364649,34.068935,"1"
"6251",2,2,1737,1929,"0","0",-118.147431,34.075055,"1"
"2953",3,3,1913,1989,"1","0",-118.183868,34.662704,"2"
"7219",3,3,1778,1941,"0","0",-118.058854,33.983146,"2"
"4352",3,3,2058,1923,"0","0",-118.320358,33.987719,"2"
"18790",2,3,2081,1990,"0","0",-118.797,34.0215,"1"
"7349",3,3,1520,2007,"0","0",-118.306,34.0594,"2"
"10352",2,1,996,1922,"0","0",-118.30657,34.007183,"2"
"11483",3,1,952,1959,"0","0",-118.271803,33.79233,"2"
"16184",4,4,2604,1948,"0","0",-118.130959,34.698609,"2"
"9930",2,2,1234,1968,"1","0",-118.252,34.0564,"1"
"3093",4,2,1881,1941,"0","0",-118.124332,34.082614,"2"
"13567",3,2,1765,1939,"0","0",-118.551999,34.214403,"2"
"18798",3,1,1036,1946,"0","0",-118.299974,33.9338,"2"
"9616",3,2,1853,2009,"0","0",-118.234642,34.672842,"2"
"19108",2,2,1366,1983,"0","0",-118.079827,33.92767,"2"
"12522",4,2,1242,1955,"1","0",-117.959794,34.000548,"2"
"13283",3,2,1000,1944,"0","0",-118.424591,34.317899,"2"
"7334",3,2,1638,1945,"0","0",-118.405969,33.958766,"1"
"13892",3,1,1218,1952,"0","0",-117.949116,34.068276,"2"
"4451",3,2,1381,1950,"0","0",-118.542763,34.043061,"1"
"19225",4,2,1592,1975,"1","0",-117.866025,34.011814,"1"
"18152",3,3,1496,1984,"0","0",-117.885558,34.026743,"2"
"14474",3,2,2038,1948,"0","0",-118.382279,33.797427,"1"
"3464",1,2,1566,1974,"1","0",-118.391,34.0785,"2"
"13013",3,3,2316,1987,"0","0",-118.218204,34.105144,"2"
"6160",2,1,990,1942,"0","0",-118.36,34.0196,"2"
"5843",2,2,955,1970,"1","0",-118.377,33.8327,"2"
"16383",5,3,2870,1937,"1","0",-118.171854,34.139927,"1"
"7247",3,2,2760,1940,"0","0",-118.142524,34.07092,"2"
"8714",3,4,2935,2008,"1","0",-118.332402,34.163084,"1"
"8538",3,2,1356,1950,"0","0",-118.114307,33.821643,"2"
"18409",4,3,3235,1980,"0","0",-118.63784,34.20539,"1"
"5523",3,3,1794,1992,"0","0",-118.449031,34.00231,"2"
"12997",4,2,1580,1950,"0","0",-118.433755,34.193266,"2"
"15964",2,2,1420,2007,"0","0",-118.356,33.8253,"2"
"9772",3,2,1547,1965,"0","0",-118.425304,34.32601,"2"
"7555",3,2,1584,1985,"0","0",-117.750871,34.035948,"2"
"15826",3,2,1706,1955,"0","0",-118.209985,34.152999,"1"
"9233",4,2,1480,1954,"0","0",-118.31542,33.873212,"2"
"19711",4,3,1576,1924,"0","0",-118.27637,33.935377,"2"
"11265",2,2,1964,1925,"0","0",-118.359895,34.051939,"2"
"5495",2,1,640,1925,"0","0",-118.444662,34.040326,"2"
"11212",2,1,912,1983,"0","0",-117.84163,34.62315,"2"
"503",1,1,460,1972,"1","0",-118.443,34.0533,"2"
"2210",3,2,1496,1926,"0","0",-118.212809,33.967377,"2"
"11676",2,2,2273,1955,"0","0",-118.413617,34.01157,"1"
"1032",4,3,1647,1948,"1","0",-118.388693,34.001171,"2"
"14761",3,3,1520,2002,"0","0",-118.127827,33.971566,"2"
"1654",4,3,2540,2003,"0","0",-118.371942,33.865885,"1"
"8173",1,1,765,1968,"0","0",-118.444,34.0564,"2"
"5871",3,2,1287,1954,"0","0",-118.494468,34.202421,"2"
"14993",3,3,2648,1951,"0","0",-118.127334,33.784128,"2"
"763",2,3,1429,1982,"0","0",-118.436,33.9979,"1"
"10543",3,2,1107,1957,"0","0",-118.124827,34.583858,"2"
"7078",2,1,1064,1927,"0","0",-118.091646,34.084699,"2"
"16809",2,3,1299,2004,"0","0",-118.345,34.1635,"2"
"8716",3,2,1365,1961,"1","0",-117.974469,34.070886,"2"
"16332",4,3,1813,1965,"0","0",-118.250909,33.829874,"2"
"16225",5,2,1420,1913,"0","0",-118.271338,33.980855,"2"
"7534",4,2,2452,2000,"0","0",-118.143519,34.578152,"2"
"9047",2,2,1505,1996,"0","0",-118.275755,34.083517,"2"
"4376",5,2,1949,1948,"0","0",-117.974569,34.078375,"2"
"15510",3,3,2047,1985,"1","0",-118.658242,34.201992,"2"
"3725",3,2,1758,1912,"0","0",-118.288577,33.999345,"2"
"14812",5,3,2372,1935,"0","0",-118.155489,33.971751,"2"
"13797",4,3,2440,1950,"0","0",-118.46501,34.243222,"2"
"14530",4,2,1672,1953,"0","0",-117.92749,34.062125,"2"
"15238",3,2,1439,1919,"0","0",-118.455348,34.297853,"2"
"12035",3,3,1296,1922,"0","0",-118.466507,33.988516,"1"
"11003",3,1,1142,1952,"0","0",-118.411161,34.253281,"2"
"17021",4,2,1248,1978,"0","0",-117.818441,34.610865,"2"
"4703",3,2,1494,1955,"0","0",-118.318197,33.869394,"2"
"13880",3,2,1205,1944,"0","0",-118.397507,34.001394,"1"
"1238",3,1,1663,1915,"0","0",-118.221474,34.207831,"2"
"820",2,1,734,1948,"0","0",-118.059439,34.077191,"2"
"15857",4,2,1502,1952,"1","0",-117.740261,34.074122,"2"
"2551",3,2,1304,1950,"0","0",-118.091984,33.902452,"2"
"2852",3,3,1260,1995,"0","0",-118.314458,33.917033,"2"
"104",2,1,744,1950,"0","0",-118.065798,33.913656,"2"
"11569",3,2,1525,1928,"0","0",-118.207882,33.939769,"2"
"19532",3,2,1338,1956,"0","0",-118.263125,33.891935,"2"
"13225",2,2,1392,1922,"0","0",-118.262792,34.140581,"2"
"7990",4,2,1336,1975,"0","0",-117.770701,34.117444,"2"
"6566",1,1,612,1979,"1","0",-117.936,33.9889,"2"
"5883",4,2,1834,1962,"0","0",-117.997869,33.922603,"1"
"10542",2,2,840,1989,"0","0",-118.269,34.0696,"2"
"19093",2,2,1212,1949,"0","0",-118.515728,34.197321,"2"
"18826",2,3,2120,1975,"0","0",-118.408296,34.064295,"1"
"6179",4,2,1380,1967,"0","0",-118.295781,34.257607,"2"
"15599",2,2,1349,1987,"1","0",-118.186,34.0968,"2"
"2342",2,1,1158,1940,"0","0",-118.416471,34.016234,"2"
"3202",3,3,2868,1922,"0","0",-118.139661,34.124993,"2"
"12637",3,1,1260,1920,"1","0",-118.203654,34.142703,"2"
"7569",2,2,1662,1948,"0","0",-117.880581,34.14907,"1"
"8827",3,3,3064,1956,"1","0",-118.530215,34.151729,"2"
"16797",3,2,1771,1956,"1","0",-118.137077,34.202276,"2"
"4490",1,1,872,1957,"0","0",-118.118806,34.669465,"2"
"1333",2,2,1555,1956,"0","0",-118.313704,34.254092,"2"
"1200",2,2,1526,1954,"0","0",-117.926061,34.081947,"2"
"7405",4,2,1450,1964,"0","0",-118.47863,34.437161,"2"
"6269",3,2,1103,1950,"0","0",-118.096108,33.951137,"2"
"15731",3,2,1362,1963,"0","0",-118.296991,33.757043,"2"
"19414",3,2,1750,1952,"0","0",-118.408169,33.985663,"1"
"18151",2,1,990,1938,"0","0",-118.220429,34.121221,"2"
"11400",2,1,1041,1940,"0","0",-118.427206,34.032477,"1"
"3603",6,5,3178,1927,"0","0",-118.2153,33.957331,"2"
"11604",4,3,2400,1986,"0","0",-118.379585,33.867329,"1"
"16506",3,3,1718,1986,"0","0",-118.135367,34.576282,"2"
"8363",2,3,1390,2007,"0","0",-118.311,34.1814,"2"
"7372",3,3,2359,1987,"1","0",-118.630813,34.153569,"2"
"1685",2,2,1331,1950,"0","0",-118.322895,34.174555,"2"
"13234",3,2,1164,1956,"1","0",-118.481375,34.269352,"2"
"18046",2,3,1564,1938,"0","0",-118.213328,33.901929,"2"
"1355",4,2,2203,1938,"0","0",-118.439648,34.272625,"2"
"10494",3,2,1176,1975,"1","0",-117.924226,34.040253,"2"
"712",2,1,815,1948,"0","0",-118.288717,33.904457,"2"
"108",4,2,1734,1949,"0","0",-118.106555,34.007598,"2"
"10606",3,2,1003,1988,"0","0",-118.489,34.4209,"2"
"9090",3,2,1218,1957,"0","0",-118.04887,34.067627,"2"
"1611",4,2,1736,1955,"0","0",-118.091705,34.059641,"2"
"19454",3,3,1875,1962,"0","0",-118.055986,34.168891,"2"
"18934",2,1,1044,1947,"0","0",-118.173937,33.873237,"2"
"2632",4,2,1629,1915,"0","0",-118.21108,34.034553,"2"
"1083",3,3,2589,1959,"1","0",-118.393661,33.976219,"1"
"664",3,1,984,1957,"0","0",-117.910658,34.019842,"2"
"6472",3,2,1492,1928,"1","0",-118.33404,34.161732,"1"
"19169",3,3,1540,1978,"1","0",-118.163,33.9279,"2"
"11726",4,2,2617,2013,"0","0",-118.073387,34.686491,"2"
"6733",2,2,1075,1983,"0","0",-118.295763,33.902397,"2"
"7304",5,3,2019,1938,"0","0",-118.132321,33.871435,"2"
"7156",3,2,1257,1952,"0","0",-118.43772,34.240425,"2"
"2688",5,3,2691,1986,"0","0",-118.248695,33.994421,"2"
"12616",3,2,1482,1955,"0","0",-117.956516,34.002626,"2"
"4066",3,3,1145,1973,"0","0",-118.106641,33.87185,"2"
"18608",3,2,1786,1980,"0","0",-118.383189,33.871634,"1"
"18093",1,1,772,1959,"0","0",-118.291,34.1074,"2"
"15523",3,2,1471,1950,"0","0",-118.128083,33.817179,"2"
"17223",2,2,1028,1986,"0","0",-118.622094,34.451326,"2"
"1071",3,1,1067,1951,"0","0",-118.205033,33.874582,"2"
"1356",4,3,3106,1986,"1","0",-118.772021,34.153103,"1"
"13558",3,2,1570,1952,"0","0",-118.53691,34.233543,"2"
"4689",2,1,964,1948,"0","0",-118.070727,33.983801,"2"
"17634",3,1,1077,1953,"0","0",-118.106763,33.792474,"2"
"8230",2,2,1096,1923,"0","0",-118.275904,33.963881,"2"
"5253",2,2,815,1978,"1","0",-118.451,34.1682,"2"
