"","bedroomcnt","calculatedbathnbr","calculatedfinishedsquarefeet","yearbuilt","taxvaluedollarcnt","poolcnt","hashottuborspa","Longitude","Latitude"
"13205",3,2.5,2012,1978,442946,"1","0",-118.887038,34.193417
"7893",3,2.5,1914,2008,371500,"0","0",-119.172486,34.245452
"7044",4,3,2845,1990,736055,"1","0",-118.785412,34.244963
"17709",3,2.5,2372,1988,185308,"0","0",-118.791053,34.17915
"6523",3,2,1567,1964,85736,"0","0",-118.844884,34.192633
"11865",4,2.5,2063,1986,452986,"0","0",-118.800576,34.247944
"17367",3,2,1505,1974,629084,"0","0",-119.295,34.2762
"18190",2,2,1240,1972,426360,"0","0",-118.828679,34.150997
"11201",3,2.5,1493,1974,105316,"0","0",-118.852121,34.219301
"9078",4,2.5,1991,1963,94370,"0","0",-119.067153,34.232944
"18825",5,4,3999,1989,971334,"1","0",-118.973024,34.241599
"10688",3,2.5,1472,1989,273359,"0","0",-119.073015,34.356634
"3389",4,3,2731,1990,549958,"0","0",-118.839038,34.305982
"16228",3,2.5,2434,1977,411363,"0","0",-118.829931,34.168569
"19268",2,1.5,2869,1961,746301,"0","0",-119.27216,34.282629
"11367",2,2,959,1985,278678,"0","0",-118.873525,34.227531
"12017",3,2.5,1270,1978,270270,"0","0",-118.873,34.2803
"2863",4,2,1612,1964,369909,"0","0",-118.70507,34.297947
"928",4,2.5,1858,1979,178671,"0","0",-119.185538,34.229036
"12525",3,2.5,1545,1989,264375,"0","0",-119.074314,34.356534
"4797",2,2,1114,1996,296909,"0","0",-119.063582,34.221699
"10126",3,3.5,3574,2001,1827449,"0","0",-119.226272,34.178309
"14847",2,2,1278,1956,305478,"0","0",-118.773333,34.270365
"9429",3,2,1348,1979,303460,"0","0",-118.958336,34.179734
"3079",3,2,1420,1965,228866,"0","0",-118.657715,34.271815
"8742",4,2,1306,1960,53743,"0","0",-119.026441,34.230803
"15811",4,2.5,1970,1984,415517,"0","0",-119.283116,34.451506
"12820",4,2.5,2403,1991,530249,"0","0",-119.176055,34.278077
"4382",3,2,1736,1966,89998,"1","0",-118.928073,34.177576
"12063",4,2,1381,1969,59456,"0","0",-119.165375,34.170023
"3278",3,2.5,1485,1976,347936,"0","0",-119.230315,34.169918
"8484",3,2,2211,1961,601235,"0","0",-118.864159,34.223211
"58",4,2,1534,1961,89190,"1","0",-118.850555,34.217073
"18028",2,2,1294,1980,367026,"0","0",-118.764709,34.174464
"18105",3,2.5,1883,1990,593920,"0","0",-118.8134,34.23418
"6011",3,2,1058,1978,326336,"0","0",-118.996804,34.217141
"5342",2,1,902,1979,179224,"0","0",-119.168236,34.152526
"16052",3,2,1428,1965,68256,"1","0",-118.661543,34.273852
"19510",2,2.5,1251,1986,426638,"0","0",-118.805711,34.162726
"10185",4,2,1630,1964,492777,"0","0",-118.938662,34.186066
"1198",3,2.5,1340,1984,304000,"0","0",-119.169001,34.232006
"16379",3,2,1251,1949,195285,"0","0",-119.173828,34.17231
"2605",2,2,991,2006,347000,"0","0",-119.219834,34.265158
"3239",4,2.5,2203,1948,1269061,"0","0",-119.257427,34.451504
"11176",4,3.5,3246,1987,555974,"0","0",-118.893835,34.260958
"5526",3,2,2214,1994,566924,"0","0",-119.187464,34.288035
"6558",5,2.5,2510,1968,265905,"0","0",-118.852269,34.144971
"4008",3,2.5,2084,1962,288746,"1","0",-119.288351,34.420265
"4609",3,1,1013,1952,238730,"0","0",-119.06,34.3658
"12006",4,2,1580,1964,216666,"0","0",-118.755454,34.266091
"4487",1,1,320,1953,180000,"0","0",-118.90406,34.400486
"15218",2,2,994,1983,233016,"0","0",-119.030716,34.228216
"14663",2,2,1510,1979,522000,"0","0",-118.920441,34.178577
"2063",3,1,1222,1951,5e+05,"0","0",-119.256802,34.269084
"12995",2,1,945,1928,374367,"0","0",-119.06182,34.372595
"18305",4,2,1694,1972,375555,"1","0",-118.759509,34.169241
"10679",4,2,1554,1962,411254,"0","0",-118.734867,34.265531
"16879",3,2.5,1772,1977,330939,"0","0",-119.208332,34.182933
"4880",3,2,1776,1964,730000,"0","0",-118.842224,34.189878
"4119",4,2,1846,1964,285364,"0","0",-119.032859,34.223922
"19762",3,2,1472,1982,540462,"0","0",-119.217123,34.157277
"17493",4,2.5,2061,1986,293511,"0","0",-118.935118,34.18663
"2944",4,2,2210,1973,460896,"0","0",-119.032675,34.238189
"18998",4,3,3547,1987,913623,"1","0",-118.799875,34.243448
"11830",3,2,1066,1961,157471,"0","0",-118.743531,34.276685
"7669",4,2,1599,1977,89048,"0","0",-119.210546,34.187448
"15047",4,2.5,2212,1979,233812,"0","0",-118.74649,34.286946
"18013",2,1,882,1971,85100,"0","0",-118.913686,34.185943
"7930",3,2.5,1652,2015,431847,"0","0",-119.176659,34.244595
"8279",2,2,1309,1983,392500,"0","0",-118.973525,34.232013
"12045",2,1,956,1977,183022,"0","0",-118.887597,34.216224
"1152",3,2.5,1612,1987,310385,"0","0",-119.184126,34.22246
"438",5,4.5,3795,1995,800868,"0","0",-118.907387,34.266377
"10935",4,2.5,2121,1977,743000,"0","0",-118.887263,34.205696
"64",1,1,697,1985,134847,"0","0",-118.763,34.182
"9827",4,3,2760,1983,595924,"0","0",-119.234396,34.175752
"18349",3,2.5,1853,1965,498000,"0","0",-119.199576,34.218076
"572",3,2,1398,1968,277411,"0","0",-119.182068,34.269922
"19746",4,2,1792,1964,68334,"0","0",-118.700956,34.292067
"15495",3,2,1153,1985,316196,"0","0",-118.739345,34.283196
"14569",4,3,2861,2005,450415,"0","0",-119.173019,34.209449
"3492",2,1.5,965,1974,171633,"0","0",-119.197,34.1454
"8771",3,2.5,1449,1985,273090,"0","0",-119.165235,34.272547
"469",5,4.5,3417,2005,680000,"0","0",-119.01689,34.210539
"13280",3,1,864,1943,162331,"0","0",-119.170935,34.204157
"6406",2,1,776,1935,16782,"0","0",-118.919227,34.406832
"13896",4,2,2748,1958,178326,"0","0",-119.081263,34.241954
"5670",2,1,1194,1952,314843,"0","0",-119.251951,34.281346
"18427",3,3.5,3353,1999,1204775,"0","0",-119.234601,34.175354
"9255",2,1.5,919,1978,309985,"0","0",-119.005328,34.224146
"19835",3,2,1068,1959,150089,"0","0",-118.87626,34.284342
"8390",4,2,1260,1964,267144,"0","0",-119.162953,34.201062
"10797",3,3,2752,1980,425512,"0","0",-118.822106,34.14988
"14487",3,1.5,1206,1998,204057,"0","0",-119.179136,34.196094
"18924",4,3,2601,1984,446935,"0","0",-119.033217,34.242793
"19772",4,2,1551,1965,156818,"0","0",-119.087401,34.346373
"4665",4,2,1233,1955,194193,"0","0",-119.179906,34.171664
"4791",2,2,1440,1981,72392,"0","0",-119.198,34.2658
"7712",4,2,1806,1964,528000,"1","0",-118.732014,34.277398
"3033",3,1,1120,1962,62081,"0","0",-118.907097,34.400654
"2403",3,2.5,1983,1979,281923,"0","0",-118.855953,34.224458
"16163",2,2.5,2544,1991,737662,"0","0",-119.287639,34.284929
"16281",2,1.5,1026,1974,360000,"0","0",-118.988355,34.22401
"3603",4,2,1430,1964,86393,"0","0",-119.173923,34.26929
"14259",4,2,1580,1994,250227,"0","0",-119.287732,34.33
"11423",3,2,1186,1965,203539,"0","0",-118.863598,34.227694
"13581",3,2,1624,1978,229730,"0","0",-119.216875,34.157276
"16311",5,3.5,3128,1977,714617,"1","0",-118.833625,34.156512
"7018",2,2,1175,1980,356205,"0","0",-119.193612,34.14453
"2246",2,2,1376,1976,884196,"0","0",-119.231387,34.181751
"9424",2,2,1510,1979,556664,"1","0",-118.92071,34.178952
"19173",4,2.5,2310,1971,403349,"1","0",-119.287118,34.421464
"17692",3,2,1101,1956,51202,"0","0",-119.077174,34.338497
"19457",5,4,3251,2003,690000,"0","0",-118.687657,34.265163
"5947",2,2,946,1986,197641,"0","0",-118.776166,34.280816
"4929",2,2.5,1492,1975,195982,"0","0",-118.851568,34.21908
"15055",3,2,1180,1944,373000,"0","0",-119.183073,34.191709
"4686",3,2,1441,1964,350663,"1","0",-118.938629,34.18297
"16276",5,4.5,3417,2005,784000,"0","0",-119.017256,34.213407
"8899",3,2.5,1786,1980,350532,"0","0",-119.190975,34.255038
"14653",4,2,2305,1969,128337,"1","0",-118.839634,34.149093
"7013",3,2,1770,1996,605170,"0","0",-118.819215,34.213758
"4063",4,2,1512,1962,227780,"0","0",-119.191839,34.215808
"7249",4,1.5,1916,1971,116418,"0","0",-118.945251,34.409114
"5467",4,2.5,1950,1977,264862,"0","0",-119.163537,34.163055
"12417",3,2,1223,1961,435000,"0","0",-119.191017,34.225382
"1010",4,3,1800,1986,318292,"0","0",-118.800943,34.248196
"6590",5,2,1941,1960,78919,"0","0",-119.044151,34.22083
"351",3,3,2717,1981,445345,"0","0",-118.899956,34.181821
"16723",4,2.5,1779,1972,215865,"0","0",-118.898474,34.21494
"14607",3,3,1338,1984,296624,"0","0",-118.738921,34.284209
"10039",4,3,2788,2003,529824,"0","0",-118.690722,34.266001
"3040",4,2.5,1775,1989,370011,"0","0",-118.8457,34.304168
"12158",2,1,980,1925,293407,"0","0",-119.06326,34.358744
"8383",4,2,1486,1974,127798,"0","0",-119.164744,34.282657
"8307",5,3,1890,1965,249510,"0","0",-119.181551,34.27047
"13495",3,2,1170,1958,52718,"0","0",-118.780305,34.267416
"12458",2,2,1373,2005,412000,"0","0",-118.715,34.2878
"8573",3,2,1196,1977,145655,"0","0",-119.205485,34.180603
"1706",4,2,1833,1970,446935,"1","0",-118.754089,34.172872
"11869",5,3.5,2247,1980,508152,"0","0",-118.664635,34.269347
"6477",2,2,1355,1985,455632,"0","0",-119.004538,34.220928
"8299",3,3,2994,1989,647206,"0","0",-119.220137,34.160556
"17399",4,2,1639,1970,167829,"0","0",-118.962731,34.170945
"17161",4,3,2144,1963,543158,"1","0",-119.185355,34.282952
"16140",4,2.5,2465,1968,101233,"1","0",-118.713715,34.293037
"17043",2,2,1650,1987,471000,"0","0",-118.980604,34.199332
"8076",2,2,1070,1990,323226,"0","0",-118.672591,34.279931
"8577",3,2.5,1592,1985,386939,"0","0",-119.166707,34.275551
"13863",5,2.5,1996,1970,500391,"0","0",-118.953743,34.184016
"18438",4,3,1997,1986,417224,"1","0",-118.687859,34.284667
"13162",2,1,890,1979,71772,"0","0",-119.071,34.3475
"12715",4,3.5,3718,1996,1102645,"1","0",-118.911017,34.233277
"15263",2,2,1300,1977,209696,"0","0",-118.993101,34.219397
"19885",3,1,1080,1963,33030,"0","0",-119.169991,34.203519
"19821",3,2,1620,1965,155025,"0","0",-119.2082,34.298444
"8232",5,3,2815,1989,531052,"0","0",-118.781611,34.180362
"3891",4,2.5,2499,2004,609000,"0","0",-119.155192,34.277406
"5169",3,2,1242,1984,265760,"0","0",-118.882546,34.27113
"19596",3,2.5,1743,1998,522853,"0","0",-118.803115,34.230103
"987",2,1,810,1971,147198,"0","0",-118.913174,34.186669
"3291",3,2.5,1511,1999,463000,"0","0",-119.063499,34.223322
"18353",3,3.5,3555,2002,263642,"0","0",-119.246329,34.44646
"19688",4,3,2200,1979,357003,"1","0",-118.957256,34.189969
"2199",4,2,1284,1963,89306,"0","0",-119.207957,34.26284
"3541",3,2.5,1637,1979,246818,"0","0",-118.86389,34.184291
"9425",3,2,1198,1959,40292,"0","0",-119.182552,34.184437
"8330",3,2.5,1693,1970,240943,"1","0",-118.954646,34.177624
"8376",3,2,1579,1957,72959,"0","0",-119.232204,34.2816
"9180",2,2,1691,1979,212320,"0","0",-118.97663,34.227159
"5393",4,3,2213,1992,696000,"0","0",-119.006202,34.225415
"13874",1,1,724,1990,156779,"0","0",-118.761528,34.284391
"13019",2,2,1296,1925,295352,"0","0",-119.271755,34.271835
"14934",3,2,1447,1977,432730,"0","0",-119.212261,34.192046
"6330",3,2,1328,1964,297012,"0","0",-119.177936,34.269378
"8957",2,1.5,1056,1982,273000,"0","0",-119.301951,34.291887
"17058",4,2,1809,1965,73782,"0","0",-119.20274,34.262063
"5977",3,2,1431,1977,353535,"0","0",-119.161724,34.163402
"1098",2,2,1598,1953,271167,"0","0",-119.183154,34.186092
"16312",3,2,1321,1958,168651,"0","0",-119.196387,34.254804
"13703",4,3,2419,2001,416564,"0","0",-119.155664,34.21398
"3373",3,2.5,1823,1980,260706,"0","0",-118.727706,34.294035
"3789",4,3,2853,1997,762554,"0","0",-119.05786,34.23607
"9090",4,3,2575,1984,529561,"0","0",-118.951241,34.171423
"19769",4,2,1787,1972,231527,"0","0",-118.760138,34.273041
"2355",3,2,1559,1961,437750,"1","0",-118.727818,34.271392
"4261",3,2,1437,1957,278744,"0","0",-119.047474,34.2159
"9578",3,2,1244,1959,417918,"0","0",-119.185835,34.277666
"2470",2,1,850,1925,215183,"0","0",-119.270894,34.271111
"16683",4,2,1548,1944,279230,"0","0",-119.185181,34.191583
"14099",3,2,1100,1938,273189,"0","0",-119.026235,34.240217
"19758",3,3.5,4067,1989,981220,"1","0",-119.289672,34.405354
"2077",3,2.5,1433,1979,495000,"0","0",-118.875946,34.187493
"218",4,2.5,2270,1978,236464,"0","0",-119.159928,34.163858
"11390",3,3,1188,1957,228488,"0","0",-119.17931,34.158144
"3232",2,2.5,1362,2006,541000,"0","0",-119.287961,34.27967
"3981",3,2,1166,1962,192233,"0","0",-119.164115,34.221413
"14342",3,2,1811,1996,132439,"0","0",-118.913723,34.179573
"12783",4,3.5,2515,1965,128437,"0","0",-118.791869,34.265381
"13649",3,2,1326,1964,259836,"0","0",-119.179602,34.267668
"7676",2,1,720,1912,23053,"0","0",-118.911393,34.404014
"3547",5,4.5,2339,1955,285348,"0","0",-119.189173,34.179394
"6862",3,2,1537,1955,510435,"0","0",-119.04096,34.238686
"14103",2,1.5,1696,1952,334223,"0","0",-118.999393,34.258934
"13194",2,1.5,1120,1974,211870,"0","0",-118.879259,34.174075
"11829",2,2,1145,1970,282699,"0","0",-119.199216,34.177006
"4254",4,2.5,2451,1985,385198,"0","0",-118.998513,34.235594
"15064",3,2,1379,1959,58921,"0","0",-119.064183,34.37525
"17467",3,2,1627,1959,273654,"0","0",-118.849203,34.203234
"7959",4,2,2521,1961,660000,"1","0",-119.288277,34.434967
"521",5,3,3153,1995,740116,"0","0",-118.815733,34.233389
"9113",3,2,1249,1966,530000,"0","0",-118.955549,34.173271
"10471",4,2,1328,1973,168848,"0","0",-118.874227,34.271456
"1096",3,2,1110,1962,114741,"0","0",-118.667763,34.268339
"6248",3,2.5,1671,1990,5e+05,"0","0",-118.903997,34.179871
"2103",4,2,1353,1956,54797,"0","0",-119.238363,34.270582
"8541",4,2,1464,1971,391494,"1","0",-118.679469,34.268777
"18911",2,2,988,1977,327000,"0","0",-119.188745,34.142305
"625",4,2,1636,1978,248951,"0","0",-119.200702,34.253736
"17462",3,2.5,1772,1977,251848,"0","0",-119.209293,34.18294
"5346",3,2,1040,1973,250786,"0","0",-118.925171,34.396804
"15878",2,1,1066,1965,276228,"0","0",-119.038988,34.238495
"12602",4,3,2568,1986,327565,"1","0",-118.724024,34.293261
"19556",6,3,2901,1997,721816,"0","0",-119.009373,34.219651
"2729",4,3,2232,1966,118510,"1","0",-118.874119,34.233373
"6436",3,3,1809,1959,377985,"0","0",-119.16804,34.181713
"15544",2,2,1309,1979,195561,"0","0",-118.977842,34.226558
"10396",2,1,990,1947,166450,"0","0",-119.298251,34.395568
"9646",3,2,2256,1964,648467,"0","0",-119.040754,34.241891
"13647",3,1.5,1097,1980,259941,"0","0",-118.846373,34.295156
"13308",3,3,2847,1964,559454,"1","0",-118.895928,34.196466
"11948",3,2.5,2148,1979,75495,"0","0",-118.891849,34.179303
"2721",2,1,908,1973,369000,"0","0",-119.229072,34.451384
"11248",3,2.5,1514,1980,330971,"0","0",-118.845914,34.29379
"9613",2,1.5,998,1978,183978,"0","0",-118.729193,34.280099
"3377",3,2.5,1614,1975,456862,"0","0",-119.264,34.4445
"2984",2,1,882,1973,86033,"0","0",-119.223364,34.263207
"9694",4,2,1992,1959,427000,"0","0",-119.184162,34.165467
"17345",3,2,1650,1968,491875,"0","0",-118.725807,34.280224
"3949",3,2,1673,1961,459956,"0","0",-119.176828,34.263844
"4503",5,4,2820,1965,141081,"0","0",-119.193459,34.281993
"7632",3,1.5,1026,1930,214755,"0","0",-118.903384,34.173666
"8331",2,1,902,1979,178000,"0","0",-119.168096,34.152344
"190",3,2,1280,1961,62577,"0","0",-119.194781,34.279876
"14374",4,3,3063,2002,874000,"0","0",-118.980804,34.17036
"9311",4,2,1201,1972,391610,"0","0",-119.062545,34.223866
"12156",3,2,1671,1976,561553,"0","0",-118.848334,34.149783
"13192",3,2.5,2031,2010,348816,"0","0",-119.174671,34.243924
"502",5,3,2399,1976,775000,"1","0",-118.762921,34.169398
"14442",3,2,1712,1973,281715,"1","0",-118.869577,34.216012
"18882",4,3.5,2600,2009,716000,"0","0",-118.868496,34.295478
"2966",2,2,1104,1990,350260,"0","0",-118.767,34.1845
"6013",3,2.5,2568,1973,350778,"0","0",-119.238527,34.2821
"11745",2,1,1159,1949,369121,"0","0",-119.026467,34.244409
"18059",4,2,1625,1955,68273,"0","0",-119.155165,34.238018
"18920",3,2,1756,1925,221815,"0","0",-118.669227,34.260656
"18452",3,2,1503,1959,435010,"0","0",-118.848244,34.203847
"13729",3,2,1285,1960,297837,"0","0",-119.210823,34.274414
"14479",3,2,1205,1963,374370,"0","0",-118.792272,34.276512
"7747",4,2,1905,1979,359687,"0","0",-118.69391,34.283943
"2819",4,2.5,2241,1970,650000,"0","0",-118.860012,34.233139
"5965",3,2,2408,2001,567096,"0","0",-118.811802,34.255232
"11796",3,2,1154,1976,90476,"1","0",-118.918924,34.404624
"10376",3,2.5,1903,2001,301004,"0","0",-118.919629,34.392803
"5040",4,2,1406,1976,197280,"0","0",-118.955203,34.181028
"8137",3,3,2037,1995,325535,"0","0",-119.186335,34.282635
"6417",3,1,1489,1954,251760,"0","0",-119.236308,34.453374
"2311",4,3,2952,1966,402582,"1","0",-118.923965,34.181125
"14030",5,3,3178,1970,137403,"0","0",-119.04894,34.238976
"10259",3,1,1204,1955,209100,"0","0",-119.252371,34.262702
"9082",4,2.5,2313,1999,633000,"0","0",-118.957745,34.169408
"4595",3,2,2288,1960,458787,"0","0",-119.218556,34.271564
"7241",3,3,2655,1987,939144,"1","0",-118.680703,34.205603
"14835",3,2.5,1824,1990,351340,"0","0",-119.002624,34.22631
"12951",4,3,2162,1964,255490,"0","0",-118.844665,34.193804
"6582",3,2,1329,1976,529000,"0","0",-119.219356,34.158812
"9048",3,2.5,1567,1999,505000,"0","0",-119.008559,34.239079
"16588",4,2.5,1783,2003,343472,"0","0",-119.162374,34.175126
"17882",3,2,1390,1976,391000,"0","0",-119.151681,34.181051
"3409",3,2.5,2112,1986,326509,"1","0",-118.890847,34.2701
"13225",2,2.5,1334,1982,137167,"0","0",-119.301901,34.291528
"420",3,1.5,1399,1957,271465,"0","0",-119.046114,34.214508
"347",2,2,1294,1980,216165,"0","0",-118.763805,34.173818
"5567",2,1,892,1971,153476,"0","0",-119.216986,34.179572
"16417",5,3.5,3712,2006,801000,"0","0",-118.759357,34.300725
"12147",6,3,2383,1962,730980,"1","0",-118.879487,34.194925
"5658",3,3,1738,1998,386170,"0","0",-119.145901,34.212339
"15768",2,2,1549,1985,275388,"0","0",-119.23355,34.181648
"10501",3,3,2041,1964,411252,"0","0",-118.945197,34.180014
"3545",3,2.5,1526,1998,248951,"0","0",-119.147016,34.212406
"9789",3,2,1518,1955,367030,"0","0",-119.18288,34.172868
"3980",3,2,1499,1965,201582,"0","0",-119.038375,34.228204
"18676",5,3,3025,1999,793000,"0","0",-119.009023,34.235062
"8084",3,2.5,3003,1978,286077,"0","0",-119.283029,34.464442
"17073",4,2.5,1825,1999,374173,"0","0",-119.008113,34.240055
"8169",4,2.5,2021,1987,403057,"0","0",-118.835809,34.212839
"12980",2,2,913,1990,272000,"0","0",-119.198545,34.272934
"13890",2,1,873,1974,177000,"0","0",-119.217811,34.262749
"18257",4,2,1826,1976,315166,"0","0",-118.674469,34.280229
"12953",4,1.5,1145,1962,343259,"0","0",-118.860862,34.195283
"12279",2,2,1447,1948,258996,"0","0",-119.17742,34.184872
"16473",4,2,1374,1973,289632,"0","0",-118.886299,34.200089
"18082",3,2,1583,1976,209102,"0","0",-119.263,34.4438
"19038",3,2,1196,1986,269040,"0","0",-118.88,34.2756
"7567",4,3,2984,2005,776665,"0","0",-118.759621,34.298395
"17372",4,2,1303,1962,390000,"0","0",-119.161693,34.221512
"16920",3,1,1014,1954,39263,"0","0",-119.171083,34.224183
"11969",3,3,2898,1964,350814,"0","0",-119.077689,34.250632
"3276",3,2,1051,1978,239880,"0","0",-118.729078,34.280235
"12865",4,2,1891,1973,87783,"1","0",-118.72375,34.284248
"7380",3,2,1284,1989,303793,"0","0",-119.289514,34.425117
"2728",2,1,908,1985,234526,"0","0",-119.289119,34.303993
"7451",4,3,2173,1993,785000,"0","0",-118.783887,34.175414
"2759",2,2,1700,2007,631000,"0","0",-119.221621,34.185952
"2092",2,1,902,1979,163167,"0","0",-119.168242,34.154445
"13902",3,2,1500,1970,418412,"0","0",-119.014856,34.237511
"13273",3,2.5,1908,2009,353114,"0","0",-119.17086,34.248044
"10739",4,2,1367,1962,252616,"0","0",-118.720115,34.29045
"9247",4,3.5,3889,2005,806178,"0","0",-118.696251,34.30212
"16725",3,3,2923,2003,103055,"0","0",-118.983634,34.172066
"10438",3,2,1137,1971,491000,"0","0",-118.940458,34.165044
"3483",5,2.5,1855,1957,260916,"0","0",-119.166246,34.16823
"7020",3,3,3716,1998,904744,"0","0",-118.906187,34.16856
"4969",4,2.5,2403,1991,470430,"0","0",-119.177516,34.279374
"3419",2,1,765,1981,87650,"0","0",-119.078729,34.349443
"17269",2,1,1760,1954,69069,"0","0",-119.161736,34.240525
"2437",2,2.5,1185,1983,347936,"0","0",-119.038825,34.224525
"1375",4,2.5,2271,1968,736055,"1","0",-118.896934,34.216029
"13036",2,2,986,1989,240196,"0","0",-119.284,34.306
"13211",2,2,1627,1985,527000,"0","0",-119.231643,34.178721
"19417",3,3,1738,1999,310364,"0","0",-119.145893,34.206625
"10327",4,2,1449,1961,394720,"0","0",-118.740034,34.268545
"9539",3,3,1754,1961,282823,"1","0",-119.302364,34.388507
"2301",3,2,1179,1971,210814,"0","0",-119.192,34.1779
"2100",4,2,2028,1989,427051,"0","0",-119.19692,34.226807
"8027",3,2.5,2573,2006,645000,"0","0",-119.204138,34.257859
"7716",3,2,1452,1990,212204,"0","0",-119.178489,34.222032
"2615",5,2,1860,1978,154155,"0","0",-119.189553,34.229025
"15408",3,2.5,2877,2005,801626,"0","0",-119.277586,34.286849
"8031",4,3,2603,1985,517893,"1","0",-118.843762,34.22829
"5546",4,2,1192,1962,177280,"0","0",-119.160678,34.275146
"5028",3,3,1848,1970,388095,"0","0",-118.721293,34.27298
"13688",4,2.5,2528,1988,588751,"1","0",-118.893278,34.2635
"578",5,3,2643,1987,379789,"0","0",-118.869319,34.272331
"14037",3,2,1054,1961,127512,"0","0",-118.743183,34.27336
"15028",4,2,1608,1964,225595,"0","0",-118.760012,34.25808
"14477",3,2,1430,1979,4e+05,"0","0",-119.21862,34.260233
"4469",4,3,2859,1987,456262,"0","0",-118.888134,34.26448
"11640",3,3,2144,1960,129327,"0","0",-118.904805,34.190837
"12221",4,2,1303,1962,109950,"0","0",-119.162196,34.221751
"7401",4,2.5,1863,2015,429461,"0","0",-119.169359,34.252495
"19937",2,2,1169,1979,236742,"0","0",-119.060382,34.221461
"16468",4,2.5,1802,1999,330083,"0","0",-119.282228,34.305362
"18487",3,2.5,1525,2008,391596,"0","0",-119.174788,34.249588
"7460",5,3,1915,1978,285147,"0","0",-118.778973,34.246416
"17041",3,2,1475,1959,299360,"0","0",-119.178972,34.159132
"18535",4,2,1263,1962,185005,"0","0",-118.720465,34.295487
"17976",2,1.5,1046,1972,265255,"0","0",-119.267,34.2627
"16012",3,2,1459,1985,154410,"0","0",-118.985981,34.235644
"17130",3,2.5,2120,1988,480440,"1","0",-118.895636,34.264835
"7818",5,2,1596,1963,199534,"1","0",-118.740602,34.265252
"19143",4,3,3308,1995,948896,"0","0",-118.849077,34.19706
"7258",4,3,2217,1989,553110,"0","0",-119.06066,34.235665
"15158",3,1.5,1399,1979,171766,"0","0",-119.071,34.3479
"4571",3,3,2648,1980,493637,"0","0",-118.850563,34.232595
"13543",3,2,1447,1971,57891,"0","0",-119.153164,34.173534
"5739",2,2,1112,1994,131987,"0","0",-118.998507,34.226284
"5501",2,1,717,1928,244580,"0","0",-119.293025,34.29145
"4652",3,2.5,1702,1966,65160,"0","0",-118.871202,34.200389
"18608",4,2.5,2241,1970,545196,"1","0",-118.861386,34.232846
"7854",3,2,1533,1928,635353,"1","0",-119.194721,34.465122
"17251",3,2.5,1484,1980,272379,"0","0",-119.172357,34.261649
"18448",3,2,1582,1956,605784,"0","0",-119.293521,34.424346
"4626",4,2,1760,1964,232075,"0","0",-118.741858,34.250136
"6065",4,2.5,2038,1990,679882,"0","0",-118.785577,34.179261
"19662",3,2.5,1435,1986,481612,"0","0",-118.80595,34.165419
"17206",3,2.5,1254,1963,274532,"0","0",-118.838024,34.175806
"14485",4,2,1247,1963,231980,"0","0",-118.772293,34.26712
"18398",4,2.5,2379,1978,592954,"1","0",-118.785242,34.251364
"5610",2,2,933,1973,135025,"0","0",-119.196417,34.144429
"7657",4,2,1414,1969,466852,"0","0",-118.951541,34.174141
"5668",4,3,1827,1979,505000,"0","0",-118.851092,34.294847
"14803",4,2,1375,1960,240172,"0","0",-119.171113,34.171205
"12967",4,2,1577,1970,621214,"0","0",-118.956761,34.15999
"1503",2,1,956,1972,147958,"0","0",-118.890661,34.215046
"15147",2,1,851,2006,244244,"0","0",-119.2994,34.396074
"12213",5,2.5,2426,1999,416941,"0","0",-118.800907,34.230589
"4118",5,3.5,3737,1980,1157682,"1","0",-118.817923,34.193299
"19243",3,2.5,1980,1966,95195,"0","0",-118.877586,34.204901
"2178",3,2,1269,1963,307695,"0","0",-119.05757,34.367678
"3924",2,1,1466,1909,225447,"0","0",-119.066844,34.355008
"10275",4,3,2491,1969,581126,"0","0",-118.839762,34.150937
"8347",4,3.5,2546,1989,660636,"0","0",-119.271608,34.452472
"895",4,2.5,1517,1994,290961,"0","0",-119.153824,34.296996
"17287",3,2.5,1467,1977,308440,"0","0",-119.047203,34.219243
"14296",3,2.5,1963,2006,479000,"0","0",-119.217183,34.265193
"12088",3,2.5,1766,1983,478636,"0","0",-118.991713,34.234244
"7507",3,2.5,1622,1989,295753,"0","0",-118.838986,34.303476
"17389",2,1,906,1958,200976,"0","0",-119.044612,34.213653
"17142",4,4.5,4260,1985,1529327,"1","0",-119.07148,34.241902
"15900",3,1.5,1048,1956,171159,"0","0",-119.189263,34.148733
"10542",4,3,2669,1986,572146,"0","0",-118.841166,34.217532
"9173",3,2.5,1853,1986,334523,"0","0",-118.818412,34.247903
"3229",4,2,1612,1964,66183,"0","0",-118.703365,34.299233
"831",3,1.5,1140,1957,370565,"0","0",-119.166542,34.169845
"19956",3,2,1204,1961,426408,"0","0",-119.233963,34.460521
"13255",3,2,1300,1957,527000,"0","0",-119.219789,34.277814
"13565",4,2,2152,1970,333713,"0","0",-118.858919,34.23372
"2544",3,2,1415,1962,58921,"0","0",-118.776497,34.2632
"16528",4,2,1706,1951,368123,"0","0",-119.255478,34.270778
"10270",3,2,1877,1977,593000,"0","0",-118.990757,34.226935
"18912",2,1,810,1986,135276,"0","0",-118.85231,34.179248
"13833",4,3,1612,1964,74480,"0","0",-119.233372,34.280675
"1338",2,2,1001,2008,462317,"0","0",-118.903024,34.172233
"11597",2,1,780,1991,445087,"0","0",-119.265955,34.268528
